,id,18~19_ride_id_mean,18~19_ride_id_sum
506,2403,4.6521739130434785,214
507,2404,2.641025641025641,103
508,2405,2.206896551724138,64
509,2406,4.627906976744186,199
510,2407,2.911111111111111,131
511,2408,1.8181818181818181,60
512,2409,1.125,9
513,2418,2.4615384615384617,96
514,2419,6.116279069767442,263
515,2434,2.0,64
516,2435,2.933333333333333,132
517,2436,1.5,42
518,2437,1.2592592592592593,34
519,2438,1.6666666666666667,15
520,2439,2.0,4
521,2440,1.0,1
522,2441,2.2162162162162162,82
523,2442,2.3125,74
524,2445,1.0,1
525,2446,1.0,3
526,2447,2.275,91
527,2448,3.048780487804878,125
528,2449,1.1428571428571428,8
529,2450,1.6666666666666667,50
530,2451,1.9,57
531,3004,1.375,11
532,3005,2.0,2
533,3006,1.5,3
534,3007,4.534591194968553,1442
535,3008,2.2181818181818183,122
536,3009,2.303030303030303,228
537,3012,3.064935064935065,236
538,3013,1.9090909090909092,105
539,3014,1.0,1
540,3016,1.1666666666666667,14
541,3019,1.25,5
542,3021,1.1,11
543,3022,1.0,1
544,3023,1.3333333333333333,32
545,3025,1.4,14
546,3026,1.0,3
547,3027,1.6666666666666667,20
548,3030,1.0,5
549,3031,1.0,9
550,3032,2.0,2
551,3033,1.0,2
552,3034,2.6486486486486487,98
553,3036,1.25,5
554,3039,1.0,2
555,3040,1.6428571428571428,46
556,3041,1.0,2
557,3042,1.3333333333333333,24
558,3044,1.25,15
559,3045,1.9230769230769231,25
560,3046,1.0,4
561,3047,1.0,4
562,3050,1.0,6
563,3051,1.0,1
564,3053,1.0,5
565,3054,1.9069767441860466,82
566,3056,1.0,4
567,3059,1.0,1
568,3060,1.3636363636363635,30
569,3062,1.5714285714285714,11
570,3063,1.0,9
571,3064,1.52,38
572,3067,2.8275862068965516,82
573,3069,1.0,1
574,3071,1.263157894736842,24
575,3072,1.0,1
576,3075,1.0,8
577,3077,1.0,3
578,3078,5.949295774647887,2112
579,3079,5.428176795580111,1965
580,3080,6.136752136752137,2154
581,3081,4.443835616438356,1622
582,3082,2.556338028169014,363
583,3083,1.0952380952380953,23
584,3084,3.587878787878788,592
585,3085,3.372413793103448,489
586,3088,3.5652173913043477,492
587,3089,2.920289855072464,403
588,3090,2.0,2
589,3091,6.332535885167464,2647
590,3093,4.745689655172414,2202
591,3094,4.968085106382978,467
592,3095,1.7904761904761906,188
593,3096,1.375,22
594,3097,1.75,56
595,3098,3.1818181818181817,140
596,3099,3.857142857142857,135
597,3100,2.0,74
598,3101,2.0555555555555554,37
599,3104,2.6863636363636365,591
600,3105,5.651851851851852,1526
601,3106,4.024390243902439,660
602,3107,6.446808510638298,1212
603,3108,5.444444444444445,343
604,3109,1.8679245283018868,99
605,3110,7.1208791208791204,648
606,3111,3.4767441860465116,299
607,3112,1.7857142857142858,100
608,3113,2.1864406779661016,129
609,3114,9.740540540540541,1802
610,3115,2.604651162790698,336
611,3116,11.625,1116
612,3117,6.5212765957446805,613
613,3118,9.619047619047619,1616
614,3119,9.725961538461538,2023
615,3120,3.051948051948052,470
616,3121,5.324324324324325,788
617,3122,3.7803738317757007,809
618,3123,1.4761904761904763,31
619,3124,4.791666666666667,230
620,3125,12.29126213592233,2532
621,3126,5.438095238095238,1142
622,3127,1.5,9
623,3128,1.0,14
624,3129,7.920863309352518,1101
625,3130,6.495934959349594,799
626,3131,1.125,9
627,3132,1.5,51
628,3135,6.521739130434782,600
629,3136,20.493055555555557,2951
630,3137,1.7419354838709677,54
631,3138,6.550218340611353,1500
632,3139,1.7142857142857142,60
633,3142,1.1785714285714286,33
634,3143,4.595,919
635,3144,4.038793103448276,937
636,3145,4.690376569037657,1121
637,3146,1.0,3
638,3147,12.734177215189874,1006
639,3148,3.5416666666666665,340
640,3149,1.6853146853146854,241
641,3150,2.523076923076923,656
642,3151,2.210526315789474,84
643,3154,4.559006211180124,734
644,3155,7.162087912087912,2607
645,3156,4.438524590163935,1083
646,3157,2.3412322274881516,494
647,3158,1.0,1
648,3159,4.385321100917431,1434
649,3160,2.301255230125523,550
650,3161,3.3404255319148937,314
651,3162,12.89605734767025,3598
652,3163,2.0,2
653,3164,1.0,5
654,3166,4.068292682926829,834
655,3167,2.30327868852459,281
656,3168,1.6428571428571428,69
657,3169,1.4642857142857142,41
658,3172,7.804347826086956,359
659,3173,3.8666666666666667,174
660,3174,2.0,58
661,3175,2.4324324324324325,90
662,3176,2.7714285714285714,97
663,3177,5.743016759776537,1028
664,3178,3.810344827586207,663
665,3179,5.928571428571429,996
666,3180,2.0930232558139537,90
667,3181,2.4444444444444446,176
668,3182,1.5660377358490567,83
669,3183,5.1698841698841695,1339
670,3184,4.9604743083003955,1255
671,3185,4.522900763358779,1185
672,3186,4.5458167330677295,1141
673,3187,2.263157894736842,129
674,3188,1.5365853658536586,63
675,3189,3.857142857142857,1080
676,3190,2.535483870967742,786
677,3192,1.0,6
678,3193,1.0,1
679,3195,3.924137931034483,1138
680,3196,6.304347826086956,870
681,3197,2.744186046511628,236
682,3198,2.2232142857142856,249
683,3199,2.952830188679245,313
684,3200,1.0416666666666667,25
685,3201,1.7108433734939759,142
686,3202,1.3384615384615384,87
687,3203,1.6111111111111112,58
688,3206,6.3837638376383765,1730
689,3207,8.896825396825397,3363
690,3208,8.803324099722992,3178
691,3209,11.265866209262436,6568
692,3210,3.687382297551789,1958
693,3211,7.411764705882353,756
694,3212,4.282282282282282,1426
695,3213,3.2422802850356294,1365
696,3214,5.992831541218638,1672
697,3215,2.6588235294117646,226
698,3216,1.8122448979591836,444
699,3217,4.475095785440613,1168
700,3218,3.066945606694561,733
701,3219,3.23728813559322,382
702,3220,1.75,126
703,3221,3.85,308
704,3222,8.791666666666666,844
705,3223,3.219178082191781,235
706,3224,2.9125,233
707,3225,4.043010752688172,752
708,3226,5.777777777777778,884
709,3227,11.4640522875817,1754
710,3228,5.524625267665953,2580
711,3229,15.425,1851
712,3230,3.3076923076923075,258
713,3231,1.5384615384615385,40
714,3232,3.6458333333333335,175
715,3233,2.5161290322580645,78
716,3234,1.0,4
717,3235,6.483535528596187,3741
718,3236,11.556634304207119,7142
719,3237,1.0,1
720,3238,1.54,154
721,3240,2.8436724565756824,1146
722,3241,7.051470588235294,3836
723,3242,4.305555555555555,2325
724,3243,11.766903914590747,6613
725,3244,2.641025641025641,206
726,3246,2.6052631578947367,198
727,3248,2.9135802469135803,236
728,3249,1.4,42
729,3250,1.3636363636363635,15
730,3251,1.6,72
731,3252,1.8,45
732,3253,2.0720720720720722,230
733,3254,10.175531914893616,1913
734,3255,3.341614906832298,538
735,3256,1.0,1
736,3258,2.693877551020408,132
737,3259,8.76923076923077,1254
738,3260,1.4102564102564104,55
739,3261,2.832258064516129,439
740,3263,1.1428571428571428,24
741,3264,1.3333333333333333,4
742,3265,1.4705882352941178,25
743,3266,1.352112676056338,96
744,3267,2.473404255319149,465
745,3272,1.6857142857142857,59
746,3273,10.892561983471074,1318
747,3274,2.3855421686746987,198
748,3275,6.311475409836065,770
749,3276,1.0,5
750,3277,1.125,27
751,3278,2.2588832487309647,445
752,3279,3.6120689655172415,419
753,3280,6.962962962962963,1880
754,3281,1.4444444444444444,26
755,3282,2.0784313725490198,212
756,3283,1.9883720930232558,171
757,3284,4.786259541984733,627
758,3285,2.453416149068323,395
759,3286,10.774011299435028,1907
760,3287,5.733766233766234,883
761,3288,1.7857142857142858,175
762,3289,3.577777777777778,161
763,3290,1.6346153846153846,85
764,3292,1.2352941176470589,21
765,3293,1.4615384615384615,114
766,3297,6.291666666666667,302
767,3298,1.4736842105263157,28
768,3299,1.8214285714285714,51
769,3300,1.8461538461538463,48
770,3301,2.5365853658536586,104
771,3302,2.090909090909091,69
772,3308,1.0,3
773,3309,1.0,1
774,3310,1.1428571428571428,8
775,3312,1.2727272727272727,14
776,3313,2.0,2
777,3317,2.411764705882353,82
778,3318,2.6176470588235294,89
779,3320,2.0,4
780,3340,1.0,1
781,3341,5.610169491525424,331
782,3342,4.641791044776119,311
783,3343,4.962962962962963,268
784,3344,2.7058823529411766,184
785,3345,6.568181818181818,578
786,3346,1.0,5
787,4001,4.18705035971223,1164
788,4002,1.6454545454545455,181
789,4003,12.354166666666666,1186
790,4004,2.264705882352941,231
791,4005,1.2222222222222223,11
792,4006,1.6363636363636365,162
793,4007,1.4615384615384615,133
794,4008,1.0,3
795,4009,1.6666666666666667,40
796,4010,1.5068493150684932,110
797,4011,1.7157894736842105,163
798,4013,1.3529411764705883,46
799,4014,1.0,2
800,4015,1.0,4
801,4017,1.0,3
802,4018,1.4838709677419355,46
803,4019,1.2941176470588236,22
804,4020,1.3043478260869565,60
805,4021,1.5,3
806,4022,3.090909090909091,34
807,4023,3.4904942965779466,918
808,4024,1.5384615384615385,20
809,4025,1.0,1
810,4026,1.62,81
811,4027,1.0,14
812,4029,1.0,2
813,4030,8.778443113772456,2932
814,4031,3.986159169550173,1152
815,4032,1.0,3
816,4033,1.3571428571428572,19
817,4034,1.9836065573770492,242
818,4035,1.9189189189189189,142
819,4037,10.139344262295081,1237
820,4039,18.133333333333333,816
821,4040,1.1666666666666667,14
822,4042,1.0,3
823,4043,1.5483870967741935,96
824,4045,2.1530612244897958,211
825,4046,1.3768115942028984,95
826,4047,1.6923076923076923,22
827,4049,1.125,9
828,4050,1.6037735849056605,85
829,4051,1.0,1
830,4053,1.3928571428571428,39
831,4054,4.4963503649635035,616
832,4055,1.6666666666666667,60
833,4056,1.0,1
834,4057,1.982905982905983,232
835,4058,6.362068965517241,1476
836,4059,1.0,1
837,4060,3.1559633027522938,344
838,4061,4.166666666666667,825
839,4062,3.918918918918919,725
840,4063,1.5555555555555556,28
841,4064,1.5,45
842,4065,1.9230769230769231,25
843,4066,6.653543307086614,1690
844,4067,1.3148148148148149,71
845,4068,7.7,1078
846,4069,2.638888888888889,285
847,4070,5.297101449275362,731
848,4071,2.1538461538461537,140
849,4072,1.7777777777777777,80
850,4073,2.2950819672131146,140
851,4074,1.1724137931034482,34
852,4075,4.292307692307692,279
853,4076,2.3157894736842106,176
854,4077,2.654255319148936,499
855,4078,4.189368770764119,1261
856,4079,6.451612903225806,2200
857,4080,2.786008230452675,677
858,4081,1.1875,19
859,4083,1.0,3
860,4084,7.8418803418803416,1835
861,4085,5.394736842105263,1435
862,4087,1.2857142857142858,9
863,4089,1.9841269841269842,125
864,4090,1.368421052631579,26
865,4092,1.4137931034482758,82
866,4093,1.125,9
867,4094,11.261437908496733,1723
868,4095,4.36144578313253,362
869,4096,1.0,1
870,4097,2.8173913043478263,324
871,4099,3.759259259259259,203
872,4102,1.7303370786516854,154
873,4103,1.1333333333333333,34
874,4104,2.1710526315789473,330
875,4105,1.3384615384615384,87
876,4106,1.2222222222222223,11
877,4107,1.0,8
878,4108,1.542857142857143,108
879,4109,3.0,345
880,4110,1.2666666666666666,19
881,4111,2.5,5
882,4112,1.9210526315789473,219
883,4113,1.2857142857142858,45
884,4114,2.0714285714285716,261
885,4116,1.8028169014084507,128
886,4117,3.572649572649573,836
887,4118,5.102564102564102,796
888,4119,1.711340206185567,166
889,4120,1.1,11
890,4121,1.9523809523809523,41
891,4122,2.982142857142857,167
892,4124,1.25,20
893,4125,1.5813953488372092,68
894,4126,1.0,1
895,4128,17.264044943820224,3073
896,4129,1.0,10
897,4130,3.0,108
898,4132,4.479289940828402,757
899,4133,1.25,5
900,4134,2.1272727272727274,117
901,4135,1.6666666666666667,45
902,4136,1.0555555555555556,38
903,4137,2.203125,282
904,4138,1.6153846153846154,42
905,4140,2.3701298701298703,365
906,4141,2.175324675324675,335
907,4142,3.6022099447513813,652
908,4143,2.8978494623655915,539
909,4144,4.767857142857143,1335
910,4145,2.8495934959349594,701
911,4146,1.125,9
912,4147,4.918181818181818,541
913,4148,8.703703703703704,1410
914,4149,8.135593220338983,2880
915,4150,14.077747989276139,5251
916,4151,3.891304347826087,1074
917,4152,7.904290429042904,2395
918,4153,2.47265625,633
919,4154,4.029605263157895,1225
920,4155,4.395061728395062,712
921,4156,1.3333333333333333,4
922,4157,2.3198380566801617,573
923,4158,5.529411764705882,1504
924,4159,3.7906976744186047,652
925,4160,6.17351598173516,1352
926,4161,3.930817610062893,625
927,4162,3.88,582
928,4163,5.5,1012
929,4164,7.369077306733167,2955
930,4165,6.086206896551724,2471
931,4166,4.730769230769231,861
932,4167,7.037735849056604,1492
933,4168,2.0,74
934,4169,2.7,54
935,4170,6.453781512605042,2304
936,4171,15.975247524752476,6454
937,4172,5.185393258426966,923
938,4173,5.06046511627907,1088
939,4174,5.976119402985074,2002
940,4175,8.357487922705314,3460
941,4176,2.825,113
942,4177,2.611111111111111,94
