,route_id_weekday,18~19_ride_route_id_weekday_mean,18~19_ride_route_id_weekday_sum
1620,518_1130_5,3.857142857142857,27
1621,518_1130_6,4.0,20
1622,518_2001_0,3.0,21
1623,518_2001_1,3.8,19
1624,518_2001_2,2.8333333333333335,17
1625,518_2001_3,3.3333333333333335,20
1626,518_2001_4,5.142857142857143,36
1627,518_2001_5,3.8,19
1628,518_2001_6,4.666666666666667,28
1629,518_2002_0,4.142857142857143,29
1630,518_2002_1,3.7142857142857144,26
1631,518_2002_2,4.857142857142857,34
1632,518_2002_3,5.857142857142857,41
1633,518_2002_4,9.285714285714286,65
1634,518_2002_5,3.857142857142857,27
1635,518_2002_6,3.1666666666666665,19
1636,518_2008_0,4.0,28
1637,518_2008_1,3.5,21
1638,518_2008_2,6.0,42
1639,518_2008_3,5.0,35
1640,518_2008_4,3.7142857142857144,26
1641,518_2008_5,2.3333333333333335,14
1642,518_2008_6,4.0,8
1643,518_2051_0,2.8333333333333335,17
1644,518_2051_1,2.7142857142857144,19
1645,518_2051_2,3.142857142857143,22
1646,518_2051_3,3.4285714285714284,24
1647,518_2051_4,4.285714285714286,30
1648,518_2051_5,1.3333333333333333,4
1649,518_2051_6,1.0,2
1650,518_2062_0,2.2,11
1651,518_2062_1,1.8,9
1652,518_2062_2,1.8333333333333333,11
1653,518_2062_3,2.0,10
1654,518_2062_4,1.5,6
1655,518_2062_5,1.2,6
1656,518_2062_6,1.0,4
1657,518_2063_0,1.6666666666666667,10
1658,518_2063_1,2.0,14
1659,518_2063_2,2.75,11
1660,518_2063_3,3.6666666666666665,22
1661,518_2063_4,2.0,12
1662,518_2063_5,1.3333333333333333,4
1663,518_2063_6,1.0,2
1664,518_2064_0,2.1666666666666665,13
1665,518_2064_1,3.1666666666666665,19
1666,518_2064_2,1.4,7
1667,518_2064_3,3.0,21
1668,518_2064_4,2.3333333333333335,14
1669,518_2064_5,1.6666666666666667,10
1670,518_2064_6,1.25,5
1671,518_2065_0,2.8333333333333335,17
1672,518_2065_1,1.6666666666666667,10
1673,518_2065_2,2.8333333333333335,17
1674,518_2065_3,2.6666666666666665,16
1675,518_2065_4,3.8333333333333335,23
1676,518_2065_5,2.8333333333333335,17
1677,518_2065_6,1.1666666666666667,7
1678,518_2068_0,2.4,12
1679,518_2068_1,2.6666666666666665,16
1680,518_2068_2,3.857142857142857,27
1681,518_2068_3,3.0,18
1682,518_2068_4,3.4,17
1683,518_2068_5,1.75,7
1684,518_2068_6,1.5,3
1685,518_2069_0,4.428571428571429,31
1686,518_2069_1,3.2857142857142856,23
1687,518_2069_2,3.5714285714285716,25
1688,518_2069_3,3.8333333333333335,23
1689,518_2069_4,4.5,27
1690,518_2069_5,1.5,6
1691,518_2069_6,2.5,15
1692,518_2176_1,1.0,3
1693,518_2176_2,1.0,1
1694,518_2176_3,1.2,6
1695,518_2176_4,1.0,4
1696,518_2189_0,2.0,2
1697,518_2209_1,1.3333333333333333,4
1698,518_2209_2,1.0,1
1699,518_2209_3,1.0,3
1700,518_2209_4,1.25,5
1701,518_2209_6,1.5,3
1702,518_2217_0,2.4,12
1703,518_2217_1,3.0,18
1704,518_2217_2,1.8571428571428572,13
1705,518_2217_3,4.166666666666667,25
1706,518_2217_4,2.5,15
1707,518_2217_5,2.0,14
1708,518_2217_6,2.5,10
1709,518_2218_0,1.0,1
1710,518_2218_1,1.0,2
1711,518_2218_2,1.0,3
1712,518_2218_5,1.0,1
1713,518_2218_6,1.0,2
1714,518_2221_0,1.0,1
1715,518_2221_1,2.0,2
1716,518_2221_3,1.5,3
1717,518_2221_5,1.0,1
1718,518_2223_0,1.0,4
1719,518_2223_1,1.0,3
1720,518_2223_2,1.75,7
1721,518_2223_3,1.75,7
1722,518_2223_4,1.8,9
1723,518_2223_5,2.0,2
1724,518_2223_6,1.3333333333333333,4
1725,518_2227_5,1.0,1
1726,518_2232_0,2.0,12
1727,518_2232_1,3.4,17
1728,518_2232_2,2.3333333333333335,14
1729,518_2232_3,2.4,12
1730,518_2232_4,4.833333333333333,29
1731,518_2232_5,1.75,7
1732,518_2232_6,1.3333333333333333,4
1733,518_2233_0,1.3333333333333333,4
1734,518_2233_1,1.3333333333333333,4
1735,518_2233_2,1.0,2
1736,518_2233_3,1.0,1
1737,518_2233_4,1.0,1
1738,518_2233_5,1.0,1
1739,518_2236_0,3.0,21
1740,518_2236_1,2.3333333333333335,14
1741,518_2236_2,2.5,15
1742,518_2236_3,2.6666666666666665,16
1743,518_2236_4,2.2857142857142856,16
1744,518_2236_5,2.3333333333333335,14
1745,518_2236_6,1.25,5
1746,518_2237_0,2.0,4
1747,518_2237_1,1.25,5
1748,518_2237_3,1.0,4
1749,518_2237_4,1.6,8
1750,518_2241_0,1.5,3
1751,518_2241_1,1.0,2
1752,518_2241_2,1.0,2
1753,518_2241_4,2.0,2
1754,518_2241_5,1.0,1
1755,518_2241_6,1.0,2
1756,518_2356_2,1.0,1
1757,518_2356_6,1.0,1
1758,518_3007_0,1.8,9
1759,518_3007_1,2.4,12
1760,518_3007_2,1.4,7
1761,518_3007_3,2.0,12
1762,518_3007_4,3.0,21
1763,518_3007_5,2.4,12
1764,518_3007_6,1.0,2
1765,518_4017_1,1.0,1
1766,518_4017_5,1.0,2
1767,518_4019_1,1.5,6
1768,518_4019_2,2.0,4
1769,518_4019_3,1.5,3
1770,518_4019_4,1.0,3
1771,518_4019_5,1.0,5
1772,518_4049_2,1.0,2
1773,518_4049_4,1.0,4
1774,518_4049_5,1.0,1
1775,518_4051_4,1.0,1
1776,518_4081_0,1.0,3
1777,518_4081_1,1.0,1
1778,518_4081_2,1.0,1
1779,518_4081_3,1.0,2
1780,518_4081_4,1.25,5
1781,518_4081_5,1.6666666666666667,5
1782,518_4081_6,1.0,2
1783,518_4083_0,1.0,1
1784,518_4083_1,1.0,1
1785,518_4083_3,1.0,1
1786,518_4164_0,2.5,15
1787,518_4164_1,2.0,12
1788,518_4164_2,2.5,10
1789,518_4164_3,1.8333333333333333,11
1790,518_4164_4,3.0,21
1791,518_4164_5,1.4,7
1792,518_4164_6,2.2,11
1793,518_4165_0,2.25,9
1794,518_4165_1,2.1666666666666665,13
1795,518_4165_2,1.75,7
1796,518_4165_3,3.4,17
1797,518_4165_4,1.5,9
1798,518_4165_5,2.5,5
1799,518_4165_6,1.6666666666666667,5
1800,518_4170_0,1.6,8
1801,518_4170_1,1.8333333333333333,11
1802,518_4170_2,1.8571428571428572,13
1803,518_4170_3,2.0,12
1804,518_4170_4,3.0,18
1805,518_4170_5,2.2857142857142856,16
1806,518_4170_6,1.25,5
1807,518_4171_0,5.166666666666667,31
1808,518_4171_1,4.285714285714286,30
1809,518_4171_2,4.0,28
1810,518_4171_3,4.0,28
1811,518_4171_4,6.571428571428571,46
1812,518_4171_5,3.0,21
1813,518_4171_6,3.5,21
1814,518_4174_0,2.0,8
1815,518_4174_1,1.3333333333333333,4
1816,518_4174_2,1.0,4
1817,518_4174_3,1.0,2
1818,518_4174_4,1.5,3
1819,518_4174_5,1.0,2
1820,518_4174_6,2.0,2
1821,518_4175_0,2.2857142857142856,16
1822,518_4175_1,3.857142857142857,27
1823,518_4175_2,4.0,28
1824,518_4175_3,3.6666666666666665,22
1825,518_4175_4,4.857142857142857,34
1826,518_4175_5,2.3333333333333335,14
1827,518_4175_6,2.2,11
1828,518_4217_0,1.3333333333333333,8
1829,518_4217_1,2.0,10
1830,518_4217_2,1.0,4
1831,518_4217_3,2.0,10
1832,518_4217_4,1.3333333333333333,4
1833,518_4217_5,1.0,4
1834,518_4217_6,1.0,2
1835,518_4218_3,1.0,1
1836,518_4220_0,2.4285714285714284,17
1837,518_4220_1,1.8,9
1838,518_4220_2,1.6,8
1839,518_4220_3,2.7142857142857144,19
1840,518_4220_4,4.166666666666667,25
1841,518_4220_5,1.0,4
1842,518_4220_6,2.5,5
1843,518_4226_6,1.0,1
1844,518_4239_0,3.8333333333333335,23
1845,518_4239_1,1.4285714285714286,10
1846,518_4239_2,3.0,21
1847,518_4239_3,3.0,21
1848,518_4239_4,5.0,30
1849,518_4239_5,2.75,11
1850,518_4239_6,2.0,6
1851,518_4269_1,1.0,1
1852,518_4269_3,1.0,1
1853,518_4269_5,1.5,3
1854,518_4271_0,1.0,1
1855,518_4271_1,1.0,1
1856,518_4271_3,2.0,2
1857,518_4271_6,1.3333333333333333,4
1858,518_4274_0,2.3333333333333335,14
1859,518_4274_1,2.4,12
1860,518_4274_2,1.4,7
1861,518_4274_3,2.5,15
1862,518_4274_4,2.5,10
1863,518_4274_5,1.0,2
1864,518_4274_6,1.0,1
1865,518_4284_0,1.0,1
1866,518_4284_2,1.0,1
1867,518_4284_4,2.0,4
1868,518_4284_5,1.0,1
1869,518_4301_1,1.3333333333333333,4
1870,518_4301_2,2.0,4
1871,518_4301_3,1.6666666666666667,5
1872,518_4301_4,1.75,7
1873,518_4301_5,1.0,1
1874,518_4301_6,1.0,2
1875,518_4302_0,1.0,3
1876,518_4302_2,1.5,3
1877,518_4302_3,1.0,1
1878,518_4302_4,1.0,1
1879,518_4303_0,1.5,6
1880,518_4303_1,1.7142857142857142,12
1881,518_4303_2,1.8,9
1882,518_4303_3,1.75,7
1883,518_4303_4,1.1428571428571428,8
1884,518_4303_5,1.3333333333333333,4
1885,518_4303_6,2.0,4
1886,518_4314_2,3.0,3
1887,518_4314_3,1.0,1
1888,518_4314_4,1.5,3
1889,518_4315_3,1.0,1
1890,518_4316_0,1.0,3
1891,518_4316_1,1.0,4
1892,518_4316_2,1.0,3
1893,518_4316_3,1.25,5
1894,518_4316_4,1.0,1
1895,518_4316_5,1.0,2
1896,518_4316_6,1.0,1
1897,518_4334_0,4.0,28
1898,518_4334_1,5.5,22
1899,518_4334_2,2.857142857142857,20
1900,518_4334_3,4.166666666666667,25
1901,518_4334_4,4.857142857142857,34
1902,518_4334_5,1.0,4
1903,518_4334_6,1.6666666666666667,5
1904,518_4342_0,2.8333333333333335,17
1905,518_4342_1,2.0,4
1906,518_4342_2,1.75,7
1907,518_4342_3,2.25,9
1908,518_4342_4,2.6666666666666665,16
1909,518_4342_5,1.0,2
1910,518_4342_6,1.5,3
1911,518_4343_0,5.4,27
1912,518_4343_1,4.666666666666667,28
1913,518_4343_2,5.4,27
1914,518_4343_3,4.4,22
1915,518_4343_4,3.5714285714285716,25
1916,518_4343_5,3.0,6
1917,518_4343_6,1.75,7
1918,518_4346_0,3.142857142857143,22
1919,518_4346_1,3.2857142857142856,23
1920,518_4346_2,5.142857142857143,36
1921,518_4346_3,4.5,27
1922,518_4346_4,3.4285714285714284,24
1923,518_4346_5,3.5,14
1924,518_4346_6,2.0,10
1925,518_4347_0,1.8,9
1926,518_4347_1,2.8333333333333335,17
1927,518_4347_2,2.3333333333333335,14
1928,518_4347_3,3.142857142857143,22
1929,518_4347_4,3.7142857142857144,26
1930,518_4347_5,2.6,13
1931,518_4347_6,2.0,4
1932,518_4416_0,1.5,6
1933,518_4416_1,1.5,6
1934,518_4416_2,1.5,3
1935,518_4416_3,3.0,6
1936,518_4416_4,1.6666666666666667,5
1937,518_4416_5,1.0,2
1938,518_4416_6,1.0,3
1939,518_4417_0,3.0,15
1940,518_4417_1,3.0,15
1941,518_4417_2,1.75,7
1942,518_4417_3,3.6666666666666665,22
1943,518_4417_4,2.4285714285714284,17
1944,518_4417_5,2.0,8
1945,518_4417_6,1.8333333333333333,11
1946,518_4493_0,1.0,2
1947,518_4493_1,2.0,4
1948,518_4493_2,1.3333333333333333,4
1949,518_4493_3,1.25,5
1950,518_4493_4,1.8,9
1951,518_4493_5,1.0,2
1952,518_4500_0,1.0,3
1953,518_4500_1,1.3333333333333333,4
1954,518_4500_2,1.0,3
1955,518_4500_3,2.0,2
1956,518_4500_4,1.3333333333333333,4
1957,518_4500_5,1.0,3
1958,518_4501_0,1.0,3
1959,518_4501_1,1.0,2
1960,518_4501_2,1.0,1
1961,518_4501_3,1.0,1
1962,518_4501_4,2.0,6
1963,518_4501_5,1.5,3
1964,518_4507_0,1.0,1
1965,518_4507_1,2.5,5
1966,518_4507_2,1.0,3
1967,518_4507_3,1.6666666666666667,5
1968,518_4507_4,1.75,7
1969,518_4507_5,1.6666666666666667,5
1970,518_4507_6,1.0,1
1971,518_4508_3,1.0,1
1972,518_4508_4,1.0,1
1973,518_4508_5,1.0,1
1974,518_4512_0,6.285714285714286,44
1975,518_4512_1,5.833333333333333,35
1976,518_4512_2,2.142857142857143,15
1977,518_4512_3,4.0,28
1978,518_4512_4,4.5,27
1979,518_4512_5,1.0,1
1980,518_4512_6,1.75,7
1981,518_4513_0,1.0,2
1982,518_4513_1,1.5,3
1983,518_4513_2,1.5,6
1984,518_4513_3,1.3333333333333333,4
1985,518_4513_6,1.0,1
1986,518_4521_0,1.4,7
1987,518_4521_1,1.75,7
1988,518_4521_2,1.5714285714285714,11
1989,518_4521_3,1.2857142857142858,9
1990,518_4521_4,1.4,7
1991,518_4529_0,1.75,7
1992,518_4529_1,1.3333333333333333,8
1993,518_4529_2,2.0,8
1994,518_4529_3,2.0,10
1995,518_4529_4,1.6,8
1996,518_4529_5,1.0,2
1997,518_4529_6,1.0,1
1998,518_4532_0,3.0,15
1999,518_4532_1,1.0,2
2000,518_4532_2,1.0,2
2001,518_4532_3,1.0,1
2002,518_4532_4,1.0,2
2003,518_4533_0,2.2,11
2004,518_4533_1,1.8,9
2005,518_4533_2,2.6666666666666665,8
2006,518_4533_3,1.3333333333333333,4
2007,518_4533_4,2.4,12
2008,518_4533_5,1.0,1
2009,518_4544_0,1.75,7
2010,518_4544_1,1.4,7
2011,518_4544_2,1.5,6
2012,518_4544_3,1.25,5
2013,518_4544_4,1.75,7
2014,518_4544_5,1.3333333333333333,4
2015,518_4544_6,1.5,3
2016,518_4545_0,2.2,11
2017,518_4545_1,1.1428571428571428,8
2018,518_4545_2,2.8333333333333335,17
2019,518_4545_3,1.8571428571428572,13
2020,518_4545_4,3.0,18
2021,518_4545_5,1.8333333333333333,11
2022,518_4545_6,2.3333333333333335,7
2023,518_4553_0,3.0,18
2024,518_4553_1,5.714285714285714,40
2025,518_4553_2,2.8333333333333335,17
2026,518_4553_3,3.2857142857142856,23
2027,518_4553_4,3.7142857142857144,26
2028,518_4553_5,2.6666666666666665,16
2029,518_4553_6,3.75,15
2030,518_4554_0,3.5714285714285716,25
2031,518_4554_1,5.571428571428571,39
2032,518_4554_2,4.714285714285714,33
2033,518_4554_3,4.142857142857143,29
2034,518_4554_4,4.285714285714286,30
2035,518_4554_5,1.2,6
2036,518_4554_6,2.4,12
2037,518_4556_0,2.25,9
2038,518_4556_1,2.1666666666666665,13
2039,518_4556_2,1.8,9
2040,518_4556_3,2.0,6
2041,518_4556_4,1.5,6
2042,518_4556_5,2.0,2
2043,518_4556_6,1.5,6
2044,518_4557_0,1.3333333333333333,4
2045,518_4557_1,1.0,1
2046,518_4557_2,1.6666666666666667,5
2047,518_4557_4,1.0,1
2048,518_4557_5,1.25,5
2049,518_4596_1,1.0,2
2050,518_4596_2,4.0,4
2051,518_4596_3,2.0,2
2052,518_4596_4,1.6666666666666667,5
2053,518_4596_5,1.0,1
2054,518_4596_6,1.5,3
2055,518_4603_0,1.0,3
2056,518_4603_1,1.2,6
2057,518_4603_2,1.0,1
2058,518_4603_3,2.0,2
2059,518_4603_4,1.0,4
2060,518_4603_6,1.0,1
2061,518_4605_0,1.0,1
2062,518_4605_6,2.0,2
2063,금남55_1005_0,2.4,12
2064,금남55_1005_1,3.5714285714285716,25
2065,금남55_1005_2,3.2857142857142856,23
2066,금남55_1005_3,3.142857142857143,22
2067,금남55_1005_4,5.571428571428571,39
2068,금남55_1005_5,2.7142857142857144,19
2069,금남55_1005_6,2.2,11
2070,금남55_1006_0,3.0,15
2071,금남55_1006_1,2.0,10
2072,금남55_1006_2,2.75,11
2073,금남55_1006_3,2.25,9
2074,금남55_1006_4,2.8333333333333335,17
2075,금남55_1006_5,1.8,9
2076,금남55_1006_6,2.5,10
2077,금남55_1011_0,1.8333333333333333,11
2078,금남55_1011_1,1.6666666666666667,10
2079,금남55_1011_2,2.7142857142857144,19
2080,금남55_1011_3,1.6666666666666667,10
2081,금남55_1011_4,4.0,24
2082,금남55_1011_5,2.3333333333333335,7
2083,금남55_1011_6,1.0,3
2084,금남55_1012_0,1.5,6
2085,금남55_1012_1,1.5,9
2086,금남55_1012_2,2.0,10
2087,금남55_1012_3,3.0,9
2088,금남55_1012_4,1.75,7
2089,금남55_1012_5,1.0,1
2090,금남55_1012_6,1.0,1
2091,금남55_1013_0,4.285714285714286,30
2092,금남55_1013_1,3.142857142857143,22
2093,금남55_1013_2,4.857142857142857,34
2094,금남55_1013_3,3.2857142857142856,23
2095,금남55_1013_4,5.0,30
2096,금남55_1013_5,1.0,2
2097,금남55_1013_6,1.3333333333333333,4
2098,금남55_1017_0,10.714285714285714,75
2099,금남55_1017_1,12.285714285714286,86
2100,금남55_1017_2,11.285714285714286,79
2101,금남55_1017_3,10.714285714285714,75
2102,금남55_1017_4,17.142857142857142,120
2103,금남55_1017_5,6.571428571428571,46
2104,금남55_1017_6,3.8333333333333335,23
2105,금남55_1018_0,11.0,77
2106,금남55_1018_1,14.0,98
2107,금남55_1018_2,12.428571428571429,87
2108,금남55_1018_3,8.571428571428571,60
2109,금남55_1018_4,12.857142857142858,90
2110,금남55_1018_5,4.4,22
2111,금남55_1018_6,3.5,21
2112,금남55_1019_0,2.4,12
2113,금남55_1019_1,3.5,21
2114,금남55_1019_2,2.8333333333333335,17
2115,금남55_1019_3,2.8,14
2116,금남55_1019_4,6.142857142857143,43
2117,금남55_1019_5,2.142857142857143,15
2118,금남55_1019_6,1.4,7
2119,금남55_1022_0,2.0,14
2120,금남55_1022_1,2.857142857142857,20
2121,금남55_1022_2,2.1666666666666665,13
2122,금남55_1022_3,1.5,9
2123,금남55_1022_4,3.1666666666666665,19
2124,금남55_1022_5,3.0,9
2125,금남55_1022_6,1.6666666666666667,5
2126,금남55_1023_0,1.5,6
2127,금남55_1023_1,1.4,7
2128,금남55_1023_2,1.0,2
2129,금남55_1023_3,2.25,9
2130,금남55_1023_4,3.6,18
2131,금남55_1023_5,1.5,3
2132,금남55_1023_6,1.0,2
2133,금남55_1042_0,5.571428571428571,39
2134,금남55_1042_1,8.142857142857142,57
2135,금남55_1042_2,6.142857142857143,43
2136,금남55_1042_3,9.285714285714286,65
2137,금남55_1042_4,5.571428571428571,39
2138,금남55_1042_5,5.0,35
2139,금남55_1042_6,2.6,13
2140,금남55_1049_0,1.0,1
2141,금남55_1049_2,1.0,1
2142,금남55_1049_4,1.5,3
2143,금남55_1050_0,3.4285714285714284,24
2144,금남55_1050_1,3.4285714285714284,24
2145,금남55_1050_2,4.571428571428571,32
2146,금남55_1050_3,5.857142857142857,41
2147,금남55_1050_4,4.571428571428571,32
2148,금남55_1050_5,1.0,3
2149,금남55_1050_6,2.0,4
2150,금남55_1056_0,4.285714285714286,30
2151,금남55_1056_1,5.571428571428571,39
2152,금남55_1056_2,3.142857142857143,22
2153,금남55_1056_3,4.0,28
2154,금남55_1056_4,7.142857142857143,50
2155,금남55_1056_5,1.6666666666666667,5
2156,금남55_1056_6,1.5,6
2157,금남55_1057_0,3.2857142857142856,23
2158,금남55_1057_1,2.8333333333333335,17
2159,금남55_1057_2,3.5714285714285716,25
2160,금남55_1057_3,3.142857142857143,22
2161,금남55_1057_4,4.428571428571429,31
2162,금남55_1057_5,2.0,10
2163,금남55_1057_6,1.25,5
2164,금남55_1122_0,9.285714285714286,65
2165,금남55_1122_1,10.714285714285714,75
2166,금남55_1122_2,11.857142857142858,83
2167,금남55_1122_3,7.142857142857143,50
2168,금남55_1122_4,12.857142857142858,90
2169,금남55_1122_5,9.428571428571429,66
2170,금남55_1122_6,6.833333333333333,41
2171,금남55_1123_0,4.285714285714286,30
2172,금남55_1123_1,4.571428571428571,32
2173,금남55_1123_2,3.857142857142857,27
2174,금남55_1123_3,3.142857142857143,22
2175,금남55_1123_4,6.571428571428571,46
2176,금남55_1123_5,3.2857142857142856,23
2177,금남55_1123_6,2.8,14
2178,금남55_1125_0,1.0,1
2179,금남55_1125_2,1.0,1
2180,금남55_1125_3,1.5,3
2181,금남55_1125_4,1.0,2
2182,금남55_1125_5,1.0,1
2183,금남55_1125_6,1.5,3
2184,금남55_1130_0,3.8,19
2185,금남55_1130_1,3.857142857142857,27
2186,금남55_1130_2,4.571428571428571,32
2187,금남55_1130_3,5.285714285714286,37
2188,금남55_1130_4,8.0,56
2189,금남55_1130_5,3.5714285714285716,25
2190,금남55_1130_6,4.333333333333333,26
2191,금남55_1135_0,12.285714285714286,86
2192,금남55_1135_1,12.428571428571429,87
2193,금남55_1135_2,11.142857142857142,78
2194,금남55_1135_3,9.285714285714286,65
2195,금남55_1135_4,18.428571428571427,129
2196,금남55_1135_5,9.285714285714286,65
2197,금남55_1135_6,10.0,60
2198,금남55_1136_0,11.428571428571429,80
2199,금남55_1136_1,10.428571428571429,73
2200,금남55_1136_2,9.428571428571429,66
2201,금남55_1136_3,9.0,63
2202,금남55_1136_4,12.857142857142858,90
2203,금남55_1136_5,6.714285714285714,47
2204,금남55_1136_6,6.166666666666667,37
2205,금남55_1140_0,1.0,1
2206,금남55_1140_1,1.6666666666666667,10
2207,금남55_1140_2,1.0,1
2208,금남55_1140_4,1.0,2
2209,금남55_1140_5,2.0,4
2210,금남55_1145_0,1.0,2
2211,금남55_1145_1,1.3333333333333333,4
2212,금남55_1145_2,2.6666666666666665,8
2213,금남55_1145_3,2.0,6
2214,금남55_1145_4,1.5,6
2215,금남55_1145_5,2.0,4
2216,금남55_1145_6,2.0,2
2217,금남55_1170_0,2.0,2
2218,금남55_1170_1,1.0,2
2219,금남55_1170_2,1.5,3
2220,금남55_1170_3,1.5,3
2221,금남55_1170_4,1.6666666666666667,5
2222,금남55_1170_6,2.0,2
2223,금남55_1171_0,1.3333333333333333,4
2224,금남55_1171_1,1.0,2
2225,금남55_1171_2,1.5,3
2226,금남55_1171_3,1.5,3
2227,금남55_1171_4,1.0,2
2228,금남55_1171_5,1.0,1
2229,금남55_1171_6,1.0,1
2230,금남55_3007_0,1.5,6
2231,금남55_3007_1,1.0,3
2232,금남55_3007_2,1.6,8
2233,금남55_3007_3,2.0,10
2234,금남55_3007_4,2.1666666666666665,13
2235,금남55_3007_5,1.0,4
2236,금남55_3007_6,2.5,10
2237,금남55_3091_0,1.8333333333333333,11
2238,금남55_3091_1,1.8,9
2239,금남55_3091_2,3.75,15
2240,금남55_3091_3,2.5,5
2241,금남55_3091_4,3.0,18
2242,금남55_3091_5,1.0,5
2243,금남55_3091_6,1.0,2
2244,금남55_3093_0,2.5,15
2245,금남55_3093_1,2.5,15
2246,금남55_3093_2,2.2857142857142856,16
2247,금남55_3093_3,3.6,18
2248,금남55_3093_4,3.7142857142857144,26
2249,금남55_3093_5,1.0,1
2250,금남55_3093_6,2.0,10
2251,금남55_3096_0,1.0,2
2252,금남55_3096_1,1.0,1
2253,금남55_3096_2,1.3333333333333333,4
2254,금남55_3096_4,1.7142857142857142,12
2255,금남55_3096_5,1.0,2
2256,금남55_3096_6,1.0,1
2257,금남55_3097_0,1.0,4
2258,금남55_3097_1,2.2,11
2259,금남55_3097_2,1.4,7
2260,금남55_3097_3,1.8571428571428572,13
2261,금남55_3097_4,2.2,11
2262,금남55_3097_5,2.0,6
2263,금남55_3097_6,1.3333333333333333,4
2264,금남55_3098_0,3.8333333333333335,23
2265,금남55_3098_1,3.7142857142857144,26
2266,금남55_3098_2,1.8571428571428572,13
2267,금남55_3098_3,3.4285714285714284,24
2268,금남55_3098_4,4.285714285714286,30
2269,금남55_3098_5,2.8,14
2270,금남55_3098_6,2.0,10
2271,금남55_3099_0,3.142857142857143,22
2272,금남55_3099_1,5.333333333333333,32
2273,금남55_3099_2,2.6,13
2274,금남55_3099_3,2.8333333333333335,17
2275,금남55_3099_4,7.333333333333333,44
2276,금남55_3099_5,1.0,3
2277,금남55_3099_6,2.0,4
2278,금남55_3100_0,1.8333333333333333,11
2279,금남55_3100_1,2.6666666666666665,16
2280,금남55_3100_2,1.6,8
2281,금남55_3100_3,2.4285714285714284,17
2282,금남55_3100_4,1.8333333333333333,11
2283,금남55_3100_5,1.4,7
2284,금남55_3100_6,2.0,4
2285,금남55_3101_0,3.2,16
2286,금남55_3101_1,1.8333333333333333,11
2287,금남55_3101_2,1.5,3
2288,금남55_3101_3,1.6666666666666667,5
2289,금남55_3101_4,1.0,1
2290,금남55_3101_5,1.0,1
2291,금남55_3120_0,1.6666666666666667,10
2292,금남55_3120_1,1.8333333333333333,11
2293,금남55_3120_2,2.142857142857143,15
2294,금남55_3120_3,2.5,15
2295,금남55_3120_4,3.0,18
2296,금남55_3120_5,3.0,12
2297,금남55_3120_6,1.8,9
2298,금남55_3121_0,5.285714285714286,37
2299,금남55_3121_1,4.666666666666667,28
2300,금남55_3121_2,2.857142857142857,20
2301,금남55_3121_3,5.5,33
2302,금남55_3121_4,6.0,42
2303,금남55_3121_5,2.3333333333333335,14
2304,금남55_3121_6,1.0,3
2305,금남55_3122_0,2.3333333333333335,14
2306,금남55_3122_1,2.8,14
2307,금남55_3122_2,4.428571428571429,31
2308,금남55_3122_3,3.142857142857143,22
2309,금남55_3122_4,5.333333333333333,32
2310,금남55_3122_5,1.5714285714285714,11
2311,금남55_3122_6,2.0,6
2312,금남55_3139_0,1.8571428571428572,13
2313,금남55_3139_1,1.4,7
2314,금남55_3139_2,1.8,9
2315,금남55_3139_3,1.5,9
2316,금남55_3139_4,2.2,11
2317,금남55_3139_5,1.3333333333333333,4
2318,금남55_3139_6,1.75,7
2319,금남55_3172_0,7.428571428571429,52
2320,금남55_3172_1,9.714285714285714,68
2321,금남55_3172_2,9.142857142857142,64
2322,금남55_3172_3,8.428571428571429,59
2323,금남55_3172_4,10.142857142857142,71
2324,금남55_3172_5,5.2,26
2325,금남55_3172_6,3.1666666666666665,19
2326,금남55_3173_0,2.8333333333333335,17
2327,금남55_3173_1,4.0,28
2328,금남55_3173_2,3.8333333333333335,23
2329,금남55_3173_3,4.0,28
2330,금남55_3173_4,7.285714285714286,51
2331,금남55_3173_5,2.2857142857142856,16
2332,금남55_3173_6,2.2,11
2333,금남55_3174_0,1.8333333333333333,11
2334,금남55_3174_1,2.0,14
2335,금남55_3174_2,2.1666666666666665,13
2336,금남55_3174_3,1.4,7
2337,금남55_3174_4,2.6,13
2338,금남55_3175_0,1.5,9
2339,금남55_3175_1,1.8333333333333333,11
2340,금남55_3175_2,3.0,15
2341,금남55_3175_3,3.4285714285714284,24
2342,금남55_3175_4,2.7142857142857144,19
2343,금남55_3175_5,2.25,9
2344,금남55_3175_6,1.5,3
2345,금남55_3176_0,2.2,11
2346,금남55_3176_1,2.6,13
2347,금남55_3176_2,3.0,21
2348,금남55_3176_3,2.5714285714285716,18
2349,금남55_3176_4,4.8,24
2350,금남55_3176_5,1.75,7
2351,금남55_3176_6,1.5,3
2352,금남55_3206_0,2.3333333333333335,14
2353,금남55_3206_1,2.3333333333333335,14
2354,금남55_3206_2,3.1666666666666665,19
2355,금남55_3206_3,3.142857142857143,22
2356,금남55_3206_4,4.333333333333333,26
2357,금남55_3206_5,2.6,13
2358,금남55_3206_6,1.6,8
2359,금남55_3214_0,3.7142857142857144,26
2360,금남55_3214_1,4.285714285714286,30
2361,금남55_3214_2,4.571428571428571,32
2362,금남55_3214_3,3.7142857142857144,26
2363,금남55_3214_4,5.428571428571429,38
2364,금남55_3214_5,3.4285714285714284,24
2365,금남55_3214_6,2.6666666666666665,16
2366,금남55_3217_0,2.0,12
2367,금남55_3217_1,1.2,6
2368,금남55_3217_2,1.6,8
2369,금남55_3217_3,2.0,8
