,id,id_congestion
0,2002,1.0
1,1130,0.703295641248671
2,1123,0.6073257949164008
3,2001,0.5471634290132404
4,1018,0.5144486324538513
5,1134,0.49942012177442735
6,1136,0.4849231661351116
7,4475,0.4836667633130376
8,1122,0.4832318546438581
9,5745,0.43104281434232145
10,1017,0.42611384942495406
11,4406,0.40383686092587223
12,1112,0.38421764762733157
13,2003,0.3651299893688992
14,3236,0.34507586740117907
15,5445,0.3347830288972649
16,5159,0.3288876002706098
17,2232,0.32110756741084373
18,3243,0.319512902290519
19,1148,0.3187397313230888
20,3209,0.31733835894462165
21,4171,0.3118295158016816
22,1142,0.2966077123804001
23,1147,0.2917270706484971
24,2008,0.2838503914178023
25,4455,0.2612351406204697
26,2276,0.2591089204600367
27,4334,0.2565961148158887
28,4150,0.2536967236880255
29,5265,0.25316516864791727
30,4407,0.25248864405141586
31,1127,0.236348700106311
32,1047,0.2339808640185561
33,2239,0.23098482651976418
34,4435,0.22890692954479558
35,4198,0.22774717309365033
36,1041,0.22595921523146806
37,4411,0.22518604426403788
38,2032,0.22470281240939402
39,5273,0.21880738378273895
40,4554,0.21846912148448824
41,2214,0.2159079926548758
42,2089,0.21073741181018651
43,2238,0.20735478882767952
44,4488,0.2067749106021069
45,5446,0.2013143906446313
46,1141,0.1999130182661641
47,5711,0.1986082922586257
48,2167,0.1971585966946941
49,2237,0.19566057794529815
50,1111,0.19285783318836378
51,4432,0.19271286363197063
52,2243,0.1890886247221417
53,2004,0.18681743500531556
54,4441,0.18536773944138396
55,3241,0.18531941625591958
56,5305,0.18270996424084276
57,3235,0.18072871363680293
58,4368,0.17855417029090556
59,1045,0.17734609065429593
60,1008,0.17734609065429593
61,4553,0.17734609065429593
62,4197,0.17676621242872328
63,5111,0.17492993138107663
64,4481,0.17454334589736156
65,3162,0.17381849811539576
66,4434,0.17377017492993138
67,1113,0.17309365033342997
68,5316,0.1720305402532135
69,5306,0.17082246061660383
70,5742,0.17072581424567507
71,2217,0.1696627041654586
72,4175,0.1671498985213105
73,4467,0.16478206243355561
74,1151,0.164202184207983
75,5313,0.16391224509519667
76,1004,0.1624625495312651
77,3207,0.1624625495312651
78,4254,0.16241422634580072
79,4380,0.16236590316033633
80,5314,0.16193099449115686
81,4512,0.16139943945104862
82,1163,0.1587416642505074
83,2274,0.15550401082439355
84,1129,0.15448922392964143
85,2213,0.15381269933314004
86,3208,0.15352276022035372
87,5274,0.1515415096163139
88,5303,0.15004349086691796
89,1114,0.14907702715763022
90,4128,0.1484488257465932
91,5315,0.1478689475210206
92,4348,0.14390644631294094
93,5428,0.14284333623272447
94,4164,0.1427466898617957
95,3136,0.14255339711993814
96,4030,0.1416352565961148
97,1146,0.1410070551850778
98,4449,0.1406687928868271
99,4417,0.140282207403112
100,5310,0.13960568280661062
101,4149,0.13912245095196676
102,4663,0.13825263361360782
103,5194,0.13477336426017203
104,2031,0.13462839470377888
105,1118,0.13264714409973904
106,5166,0.13226055861602395
107,2275,0.1321639122450952
108,2168,0.13139074127766504
109,2263,0.12892625881898134
110,3091,0.12786314873876486
111,4409,0.12699333140040592
112,5271,0.12597854450565382
113,3155,0.12593022132018944
114,4534,0.12544698946554556
115,3228,0.124625495312651
116,2254,0.12448052575625786
117,5309,0.12346573886150575
118,4237,0.12274089107953996
119,5454,0.12254759833768242
120,3125,0.12230598241036049
121,1116,0.12201604329757418
122,1044,0.12071131729003576
123,4165,0.11935826809703295
124,4377,0.11853677394413839
125,5701,0.11694210882381366
126,5217,0.11665216971102735
127,4343,0.11621726104184787
128,6451,0.11616893785638349
129,5767,0.11592732192906156
130,4152,0.11568570600173964
131,4461,0.11563738281627525
132,2261,0.115105827776167
133,5195,0.11389774813955736
134,2050,0.11268966850294772
135,2009,0.11259302213201894
136,3242,0.11230308301923263
137,4238,0.11172320479365999
138,4170,0.11128829612448052
139,5186,0.11085338745530106
140,1003,0.1107084178989079
141,5149,0.11066009471344351
142,4188,0.11027350922972842
143,5014,0.11008021648787088
144,4427,0.10974195418962018
145,1149,0.10901710640765438
146,2305,0.10819561225475983
147,4349,0.10780902677104474
148,4402,0.1076640572146516
149,4448,0.10703585580361458
150,5288,0.10674591669082825
151,3093,0.10635933120711318
152,5703,0.10635933120711318
153,4079,0.1062626848361844
154,4346,0.10616603846525563
155,2067,0.10597274572339808
156,1007,0.10548951386875423
157,1119,0.10529622112689668
158,1042,0.10529622112689668
159,2306,0.10515125157050352
160,4333,0.10510292838503914
161,2230,0.10432975741760897
162,3080,0.10403981830482266
163,4539,0.10399149511935826
164,5322,0.10379820237750073
165,4457,0.10365323282110757
166,5424,0.10341161689378564
167,4566,0.10230018362810477
168,3078,0.10201024451531845
169,2244,0.10191359814438967
170,5112,0.10128539673335266
171,1026,0.10104378080603073
172,1126,0.10070551850778003
