idx,r,i,w,r_con,i_con,w_con,time
422,?�암72,2278,1,0.349431818,0.037601188,0.879701029,18_20
423,봉선27,5177,0,0.682834022,0.007041242,0.725597141,18_20
424,?�환01(?�천?�?��?),2076,3,0.277737603,0.040091967,0.93505806,18_20
425,금호36,1122,0,0.497847796,0.484408679,0.725597141,18_20
426,매월16,2241,0,0.325086088,0.044450831,0.725597141,18_20
427,?�운14,2065,5,0.168629477,0.06504766,0.368942386,18_20
428,지??5,3105,6,0.25952135,0.070460315,0,18_20
429,지??5,4580,2,0.223880854,0.032954926,0.849720324,18_20
430,첨단20,5526,0,0.40762741,0.003496671,0.725597141,18_20
431,?�암47,2066,0,0.279321625,0.034870911,0.725597141,18_20
432,진월77,3229,2,0.05886708,0.08550079,0.849720324,18_20
433,첨단30,2168,6,0.461105372,0.131101212,0,18_20
434,518,2232,4,0.123433196,0.301384299,1,18_20
435,?�림35,4188,3,0.179493802,0.109546391,0.93505806,18_20
436,봉선27,3280,4,0.682834022,0.085117594,1,18_20
437,첨단09,5186,0,0.765495868,0.107630407,0.725597141,18_20
438,마을720,5258,4,0.412913223,0.025865785,1,18_20
439,?�곡10,5721,0,0.32899449,0.019686737,0.725597141,18_20
440,지??52(?�주??,1156,1,0.046298209,0.072903195,0.879701029,18_20
441,첨단23,4238,0,0.289135675,0.107343009,0.725597141,18_20
442,?�암74,3138,3,0.254855372,0.06749054,0.93505806,18_20
443,진월78,3235,6,0.012155647,0.181539493,0,18_20
444,?�전86,4093,3,0.037241736,0.000335297,0.93505806,18_20
445,진월177,6369,1,0.021831956,0.003927767,0.879701029,18_20
446,진월17,3160,5,0.52928719,0.02524309,0.368942386,18_20
447,금호36,2090,4,0.497847796,0.011543804,1,18_20
448,첨단09,5185,3,0.765495868,0.063706471,0.93505806,18_20
449,첨단30,4078,1,0.461105372,0.057048426,0.879701029,18_20
450,매월61(칠석),2167,2,0.082386364,0.187862241,0.849720324,18_20
451,?�림54,1007,4,0.681146694,0.091057144,1,18_20
452,지??5,1108,5,0.223880854,0.048809695,0.368942386,18_20
453,첨단20,4007,2,0.40762741,0.007041242,0.849720324,18_20
454,?�완12,5711,1,0.433729339,0.183982373,0.879701029,18_20
455,?�곡28,4469,4,0.648674242,0.012932893,1,18_20
456,?�정98,4444,4,0.591649449,0.012310198,1,18_20
457,첨단40,5314,4,0.104838154,0.1566796,1,18_20
458,?�운101,5700,4,0.124362948,0.040283566,1,18_20
459,첨단95,4521,4,0.382076446,0.036882694,1,18_20
460,첨단40,5114,5,0.104838154,0.001101691,0.368942386,18_20
461,금호36,4183,6,0.497847796,0.027494372,0,18_20
462,첨단20,4060,2,0.40762741,0.015088375,0.849720324,18_20
463,?�암47,4171,4,0.279321625,0.299851511,1,18_20
464,마을700,5410,0,0.405699036,0.035876802,0.725597141,18_20
465,228(?�순?��?병원),4334,3,0.153805096,0.258418355,0.93505806,18_20
466,금호46,5768,3,0.430182507,0.082531015,0.93505806,18_20
467,진월77,2092,1,0.05886708,0.036451597,0.879701029,18_20
468,금호46,5313,2,0.430182507,0.156296403,0.849720324,18_20
469,?�암73,2244,4,0.286243113,0.097810988,1,18_20
470,첨단22,2069,1,0.208006198,0.05781482,0.879701029,18_20
471,금호46,5449,1,0.430182507,0.052066868,0.879701029,18_20
472,지??5,2193,3,0.25952135,0.001772285,0.93505806,18_20
473,?�암31,3105,1,0.113309229,0.070460315,0.879701029,18_20
474,진월79,3202,5,0.074449036,0.00359247,0.368942386,18_20
475,첨단20,2310,0,0.40762741,0.068304833,0.725597141,18_20
476,지??5,2262,5,0.520867769,0.041433156,0.368942386,18_20
477,문흥18,5316,6,0.811828512,0.172390669,0,18_20
478,지??5,2011,4,0.520867769,0.096948795,1,18_20
479,첨단20,2131,2,0.40762741,0.029793553,0.849720324,18_20
480,봉선37,3125,1,0.724776171,0.122958279,0.879701029,18_20
481,마을720,5186,1,0.412913223,0.107630407,0.879701029,18_20
482,지??5,2266,6,0.520867769,0.036978493,0,18_20
483,진월17,3209,1,0.52928719,0.300905302,0.879701029,18_20
484,마을715(?��?,1692,2,0.087758264,0.001484888,0.849720324,18_20
485,봉선76,1098,3,0.026033058,0.017291756,0.93505806,18_20
486,?��?70,6038,4,0.027152204,0.006514346,1,18_20
487,?�정98,3218,5,0.591649449,0.035349907,0.368942386,18_20
488,진월17,1017,0,0.52928719,0.407434018,0.725597141,18_20
489,문흥18,5306,6,0.811828512,0.161038463,0,18_20
490,?��?9,2087,6,0.01344697,0.08066293,0,18_20
491,?�림35,4563,1,0.179493802,0.035445706,0.879701029,18_20
492,마을777,4375,2,0.175206612,0.017148058,0.849720324,18_20
493,금남58,4355,2,0.153013085,0.016190066,0.849720324,18_20
494,?�림51,5435,1,0.457489669,0.012358097,0.879701029,18_20
495,?�전184,4370,1,0.028357438,0.015519471,0.879701029,18_20
496,금남57,4400,3,0.330182507,0.065143459,0.93505806,18_20
497,?�정33,4644,1,0.267561983,0.002634478,0.879701029,18_20
498,첨단30,4376,3,0.461105372,0.067586339,0.93505806,18_20
499,첨단40,5110,0,0.104838154,0.015232074,0.725597141,18_20
500,518,2218,1,0.123433196,0.000383197,0.879701029,18_20
501,진월17,2243,4,0.52928719,0.1686545,1,18_20
502,지??6,2052,1,0.083694904,0.027494372,0.879701029,18_20
503,좌석02,1122,1,0.383591598,0.484408679,0.879701029,18_20
504,?�곡28,4163,4,0.648674242,0.046845811,1,18_20
505,진곡196,6020,4,0.177530992,0.004550462,1,18_20
506,문흥39,4170,1,0.345730028,0.106432917,0.879701029,18_20
507,봉선27,3125,4,0.682834022,0.122958279,1,18_20
508,?�곡38,2176,6,0.359245868,0.015567371,0,18_20
509,?�정19,4553,2,0.297141873,0.172869665,0.849720324,18_20
510,지??5,4425,5,0.223880854,0.165205729,0.368942386,18_20
511,마을700,5902,1,0.405699036,0.030224649,0.879701029,18_20
512,마을788,4252,0,0.145006887,0.073717488,0.725597141,18_20
513,첨단20,5267,1,0.40762741,0.031565838,0.879701029,18_20
514,진월177,3212,5,0.021831956,0.067011544,0.368942386,18_20
515,첨단30,4080,0,0.461105372,0.031805336,0.725597141,18_20
516,금호46,2076,2,0.430182507,0.040091967,0.849720324,18_20
517,?�곡38,5203,0,0.359245868,0.02653638,0.725597141,18_20
518,?�정19,4510,1,0.297141873,0.038798678,0.879701029,18_20
519,?�곡10,5184,0,0.32899449,0.042343249,0.725597141,18_20
520,1187,1014,5,0.071522039,0.022369114,0.368942386,18_20
521,?�정98,5288,4,0.591649449,0.103702639,1,18_20
522,지??6,3078,1,0.083694904,0.097140394,0.879701029,18_20
523,?�곡38,4369,3,0.359245868,0.051348374,0.93505806,18_20
524,?�림50,2237,3,0.23350551,0.183838674,0.93505806,18_20
525,1187,4515,5,0.071522039,0.008047133,0.368942386,18_20
526,?�곡87,1007,2,0.03953168,0.091057144,0.849720324,18_20
527,금호46,5745,6,0.430182507,0.433060306,0,18_20
528,228(?�순?��?병원),1075,0,0.153805096,0.000670594,0.725597141,18_20
529,?�운14,5868,2,0.168629477,0.034248216,0.849720324,18_20
530,봉선27,5438,3,0.682834022,0.008526129,0.93505806,18_20
531,지??5,4480,0,0.223880854,0.025147291,0.725597141,18_20
532,?�환01(?�청??,1047,1,0.296814738,0.229918092,0.879701029,18_20
533,매월26,4435,6,0.531215565,0.216506203,0,18_20
534,?�곡87,4280,3,0.03953168,0.00608325,0.93505806,18_20
535,매월26,2023,5,0.531215565,0.084830196,0.368942386,18_20
536,진월17,3208,0,0.52928719,0.158691383,0.725597141,18_20
537,첨단09,5186,4,0.765495868,0.107630407,1,18_20
538,봉선37,5263,1,0.724776171,0.005843751,0.879701029,18_20
539,?�암74,2303,2,0.254855372,0.089380658,0.849720324,18_20
540,?�정19,4361,3,0.297141873,0.065909853,0.93505806,18_20
541,진월75,3154,3,0.185640496,0.033098625,0.93505806,18_20
542,?�곡10,5186,3,0.32899449,0.107630407,0.93505806,18_20
543,금남59,2437,5,0.232386364,0.001724386,0.368942386,18_20
544,?�림51,4157,0,0.457489669,0.026871677,0.725597141,18_20
545,금남55,3121,6,0.193233471,0.035397806,0,18_20
546,?�정33,5656,4,0.267561983,0.029985151,1,18_20
547,첨단20,5268,4,0.40762741,0.016716961,1,18_20
548,진월177,3233,2,0.021831956,0.004215165,0.849720324,18_20
549,매월06,3179,3,0.460141185,0.044738229,0.93505806,18_20
550,지??5,3225,6,0.520867769,0.034296115,0,18_20
551,?�림35,4379,1,0.179493802,0.083920103,0.879701029,18_20
552,매월61(칠석),1113,0,0.082386364,0.169085597,0.725597141,18_20
553,?�림51,4434,1,0.457489669,0.161852757,0.879701029,18_20
554,?�정29,4157,3,0.585278926,0.026871677,0.93505806,18_20
555,419,1003,6,0.076876722,0.108301001,0,18_20
556,?�무64,2062,3,0.108023416,0.039038176,0.93505806,18_20
557,진월77,2291,2,0.05886708,0.048474398,0.849720324,18_20
558,?�운101,5579,2,0.124362948,0.011064808,0.849720324,18_20
559,1187,1015,0,0.071522039,0.01810605,0.725597141,18_20
560,?�환01(?�천?�?��?),2010,1,0.277737603,0.030416248,0.879701029,18_20
561,?�암31,2291,4,0.113309229,0.048474398,1,18_20
562,지??5,1108,0,0.223880854,0.048809695,0.725597141,18_20
563,?�정98,1007,1,0.591649449,0.091057144,0.879701029,18_20
564,봉선27,5448,2,0.682834022,0.012405997,0.849720324,18_20
565,진월177,3148,3,0.021831956,0.014896776,0.93505806,18_20
566,문흥39,5303,1,0.345730028,0.145423193,0.879701029,18_20
567,?�림35,4562,3,0.179493802,0.037649088,0.93505806,18_20
568,봉선37,4510,2,0.724776171,0.038798678,0.849720324,18_20
569,첨단23,4655,2,0.289135675,0.010298415,0.849720324,18_20
570,?�산60,2451,3,0.09011708,0.002490779,0.93505806,18_20
571,228(?�순?��?병원),6393,3,0.153805096,0.002682378,0.93505806,18_20
572,?�암81(각화초교),1115,3,0.044283747,0.081477224,0.93505806,18_20
573,?�완49,4428,2,0.140461433,0.057958519,0.849720324,18_20
574,매월26,2303,0,0.531215565,0.089380658,0.725597141,18_20
575,첨단20,5102,5,0.40762741,0.007041242,0.368942386,18_20
576,마을715(?��?,3210,2,0.087758264,0.090721847,0.849720324,18_20
577,봉선27,5172,6,0.682834022,0.085021794,0,18_20
578,진월177,3235,2,0.021831956,0.181539493,0.849720324,18_20
579,매월16,4490,1,0.325086088,0.025865785,0.879701029,18_20
580,?�림54,1162,6,0.681146694,0.077836854,0,18_20
581,금호36,2168,3,0.497847796,0.131101212,0.93505806,18_20
582,?�완12,2052,2,0.433729339,0.027494372,0.849720324,18_20
583,?�암31,3212,0,0.113309229,0.067011544,0.725597141,18_20
584,첨단23,4031,6,0.289135675,0.057287925,0,18_20
585,매월26,4251,3,0.531215565,0.091296642,0.93505806,18_20
586,매월06,3185,6,0.460141185,0.052402165,0,18_20
587,첨단09,2051,6,0.765495868,0.065143459,0,18_20
588,금남57,1123,5,0.330182507,0.605211477,0.368942386,18_20
589,문흥39,4510,2,0.345730028,0.038798678,0.849720324,18_20
590,봉선37,5252,1,0.724776171,0.020261532,0.879701029,18_20
591,첨단20,2228,1,0.40762741,0.051348374,0.879701029,18_20
592,?�무63,4433,1,0.042923554,0.073956986,0.879701029,18_20
593,?�암47,4435,3,0.279321625,0.216506203,0.93505806,18_20
594,?�환01(?�청??,2215,2,0.296814738,0.034200316,0.849720324,18_20
595,?�운101,5217,1,0.124362948,0.118695215,0.879701029,18_20
596,첨단22,5656,1,0.208006198,0.029985151,0.879701029,18_20
597,문흥18,5567,0,0.811828512,0.012980792,0.725597141,18_20
598,마을760,2025,3,0.176687328,0.042103751,0.93505806,18_20
599,?�정29,5176,6,0.585278926,0.015806869,0,18_20
600,문흥80,4417,5,0.085158402,0.272596637,0.368942386,18_20
601,마을700,5901,4,0.405699036,0.018297648,1,18_20
602,?�정19,2165,0,0.297141873,0.035110409,0.725597141,18_20
603,?�정29,5208,6,0.585278926,0.03012885,0,18_20
604,?�완49,4449,5,0.140461433,0.136992863,0.368942386,18_20
605,문흥39,1003,1,0.345730028,0.108301001,0.879701029,18_20
606,봉선37,4142,3,0.724776171,0.030033051,0.93505806,18_20
607,?�정29,4580,3,0.585278926,0.032954926,0.93505806,18_20
608,매월61(?�하),2300,1,0.071384298,0.071657805,0.879701029,18_20
609,진월177,3213,0,0.021831956,0.06624515,0.725597141,18_20
610,첨단40,5150,0,0.104838154,0.013172391,0.725597141,18_20
611,?�무62,5218,4,0.027341598,0.046893711,1,18_20
612,?�곡28,1057,3,0.648674242,0.093787422,0.93505806,18_20
613,?�정29,5271,3,0.585278926,0.221439862,0.93505806,18_20
614,419,4408,0,0.076876722,0.099679073,0.725597141,18_20
615,첨단30,2007,3,0.461105372,0.016237965,0.93505806,18_20
616,첨단22,4621,5,0.208006198,0.015088375,0.368942386,18_20
617,?�암68,2276,5,0.306129477,0.270105858,0.368942386,18_20
618,?�운14,2273,4,0.168629477,0.017818652,1,18_20
619,진곡196,5017,2,0.177530992,0.005508454,0.849720324,18_20
620,?�전84,4001,1,0.035106749,0.056138334,0.879701029,18_20
621,마을799,4144,0,0.033780992,0.063275375,0.725597141,18_20
622,?�정197,5031,3,0.011690771,0.000526896,0.93505806,18_20
623,첨단20,2310,3,0.40762741,0.068304833,0.93505806,18_20
624,?�완12,1136,1,0.433729339,0.526799828,0.879701029,18_20
625,금남55,1042,5,0.193233471,0.108061503,0.368942386,18_20
626,지??2,1108,4,0.013860193,0.048809695,1,18_20
627,?�곡10,4611,1,0.32899449,0.008095033,0.879701029,18_20
628,?�완12,5194,2,0.433729339,0.131388609,0.849720324,18_20
629,?�완12,1123,6,0.433729339,0.605211477,0,18_20
630,?�정29,4481,4,0.585278926,0.169277195,1,18_20
631,?�완12,3189,0,0.433729339,0.052545864,0.725597141,18_20
632,봉선27,4449,2,0.682834022,0.136992863,0.849720324,18_20
633,?�정33,4620,4,0.267561983,0.013363989,1,18_20
634,지??5,1146,6,0.520867769,0.138717249,0,18_20
635,?�정19,4531,3,0.297141873,0.014848877,0.93505806,18_20
636,?�정197,5265,5,0.011690771,0.238156823,0.368942386,18_20
637,?�운101,5854,5,0.124362948,0.003927767,0.368942386,18_20
638,?�정98,4153,5,0.591649449,0.030799444,0.368942386,18_20
639,첨단20,5098,0,0.40762741,0.011639603,0.725597141,18_20
640,?�운14,2344,5,0.168629477,0.01571107,0.368942386,18_20
641,마을720,5431,0,0.412913223,0.084542798,0.725597141,18_20
642,?�림51,1100,5,0.457489669,0.056521531,0.368942386,18_20
643,?�림51,4007,4,0.457489669,0.007041242,1,18_20
644,진월07,4551,6,1,0.056282033,0,18_20
645,?�암47,2186,3,0.279321625,0.043684437,0.93505806,18_20
646,?�암73,3209,5,0.286243113,0.300905302,0.368942386,18_20
647,봉선27,4569,5,0.682834022,0.05537194,0.368942386,18_20
648,첨단40,5313,4,0.104838154,0.156296403,1,18_20
649,?�정19,2075,4,0.297141873,0.038223883,1,18_20
650,?�완12,2284,1,0.433729339,0.093404225,0.879701029,18_20
651,?�환01(?�천?�?��?),2089,3,0.277737603,0.196915266,0.93505806,18_20
652,봉선37,5246,0,0.724776171,0.021985918,0.725597141,18_20
653,?�환01(?�천?�?��?),2328,2,0.277737603,0.046175217,0.849720324,18_20
654,진월177,6369,6,0.021831956,0.003927767,0,18_20
655,봉선37,3106,6,0.724776171,0.031182641,0,18_20
656,첨단23,4221,0,0.289135675,0.014369881,0.725597141,18_20
657,금호46,4125,0,0.430182507,0.003161374,0.725597141,18_20
658,매월16,5402,1,0.325086088,0.09402692,0.879701029,18_20
659,진월07,4407,0,1,0.276428606,0.725597141,18_20
660,?�완12,5730,1,0.433729339,0.030943143,0.879701029,18_20
661,마을720,5314,1,0.412913223,0.1566796,0.879701029,18_20
662,첨단30,2180,0,0.461105372,0.011639603,0.725597141,18_20
663,?�암74,2018,3,0.254855372,0.011543804,0.93505806,18_20
664,?�봉83,4448,0,0.132971763,0.107534607,0.725597141,18_20
665,?�운14,2237,3,0.168629477,0.183838674,0.93505806,18_20
666,?�암74,2031,5,0.254855372,0.140345835,0.368942386,18_20
667,금남59,3279,0,0.232386364,0.020884227,0.725597141,18_20
668,?��?0,1119,0,0.045850551,0.108109403,0.725597141,18_20
669,?�정98,3080,4,0.591649449,0.101355559,1,18_20
670,진곡196,5260,3,0.177530992,0.043492839,0.93505806,18_20
671,문흥80,4417,1,0.085158402,0.272596637,0.879701029,18_20
672,?�곡38,4554,1,0.359245868,0.20841117,0.879701029,18_20
673,첨단23,4085,2,0.289135675,0.065287158,0.849720324,18_20
674,문흥80,4564,4,0.085158402,0.092158835,1,18_20
675,진월75,5149,2,0.185640496,0.104277434,0.849720324,18_20
676,봉선37,3255,2,0.724776171,0.022991809,0.849720324,18_20
677,문흥39,4149,5,0.345730028,0.136082771,0.368942386,18_20
678,첨단95,4079,3,0.382076446,0.101690856,0.93505806,18_20
679,지??5,3079,4,0.25952135,0.093068928,1,18_20
680,지??5,1108,0,0.520867769,0.048809695,0.725597141,18_20
681,?�곡38,2236,6,0.359245868,0.057958519,0,18_20
682,첨단40,5691,0,0.104838154,0.006226948,0.725597141,18_20
683,?�전84,4454,1,0.035106749,0.003784069,0.879701029,18_20
684,?�림51,4117,1,0.457489669,0.035589405,0.879701029,18_20
685,지??5,1151,6,0.25952135,0.156104804,0,18_20
686,문흥39,2001,6,0.345730028,0.531589788,0,18_20
687,매월16,2018,4,0.325086088,0.011543804,1,18_20
688,문흥39,5291,0,0.345730028,0.019447239,0.725597141,18_20
689,?�정98,5273,5,0.591649449,0.41447526,0.368942386,18_20
690,금남59,2316,6,0.232386364,0.022752311,0,18_20
691,봉선37,4438,1,0.724776171,0.018585046,0.879701029,18_20
692,?�전184,4371,2,0.028357438,0.009005125,0.849720324,18_20
693,매월16,2241,2,0.325086088,0.044450831,0.849720324,18_20
694,첨단95,4506,1,0.382076446,0.010106816,0.879701029,18_20
695,?�운14,2072,5,0.168629477,0.011495905,0.368942386,18_20
696,마을700,5745,0,0.405699036,0.433060306,0.725597141,18_20
697,첨단40,5011,0,0.104838154,0.046510514,0.725597141,18_20
698,진곡196,5254,4,0.177530992,0.046654213,1,18_20
699,금남57,4255,5,0.330182507,0.066772046,0.368942386,18_20
700,첨단22,5428,6,0.208006198,0.134358385,0,18_20
701,마을700,5099,0,0.405699036,0.004215165,0.725597141,18_20
702,?�정98,4149,2,0.591649449,0.136082771,0.849720324,18_20
703,?�암31,2270,5,0.113309229,0.036547397,0.368942386,18_20
704,?�암73,2077,0,0.286243113,0.039469272,0.725597141,18_20
705,?�림51,1151,1,0.457489669,0.156104804,0.879701029,18_20
706,?�완49,4435,4,0.140461433,0.216506203,1,18_20
707,?�림51,4493,1,0.457489669,0.02050103,0.879701029,18_20
708,봉선27,4448,6,0.682834022,0.107534607,0,18_20
709,문흥53,4228,5,0.091408402,0.025003592,0.368942386,18_20
710,?�곡10,5584,4,0.32899449,0.02050103,1,18_20
711,지??52(?�웅�?,1080,1,0.046952479,0.011112708,0.879701029,18_20
712,?�운101,5255,3,0.124362948,0.00124539,0.93505806,18_20
713,진월07,4475,5,1,0.476840542,0.368942386,18_20
714,?�정97,5153,3,0.003684573,0.008813527,0.93505806,18_20
715,지??5,3079,2,0.25952135,0.093068928,0.849720324,18_20
716,매월61(칠석),2084,1,0.082386364,0.077597356,0.879701029,18_20
717,?�암72,5111,4,0.349431818,0.162858648,1,18_20
718,금남59,3111,1,0.232386364,0.013316089,0.879701029,18_20
719,매월26,2308,3,0.531215565,0.027877569,0.93505806,18_20
720,?�정33,4648,1,0.267561983,4.79E-05,0.879701029,18_20
721,518,1042,3,0.123433196,0.108061503,0.93505806,18_20
722,?�암68,5566,1,0.306129477,0.020165733,0.879701029,18_20
723,?�림50,3188,0,0.23350551,0.003017675,0.725597141,18_20
724,?�정98,3117,1,0.591649449,0.025961585,0.879701029,18_20
725,?�정19,2059,3,0.297141873,0.05901231,0.93505806,18_20
726,마을700,5911,4,0.405699036,0.007089141,1,18_20
727,문흥80,4561,6,0.085158402,0.076830962,0,18_20
728,지??5,2283,2,0.25952135,0.053360157,0.849720324,18_20
729,진월75,2248,2,0.185640496,0.016573262,0.849720324,18_20
730,?�운101,5158,4,0.124362948,0.049288691,1,18_20
731,마을700,5735,4,0.405699036,0.013555587,1,18_20
732,금남58,4460,3,0.153013085,0.06389807,0.93505806,18_20
733,?�전184,4471,4,0.028357438,0.009388322,1,18_20
734,지??5,4618,0,0.223880854,0.00239498,0.725597141,18_20
735,?�정98,5209,0,0.591649449,0.017148058,0.725597141,18_20
736,충효187,6096,3,0.016167355,0.000431096,0.93505806,18_20
737,?�림51,5112,6,0.457489669,0.097188293,0,18_20
738,?�전84,4054,1,0.035106749,0.029745653,0.879701029,18_20
739,첨단40,5440,4,0.104838154,0.016764861,1,18_20
740,매월06,1134,3,0.460141185,0.507065191,0.93505806,18_20
741,봉선37,4438,3,0.724776171,0.018585046,0.93505806,18_20
742,?�정19,1005,6,0.297141873,0.058677013,0,18_20
743,마을700,5928,1,0.405699036,0.007089141,0.879701029,18_20
744,문흥53,4373,3,0.091408402,0.02533889,0.93505806,18_20
745,금남59,2263,1,0.232386364,0.122958279,0.879701029,18_20
746,첨단94,5550,1,0.022951102,0.008095033,0.879701029,18_20
747,?�림54,1044,1,0.681146694,0.120754898,0.879701029,18_20
748,첨단20,2308,0,0.40762741,0.027877569,0.725597141,18_20
749,첨단23,4215,2,0.289135675,0.019878335,0.849720324,18_20
