idx,r,i,w,r_con,i_con,w_con,time
0,진곡196,5271,0,0.177530992,0.221439862,0.725597141,18_20
1,?�환01(?�천?�?��?),2230,2,0.277737603,0.101882454,0.849720324,18_20
2,진월79,3213,2,0.074449036,0.06624515,0.849720324,18_20
3,?�정29,5173,6,0.585278926,0.045169325,0,18_20
4,첨단92,5431,5,0.021332645,0.084542798,0.368942386,18_20
5,?�전84,4137,2,0.035106749,0.012884993,0.849720324,18_20
6,?�전84,4449,1,0.035106749,0.136992863,0.879701029,18_20
7,금남59,2255,1,0.232386364,0.018393447,0.879701029,18_20
8,?�완03,5442,6,0.8627927,0.067298941,0,18_20
9,?�림51,5445,4,0.457489669,0.329645064,1,18_20
10,첨단95,1131,6,0.382076446,0.053120659,0,18_20
11,문흥18,4248,3,0.811828512,0.065909853,0.93505806,18_20
12,?�봉83,4554,4,0.132971763,0.20841117,1,18_20
13,문흥39,2164,3,0.345730028,0.023758203,0.93505806,18_20
14,매월26,2002,1,0.531215565,1,0.879701029,18_20
15,진월79,3199,6,0.074449036,0.013316089,0,18_20
16,첨단09,1150,2,0.765495868,0.019111941,0.849720324,18_20
17,?�곡89,2179,6,0.019972452,0.003879868,0,18_20
18,좌석02,2233,6,0.383591598,0.064520764,0,18_20
19,?�정33,5567,3,0.267561983,0.012980792,0.93505806,18_20
20,마을777,4451,2,0.175206612,0.073621689,0.849720324,18_20
21,?�곡89,4440,3,0.019972452,0.017291756,0.93505806,18_20
22,첨단30,2036,4,0.461105372,0.013699286,1,18_20
23,?�곡28,3126,2,0.648674242,0.053455956,0.849720324,18_20
24,봉선76,3126,3,0.026033058,0.053455956,0.93505806,18_20
25,?�림51,1157,2,0.457489669,0.022081717,0.849720324,18_20
26,?�암68,3260,4,0.306129477,0.00239498,1,18_20
27,마을720,5246,2,0.412913223,0.021985918,0.849720324,18_20
28,첨단92,5501,1,0.021332645,0.002011783,0.879701029,18_20
29,?�환01(?�청??,2023,0,0.296814738,0.084830196,0.725597141,18_20
30,문흥18,5296,5,0.811828512,0.072807396,0.368942386,18_20
31,진월75,3209,2,0.185640496,0.300905302,0.849720324,18_20
32,마을720,5273,1,0.412913223,0.41447526,0.879701029,18_20
33,첨단22,5431,0,0.208006198,0.084542798,0.725597141,18_20
34,첨단20,5313,2,0.40762741,0.156296403,0.849720324,18_20
35,마을700,5728,5,0.405699036,0.049623988,0.368942386,18_20
36,228(?�순?��?병원),2001,2,0.153805096,0.531589788,0.849720324,18_20
37,문흥53,4443,2,0.091408402,0.04100206,0.849720324,18_20
38,봉선27,4449,4,0.682834022,0.136992863,1,18_20
39,?�환01(?�청??,2215,0,0.296814738,0.034200316,0.725597141,18_20
40,?�완12,4458,4,0.433729339,0.095799205,1,18_20
41,?�전184,4258,3,0.028357438,0.011639603,0.93505806,18_20
42,봉선27,1141,6,0.682834022,0.197681659,0,18_20
43,금호46,5273,3,0.430182507,0.41447526,0.93505806,18_20
44,매월06,3145,5,0.460141185,0.053216458,0.368942386,18_20
45,?�전85,4668,4,0.064566116,0.017195957,1,18_20
46,지??5,2233,6,0.520867769,0.064520764,0,18_20
47,봉선27,4161,3,0.682834022,0.027063275,0.93505806,18_20
48,지??5,4174,4,0.223880854,0.094218518,1,18_20
49,마을720,5192,5,0.412913223,0.086554582,0.368942386,18_20
50,문흥18,4447,4,0.811828512,0.007855535,1,18_20
51,지??5,4380,3,0.223880854,0.14820137,0.93505806,18_20
52,?�산60,4137,4,0.09011708,0.012884993,1,18_20
53,마을788,4377,4,0.145006887,0.118886813,1,18_20
54,?�곡38,5236,1,0.359245868,0.088710064,0.879701029,18_20
55,금호36,2325,3,0.497847796,0.027015376,0.93505806,18_20
56,지??5,4564,5,0.223880854,0.092158835,0.368942386,18_20
57,문흥18,4230,3,0.811828512,0.051492073,0.93505806,18_20
58,금호46,2013,0,0.430182507,0.093500024,0.725597141,18_20
59,?�곡87,1041,6,0.03953168,0.213488528,0,18_20
60,?�완49,4449,2,0.140461433,0.136992863,0.849720324,18_20
61,?�전85,4573,5,0.064566116,0.073813287,0.368942386,18_20
62,지??5,4418,1,0.223880854,0.147578675,0.879701029,18_20
63,매월16,2311,5,0.325086088,0.017052258,0.368942386,18_20
64,?�암47,4348,1,0.279321625,0.133448292,0.879701029,18_20
65,봉선37,5318,3,0.724776171,0.040570963,0.93505806,18_20
66,?�암73,2305,5,0.286243113,0.107486708,0.368942386,18_20
67,금남58,1128,2,0.153013085,0.091152943,0.849720324,18_20
68,첨단23,5420,2,0.289135675,0.016094266,0.849720324,18_20
69,문흥39,1126,2,0.345730028,0.096038703,0.849720324,18_20
70,?�무64,2217,4,0.108023416,0.165493126,1,18_20
71,금남57,4353,3,0.330182507,0.021842219,0.93505806,18_20
72,마을720,5207,3,0.412913223,0.013028692,0.93505806,18_20
73,?�전86,4581,2,0.037241736,0.000526896,0.849720324,18_20
74,?�완03,5442,5,0.8627927,0.067298941,0.368942386,18_20
75,매월26,4255,0,0.531215565,0.066772046,0.725597141,18_20
76,매월16,2001,5,0.325086088,0.531589788,0.368942386,18_20
77,금남57,4402,1,0.330182507,0.103894238,0.879701029,18_20
78,?�암74,2304,2,0.254855372,0.017579154,0.849720324,18_20
79,?�환01(?�천?�?��?),2252,3,0.277737603,0.020117833,0.93505806,18_20
80,?��?0,3034,2,0.045850551,0.004646261,0.849720324,18_20
81,봉선37,5225,1,0.724776171,0.023135508,0.879701029,18_20
82,첨단30,4252,6,0.461105372,0.073717488,0,18_20
83,518,1044,0,0.123433196,0.120754898,0.725597141,18_20
84,충효187,4566,5,0.016167355,0.098529482,0.368942386,18_20
85,?�전84,2169,2,0.035106749,0.004981559,0.849720324,18_20
86,?�암47,4348,4,0.279321625,0.133448292,1,18_20
87,지??5,3211,2,0.520867769,0.034727212,0.849720324,18_20
88,금남58,4340,4,0.153013085,0.014800977,1,18_20
89,매월16,4152,6,0.325086088,0.109211094,0,18_20
90,?�곡10,5311,0,0.32899449,0.015758969,0.725597141,18_20
91,?�암47,2279,3,0.279321625,0.021363223,0.93505806,18_20
92,?�암73,2134,0,0.286243113,0.021411122,0.725597141,18_20
93,마을700,5399,2,0.405699036,0.006322748,0.849720324,18_20
94,?�곡87,4175,6,0.03953168,0.160607367,0,18_20
95,?�봉83,4379,3,0.132971763,0.083920103,0.93505806,18_20
96,금호36,2274,4,0.497847796,0.154715716,1,18_20
97,매월61(칠석),1137,1,0.082386364,0.047708004,0.879701029,18_20
98,?�곡28,1017,2,0.648674242,0.407434018,0.849720324,18_20
99,지??5,3225,2,0.520867769,0.034296115,0.849720324,18_20
100,문흥18,4455,6,0.811828512,0.251568712,0,18_20
101,?�암68,3120,0,0.306129477,0.022177516,0.725597141,18_20
102,첨단95,3213,1,0.382076446,0.06624515,0.879701029,18_20
103,?�완49,4342,0,0.140461433,0.084159601,0.725597141,18_20
104,?�암68,2233,3,0.306129477,0.064520764,0.93505806,18_20
105,?�산60,4078,2,0.09011708,0.057048426,0.849720324,18_20
106,?�암74,4181,2,0.254855372,0.001724386,0.849720324,18_20
107,?�완03,3207,1,0.8627927,0.154859415,0.879701029,18_20
108,?�암72,2076,5,0.349431818,0.040091967,0.368942386,18_20
109,마을715(?��?,3189,0,0.087758264,0.052545864,0.725597141,18_20
110,518,2217,3,0.123433196,0.165493126,0.93505806,18_20
111,?�완49,4460,3,0.140461433,0.06389807,0.93505806,18_20
112,봉선27,4563,6,0.682834022,0.035445706,0,18_20
113,진월75,5209,6,0.185640496,0.017148058,0,18_20
114,지??52(?�웅�?,1099,5,0.046952479,0.049192892,0.368942386,18_20
115,첨단20,5101,0,0.40762741,0.035685204,0.725597141,18_20
116,문흥18,4241,3,0.811828512,0.001676486,0.93505806,18_20
117,첨단95,1142,1,0.382076446,0.25425109,0.879701029,18_20
118,지??5,4104,3,0.223880854,0.014896776,0.93505806,18_20
119,진월79,3209,2,0.074449036,0.300905302,0.849720324,18_20
120,매월06,3145,6,0.460141185,0.053216458,0,18_20
121,마을715(?��?,1691,3,0.087758264,0.000670594,0.93505806,18_20
122,마을788,4368,5,0.145006887,0.180581501,0.368942386,18_20
123,?�정197,6238,5,0.011690771,0.001436988,0.368942386,18_20
124,첨단23,4374,1,0.289135675,0.047660104,0.879701029,18_20
125,첨단30,4539,0,0.461105372,0.096230301,0.725597141,18_20
126,봉선27,5416,4,0.682834022,0.007759736,1,18_20
127,?�곡28,4161,2,0.648674242,0.027063275,0.849720324,18_20
128,?�림35,1040,5,0.179493802,0.017435455,0.368942386,18_20
129,금호46,4023,4,0.430182507,0.043109642,1,18_20
130,첨단23,4250,0,0.289135675,0.088901662,0.725597141,18_20
131,봉선27,3080,5,0.682834022,0.101355559,0.368942386,18_20
132,?��?0,3034,5,0.045850551,0.004646261,0.368942386,18_20
133,?�암47,2243,4,0.279321625,0.1686545,1,18_20
134,?�곡38,4557,2,0.359245868,0.051923169,0.849720324,18_20
135,?�정19,2075,6,0.297141873,0.038223883,0,18_20
136,지??52(?�웅�?,1129,4,0.046952479,0.150261053,1,18_20
137,매월61(?�하),2297,2,0.071384298,0.069406524,0.849720324,18_20
138,?�암73,5150,2,0.286243113,0.013172391,0.849720324,18_20
139,?�림50,2215,2,0.23350551,0.034200316,0.849720324,18_20
140,?�운101,5969,4,0.124362948,0.003688269,1,18_20
141,봉선76,1144,0,0.026033058,0.003400872,0.725597141,18_20
142,진곡196,5272,1,0.177530992,0.180246204,0.879701029,18_20
143,?�전84,6144,1,0.035106749,0.000383197,0.879701029,18_20
144,?�정29,4202,4,0.585278926,0.002538679,1,18_20
145,첨단95,4055,3,0.382076446,0.002155482,0.93505806,18_20
146,진곡196,5257,3,0.177530992,0.024380898,0.93505806,18_20
147,?�림54,1154,3,0.681146694,0.034679312,0.93505806,18_20
148,마을700,4612,4,0.405699036,0.054797145,1,18_20
149,?�정19,1010,6,0.297141873,0.053168559,0,18_20
150,금남55,1130,2,0.193233471,0.714853667,0.849720324,18_20
151,금남59,2256,6,0.232386364,0.03731379,0,18_20
152,첨단20,5100,2,0.40762741,0.024764094,0.849720324,18_20
153,봉선37,2168,2,0.724776171,0.131101212,0.849720324,18_20
154,진월75,3287,4,0.185640496,0.037888586,1,18_20
155,봉선27,5198,4,0.682834022,0.016525363,1,18_20
156,?�무63,2065,4,0.042923554,0.06504766,1,18_20
157,매월26,4413,0,0.531215565,0.042055851,0.725597141,18_20
158,?�정19,4538,5,0.297141873,0.005316856,0.368942386,18_20
159,지??2,1174,3,0.013860193,0.004263065,0.93505806,18_20
160,문흥39,4154,1,0.345730028,0.055850936,0.879701029,18_20
161,?�곡28,4160,2,0.648674242,0.063610672,0.849720324,18_20
162,?�암72,4431,2,0.349431818,0.066101451,0.849720324,18_20
163,?�완12,3190,0,0.433729339,0.037888586,0.725597141,18_20
164,?�정29,4458,3,0.585278926,0.095799205,0.93505806,18_20
165,지??5,1083,1,0.520867769,0.01681276,0.879701029,18_20
166,?�봉83,4342,1,0.132971763,0.084159601,0.879701029,18_20
167,금남57,4466,0,0.330182507,0.085213393,0.725597141,18_20
168,문흥18,4241,6,0.811828512,0.001676486,0,18_20
169,문흥80,1122,3,0.085158402,0.484408679,0.93505806,18_20
170,?�암73,5151,3,0.286243113,0.027973368,0.93505806,18_20
171,?�무64,4352,5,0.108023416,0.062556881,0.368942386,18_20
172,금남55,3253,4,0.193233471,0.010250515,1,18_20
173,?�정33,4010,0,0.267561983,0.004933659,0.725597141,18_20
174,금호36,2205,2,0.497847796,0.043301241,0.849720324,18_20
175,지??5,2194,0,0.25952135,0.002299181,0.725597141,18_20
176,?�곡87,4239,4,0.03953168,0.054030752,1,18_20
177,?�운14,2238,3,0.168629477,0.190257221,0.93505806,18_20
178,?��?70,3195,3,0.027152204,0.051156775,0.93505806,18_20
179,첨단192,5095,0,0.005079201,0.012405997,0.725597141,18_20
180,문흥18,4428,3,0.811828512,0.057958519,0.93505806,18_20
181,첨단30,4080,2,0.461105372,0.031805336,0.849720324,18_20
182,?�정98,1005,3,0.591649449,0.058677013,0.93505806,18_20
183,마을701,5658,1,0.010726584,0.023901902,0.879701029,18_20
184,마을777,4448,4,0.175206612,0.107534607,1,18_20
185,마을720,5289,4,0.412913223,0.013555587,1,18_20
186,?�정29,5305,6,0.585278926,0.175120946,0,18_20
187,?�암81(각화초교),4215,0,0.044283747,0.019878335,0.725597141,18_20
188,봉선37,3129,2,0.724776171,0.048282799,0.849720324,18_20
189,?�암68,3120,5,0.306129477,0.022177516,0.368942386,18_20
190,첨단92,5429,3,0.021332645,0.006658045,0.93505806,18_20
191,첨단20,4007,4,0.40762741,0.007041242,1,18_20
192,?�완12,4151,1,0.433729339,0.049815587,0.879701029,18_20
193,첨단95,1114,0,0.382076446,0.15423672,0.725597141,18_20
194,금호36,2019,2,0.497847796,0.016237965,0.849720324,18_20
195,진곡196,5576,1,0.177530992,0.004406763,0.879701029,18_20
196,?�곡10,4617,4,0.32899449,0.034727212,1,18_20
197,?�암47,2003,2,0.279321625,0.345164535,0.849720324,18_20
198,마을700,5503,4,0.405699036,0.005700053,1,18_20
199,518,2217,6,0.123433196,0.165493126,0,18_20
200,지??52(?�웅�?,6386,6,0.046952479,0.006897543,0,18_20
201,금남59,3108,0,0.232386364,0.017052258,0.725597141,18_20
202,첨단09,1157,4,0.765495868,0.022081717,1,18_20
203,진월07,1127,2,1,0.234420654,0.849720324,18_20
204,?�정98,1050,1,0.591649449,0.09158404,0.879701029,18_20
205,?�정29,4152,1,0.585278926,0.109211094,0.879701029,18_20
206,?�운101,5010,4,0.124362948,0.007041242,1,18_20
207,금호46,2064,5,0.430182507,0.052785362,0.368942386,18_20
208,?�완12,2276,5,0.433729339,0.270105858,0.368942386,18_20
209,좌석02,1118,2,0.383591598,0.122335585,0.849720324,18_20
210,?�암73,3236,3,0.286243113,0.326723188,0.93505806,18_20
211,마을799,4629,4,0.033780992,0.01690856,1,18_20
212,진곡196,5310,3,0.177530992,0.264741103,0.93505806,18_20
213,?�정98,5217,0,0.591649449,0.118695215,0.725597141,18_20
214,?�정33,5442,4,0.267561983,0.067298941,1,18_20
215,봉선76,3263,6,0.026033058,0.001101691,0,18_20
216,지??5,2266,1,0.520867769,0.036978493,0.879701029,18_20
217,좌석02,6622,2,0.383591598,0.031901135,0.849720324,18_20
218,금남57,1112,4,0.330182507,0.376778273,1,18_20
219,첨단95,4004,5,0.382076446,0.010202615,0.368942386,18_20
220,매월61(?�하),2290,1,0.071384298,0.071274608,0.879701029,18_20
221,?�덕65,2001,4,0.018818871,0.531589788,1,18_20
222,매월26,2155,2,0.531215565,0.078220051,0.849720324,18_20
223,지??52(?�웅�?,6411,5,0.046952479,0.002682378,0.368942386,18_20
224,금남59,2248,2,0.232386364,0.016573262,0.849720324,18_20
225,봉선27,3218,1,0.682834022,0.035349907,0.879701029,18_20
226,마을720,5186,0,0.412913223,0.107630407,0.725597141,18_20
227,금남59,1147,2,0.232386364,0.279446281,0.849720324,18_20
228,금남55,4173,0,0.193233471,0.050390382,0.725597141,18_20
229,봉선37,1090,3,0.724776171,0.037936485,0.93505806,18_20
230,?�전85,4436,1,0.064566116,0.055132442,0.879701029,18_20
231,진월78,3242,5,0.012155647,0.111462375,0.368942386,18_20
232,마을720,5446,4,0.412913223,0.20237582,1,18_20
233,?�완03,2001,3,0.8627927,0.531589788,0.93505806,18_20
234,매월61(?�하),2078,2,0.071384298,0.024332998,0.849720324,18_20
235,?�정29,5188,4,0.585278926,0.038894477,1,18_20
236,?�암31,3228,1,0.113309229,0.118264118,0.879701029,18_20
237,마을720,5312,3,0.412913223,0.032907027,0.93505806,18_20
238,마을788,4070,5,0.145006887,0.035062509,0.368942386,18_20
239,?�림50,2215,3,0.23350551,0.034200316,0.93505806,18_20
240,금남59,2267,3,0.232386364,0.056952627,0.93505806,18_20
241,?�완03,3273,1,0.8627927,0.065526656,0.879701029,18_20
242,지??52(?�주??,1155,0,0.046298209,0.034152417,0.725597141,18_20
243,봉선37,1044,3,0.724776171,0.120754898,0.93505806,18_20
244,?�정29,5272,4,0.585278926,0.180246204,1,18_20
245,?�암68,3167,5,0.306129477,0.011687503,0.368942386,18_20
246,?�정98,5273,1,0.591649449,0.41447526,0.879701029,18_20
247,지??5,3226,3,0.520867769,0.041193658,0.93505806,18_20
248,?�운101,5761,3,0.124362948,0.008142932,0.93505806,18_20
249,지??5,1123,5,0.520867769,0.605211477,0.368942386,18_20
250,마을720,5262,2,0.412913223,0.059730804,0.849720324,18_20
251,?�암68,3157,1,0.306129477,0.023949801,0.879701029,18_20
252,진월75,2267,1,0.185640496,0.056952627,0.879701029,18_20
253,?��?0,1117,6,0.045850551,0.093787422,0,18_20
254,첨단09,5427,1,0.765495868,0.023135508,0.879701029,18_20
255,?�암47,2206,2,0.279321625,0.029218757,0.849720324,18_20
256,?�정29,4252,0,0.585278926,0.073717488,0.725597141,18_20
257,마을700,5902,6,0.405699036,0.030224649,0,18_20
258,?�곡90,5079,1,0.019972452,0.000143699,0.879701029,18_20
259,지??52(?�웅�?,1090,1,0.046952479,0.037936485,0.879701029,18_20
260,문흥80,4560,0,0.085158402,0.063227475,0.725597141,18_20
261,?�완03,3207,2,0.8627927,0.154859415,0.849720324,18_20
262,?�완49,1129,5,0.140461433,0.150261053,0.368942386,18_20
263,?�환01(?�청??,2232,0,0.296814738,0.301384299,0.725597141,18_20
264,?�곡10,5304,3,0.32899449,0.054461848,0.93505806,18_20
265,봉선27,4432,1,0.682834022,0.184221871,0.879701029,18_20
266,매월26,4339,4,0.531215565,0.061119893,1,18_20
267,문흥39,4236,3,0.345730028,0.015758969,0.93505806,18_20
268,?�운14,5249,4,0.168629477,0.002682378,1,18_20
269,첨단20,5257,5,0.40762741,0.024380898,0.368942386,18_20
270,?�산60,4437,3,0.09011708,0.0240935,0.93505806,18_20
271,?�암73,2354,4,0.286243113,0.024955693,1,18_20
272,?�정98,3115,0,0.591649449,0.016573262,0.725597141,18_20
273,?�완12,1123,3,0.433729339,0.605211477,0.93505806,18_20
274,?�정29,4151,4,0.585278926,0.049815587,1,18_20
275,금남59,3122,3,0.232386364,0.039612971,0.93505806,18_20
276,매월16,5173,5,0.325086088,0.045169325,0.368942386,18_20
277,?�전184,4411,0,0.028357438,0.222158356,0.725597141,18_20
278,금남59,2448,5,0.232386364,0.006274848,0.368942386,18_20
279,518,2069,4,0.123433196,0.05781482,1,18_20
280,지??2,1117,6,0.013860193,0.093787422,0,18_20
281,첨단09,5401,2,0.765495868,0.013986684,0.849720324,18_20
282,마을777,4427,3,0.175206612,0.099247976,0.93505806,18_20
283,?�암81(무등?�크),4334,4,0.036673554,0.258418355,1,18_20
284,228(?�순?��?병원),1122,3,0.153805096,0.484408679,0.93505806,18_20
285,?�림51,1114,5,0.457489669,0.15423672,0.368942386,18_20
286,금남59,2316,0,0.232386364,0.022752311,0.725597141,18_20
287,금남58,4455,3,0.153013085,0.251568712,0.93505806,18_20
288,문흥18,4228,5,0.811828512,0.025003592,0.368942386,18_20
289,?�곡28,3122,5,0.648674242,0.039612971,0.368942386,18_20
290,첨단09,5402,1,0.765495868,0.09402692,0.879701029,18_20
291,?�정19,2132,1,0.297141873,0.022033817,0.879701029,18_20
292,첨단94,5542,1,0.022951102,0.000862193,0.879701029,18_20
293,?�암47,2270,1,0.279321625,0.036547397,0.879701029,18_20
294,?�산60,4429,4,0.09011708,0.027542271,1,18_20
295,첨단40,5192,2,0.104838154,0.086554582,0.849720324,18_20
296,첨단30,4148,2,0.461105372,0.069981319,0.849720324,18_20
297,?�정33,5742,1,0.267561983,0.15907458,0.879701029,18_20
298,?�곡38,5225,2,0.359245868,0.023135508,0.849720324,18_20
299,매월16,5444,1,0.325086088,0.005316856,0.879701029,18_20
300,?�곡10,4481,4,0.32899449,0.169277195,1,18_20
301,518,2001,6,0.123433196,0.531589788,0,18_20
302,금남55,1130,4,0.193233471,0.714853667,1,18_20
303,매월26,2003,4,0.531215565,0.345164535,1,18_20
304,첨단20,5315,2,0.40762741,0.141639124,0.849720324,18_20
305,?�곡90,5266,1,0.019972452,0.009436222,0.879701029,18_20
306,?�림50,2106,1,0.23350551,0.007855535,0.879701029,18_20
307,진월77,2354,2,0.05886708,0.024955693,0.849720324,18_20
308,?�전184,4471,2,0.028357438,0.009388322,0.849720324,18_20
309,첨단30,4347,4,0.461105372,0.060880395,1,18_20
310,지??5,1090,3,0.25952135,0.037936485,0.93505806,18_20
311,지??5,2242,1,0.25952135,0.055180342,0.879701029,18_20
312,?�정29,5310,1,0.585278926,0.264741103,0.879701029,18_20
313,지??6,2165,5,0.083694904,0.035110409,0.368942386,18_20
314,?�정19,4511,5,0.297141873,0.02653638,0.368942386,18_20
315,매월61(칠석),2297,0,0.082386364,0.069406524,0.725597141,18_20
316,마을700,5931,1,0.405699036,0.008909326,0.879701029,18_20
317,지??5,4481,6,0.223880854,0.169277195,0,18_20
318,?�암47,3225,1,0.279321625,0.034296115,0.879701029,18_20
319,?�정98,3208,5,0.591649449,0.158691383,0.368942386,18_20
320,?�암72,4333,6,0.349431818,0.101930354,0,18_20
321,?�암81(각화초교),4185,0,0.044283747,0.021075825,0.725597141,18_20
322,419,4409,0,0.076876722,0.125640657,0.725597141,18_20
323,?�곡28,2100,2,0.648674242,0.071609906,0.849720324,18_20
324,?�환01(?�천?�?��?),2209,1,0.277737603,0.032954926,0.879701029,18_20
325,봉선37,3126,2,0.724776171,0.053455956,0.849720324,18_20
326,문흥80,4245,4,0.085158402,9.58E-05,1,18_20
327,지??5,1095,3,0.520867769,0.011927001,0.93505806,18_20
328,?�림51,4157,2,0.457489669,0.026871677,0.849720324,18_20
329,매월16,4455,1,0.325086088,0.251568712,0.879701029,18_20
330,518,1123,2,0.123433196,0.605211477,0.849720324,18_20
331,?�곡91,5446,5,0.002789256,0.20237582,0.368942386,18_20
332,마을777(?�치공원),4382,5,0.037000689,0.043684437,0.368942386,18_20
333,첨단23,4030,1,0.289135675,0.14341141,0.879701029,18_20
334,첨단22,4622,1,0.208006198,0.070268717,0.879701029,18_20
335,?�봉83,4384,6,0.132971763,0.025147291,0,18_20
336,?�정33,5743,2,0.267561983,0.07587297,0.849720324,18_20
337,?�정29,5296,5,0.585278926,0.072807396,0.368942386,18_20
338,첨단20,2145,6,0.40762741,0.023566604,0,18_20
339,?�환01(?�천?�?��?),3226,6,0.277737603,0.041193658,0,18_20
340,진월77,2013,3,0.05886708,0.093500024,0.93505806,18_20
341,?�암73,3236,5,0.286243113,0.326723188,0.368942386,18_20
342,?�정296,5236,1,0.009676309,0.088710064,0.879701029,18_20
343,진월77,3235,0,0.05886708,0.181539493,0.725597141,18_20
344,?�암72,4539,6,0.349431818,0.096230301,0,18_20
345,?�곡89,2008,4,0.019972452,0.26632179,1,18_20
346,?�암68,3091,5,0.306129477,0.118791014,0.368942386,18_20
347,문흥39,5700,0,0.345730028,0.040283566,0.725597141,18_20
348,금남59,2448,4,0.232386364,0.006274848,1,18_20
349,?�림35,1160,5,0.179493802,0.088470566,0.368942386,18_20
350,매월06,1127,6,0.460141185,0.234420654,0,18_20
351,?�곡89,2033,0,0.019972452,0.007663936,0.725597141,18_20
352,봉선76,3279,3,0.026033058,0.020884227,0.93505806,18_20
353,지??5,1151,6,0.520867769,0.156104804,0,18_20
354,?�암47,4566,5,0.279321625,0.098529482,0.368942386,18_20
355,?�림50,2305,2,0.23350551,0.107486708,0.849720324,18_20
356,마을760,2346,4,0.176687328,0.017962351,1,18_20
357,?�무64,2209,6,0.108023416,0.032954926,0,18_20
358,?�정29,5316,5,0.585278926,0.172390669,0.368942386,18_20
359,충효187,4325,5,0.016167355,0.004119366,0.368942386,18_20
360,문흥39,4311,1,0.345730028,0.00957992,0.879701029,18_20
361,?�정29,5206,0,0.585278926,0.006753844,0.725597141,18_20
362,봉선27,5173,0,0.682834022,0.045169325,0.725597141,18_20
363,지??5,2203,2,0.25952135,0.01690856,0.849720324,18_20
364,문흥18,5297,6,0.811828512,0.063993869,0,18_20
365,?�정98,4355,1,0.591649449,0.016190066,0.879701029,18_20
366,첨단95,4498,4,0.382076446,0.005173157,1,18_20
367,첨단193,4485,3,0.007455234,0.005604253,0.93505806,18_20
368,금남58,4431,5,0.153013085,0.066101451,0.368942386,18_20
369,마을760,2011,3,0.176687328,0.096948795,0.93505806,18_20
370,봉선27,1684,1,0.682834022,0.060880395,0.879701029,18_20
371,금남55,3214,3,0.193233471,0.073094793,0.93505806,18_20
372,마을700,5929,1,0.405699036,0.0120707,0.879701029,18_20
373,매월16,2213,2,0.325086088,0.145566892,0.849720324,18_20
374,문흥18,4233,6,0.811828512,0.003496671,0,18_20
375,첨단40,5316,2,0.104838154,0.172390669,0.849720324,18_20
376,?�곡90,5130,5,0.019972452,0.003400872,0.368942386,18_20
377,?�림35,1031,2,0.179493802,0.026871677,0.849720324,18_20
378,첨단95,4108,6,0.382076446,0.005173157,0,18_20
379,?�림51,4505,5,0.457489669,0.011687503,0.368942386,18_20
380,?�완03,3209,3,0.8627927,0.300905302,0.93505806,18_20
381,좌석02,2134,2,0.383591598,0.021411122,0.849720324,18_20
382,?�운101,5736,2,0.124362948,0.061024094,0.849720324,18_20
383,?�림50,3118,5,0.23350551,0.073094793,0.368942386,18_20
384,진월77,2100,1,0.05886708,0.071609906,0.879701029,18_20
385,마을777,4665,2,0.175206612,0.005795852,0.849720324,18_20
386,?�완12,1045,0,0.433729339,0.16985199,0.725597141,18_20
387,봉선76,3125,5,0.026033058,0.122958279,0.368942386,18_20
388,?�정96,5167,6,0.00428719,0.017866552,0,18_20
389,마을760,2029,2,0.176687328,0.005556354,0.849720324,18_20
390,봉선37,2168,0,0.724776171,0.131101212,0.725597141,18_20
391,?�림54,1129,1,0.681146694,0.150261053,0.879701029,18_20
392,첨단20,2134,2,0.40762741,0.021411122,0.849720324,18_20
393,?�환01(?�청??,2223,1,0.296814738,0.023806102,0.879701029,18_20
394,마을788,4416,2,0.145006887,0.15064425,0.849720324,18_20
395,?�림54,4425,5,0.681146694,0.165205729,0.368942386,18_20
396,봉선37,5252,0,0.724776171,0.020261532,0.725597141,18_20
397,?�정19,2277,0,0.297141873,0.003688269,0.725597141,18_20
398,지??6,2285,5,0.083694904,0.038942377,0.368942386,18_20
399,봉선76,1144,1,0.026033058,0.003400872,0.879701029,18_20
400,?��?0,3093,3,0.045850551,0.101978254,0.93505806,18_20
401,금호36,1063,3,0.497847796,0.035302007,0.93505806,18_20
402,지??5,3190,4,0.520867769,0.037888586,1,18_20
403,매월26,4402,6,0.531215565,0.103894238,0,18_20
404,?�암68,5126,2,0.306129477,0.074962878,0.849720324,18_20
405,?�산60,4068,6,0.09011708,0.047181108,0,18_20
406,금호46,2320,3,0.430182507,0.025578388,0.93505806,18_20
407,?�곡10,5312,5,0.32899449,0.032907027,0.368942386,18_20
408,문흥39,4145,3,0.345730028,0.032380131,0.93505806,18_20
409,?�정19,4238,1,0.297141873,0.107343009,0.879701029,18_20
410,매월16,2001,6,0.325086088,0.531589788,0,18_20
411,?�암68,3285,0,0.306129477,0.019399339,0.725597141,18_20
412,진곡196,5732,3,0.177530992,0.040714662,0.93505806,18_20
413,?�암68,2274,4,0.306129477,0.154715716,1,18_20
414,지??5,2265,2,0.520867769,0.023039709,0.849720324,18_20
415,첨단95,3238,3,0.382076446,0.006897543,0.93505806,18_20
416,?�덕65,2047,6,0.018818871,0.017052258,0,18_20
417,문흥80,4425,6,0.085158402,0.165205729,0,18_20
418,?�곡38,4252,3,0.359245868,0.073717488,0.93505806,18_20
419,진월17,4244,5,0.52928719,0.081381425,0.368942386,18_20
420,금남58,1118,1,0.153013085,0.122335585,0.879701029,18_20
421,마을777,4383,1,0.175206612,0.022129616,0.879701029,18_20
