idx,name,i,r,dong_name,dist
0,광산중,5271,진곡196,우산동, 북구 
1,광산중,5271,진곡196,우산동, 광산구 
2,계수초교,2230,순환01(운천저수지),치평동, 서구 
3,백운광장,3213,진월79,주월1동, 남구 
4,보건대입구,5173,송정29,신창동, 광산구 
5,무양서원입구,5431,첨단92,월계동,월계동
6,해태제과,4137,용전84,양산동, 북구 
7,운암시장,4449,용전84,운암2동, 북구 
8,풍암금호아파트,2255,금남59,풍암동, 서구 
9,응암공원,5442,수완03,첨단1동, 광산구 
10,첨단2동행정복지센터,5445,운림51,월계동,월계동
11,문화전당역,1131,첨단95,서석동,서석동
12,주공아파트,4248,문흥18,용봉동, 북구 
13,북구청,4554,용봉83,중흥3동, 북구 
14,돌고개역(동),2164,문흥39,농성1동, 서구 
15,광주종합버스터미널,2002,매월26,광천동, 서구 
16,무진중,3199,진월79,월산동, 남구 
17,조선대병원,1150,첨단09,학동, 동구 
18,광천동,2179,임곡89,쌍촌동,쌍촌동
19,시청,2233,좌석02,치평동, 서구 
20,산정중입구,5567,송정33,산정동,산정동
21,중앙여고,4451,마을777,운암2동, 북구 
22,무등야구장,4440,임곡89,운암2동, 북구 
23,농성1동주민센터,2036,첨단30,농성1동, 서구 
24,봉선삼익아파트(남),3126,일곡28,봉선2동, 남구 
25,봉선삼익아파트(남),3126,봉선76,봉선2동, 남구 
26,학2마을아파트,1157,운림51,학동, 동구 
27,진월저수지(동),3260,송암68,진월동, 남구 
28,소촌서라아파트,5246,마을720,소촌동,소촌동
29,금호전기,5501,첨단92,오선동,오선동
30,마재대주아파트,2023,순환01(시청행),금호2동, 서구 
31,목련마을6단지,5296,문흥18,운남동, 광산구 
32,대광여고,3209,진월75,주월1동, 남구 
33,광주여대,5273,마을720,우산동, 북구 
34,광주여대,5273,마을720,우산동, 광산구 
35,무양서원입구,5431,첨단22,월계동,월계동
36,월곡일신아파트,5313,첨단20,월곡1동, 광산구 
37,수완중흥S-클래스 1차,5728,마을700,신가동, 광산구 
38,광주종합버스터미널,2001,228(화순전대병원),광천동, 서구 
39,문화예술회관후문,4443,문흥53,운암2동, 북구 
40,운암시장,4449,봉선27,운암2동, 북구 
41,상무금호아파트,2215,순환01(시청행),치평동, 서구 
42,운암중,4458,수완12,운암1동, 북구 
43,원삼각마을삼일아파트,4258,용전184,삼각동, 북구 
44,남광주역,1141,봉선27,학동, 동구 
45,광주여대,5273,금호46,우산동, 북구 
46,광주여대,5273,금호46,우산동, 광산구 
47,대성초교,3145,매월06,서동,서동
48,연제외촌,4668,용전85,연제동,연제동
49,시청,2233,지원45,치평동, 서구 
50,동강대후문,4161,봉선27,두암1동, 북구 
51,무등도서관,4174,지원15,두암2동, 북구 
52,신창동우체국,5192,마을720,신가동, 광산구 
53,광주지방기상청,4447,문흥18,운암2동, 북구 
54,도로교통공단 대신파크,4380,지원15,용봉동, 북구 
55,해태제과,4137,양산60,양산동, 북구 
56,오치한전,4377,마을788,오치2동, 북구 
57,보문고,5236,일곡38,운수동,운수동
58,무등교회,2325,금호36,매월동,매월동
59,동강대,4564,지원15,풍향동, 북구 
60,문흥1동행정복지센터,4230,문흥18,문흥1동, 북구 
61,CBS방송국,2013,금호46,금호1동, 서구 
62,동구청,1041,석곡87,서석동,서석동
63,운암시장,4449,수완49,운암2동, 북구 
64,양산택지사거리,4573,용전85,양산동, 북구 
65,문화중,4418,지원15,우산동, 북구 
66,문화중,4418,지원15,우산동, 광산구 
67,염주체육관,2311,매월16,화정4동, 서구 
68,전남대사거리(동),4348,송암47,중흥2동, 북구 
69,대반초교,5318,봉선37,월곡2동, 광산구 
70,염주사거리(동),2305,송암73,화정3동, 서구 
71,전남여고,1128,금남58,궁동,궁동
72,첨단초교,5420,첨단23,첨단1동, 광산구 
73,예술의거리입구,1126,문흥39,금남로4가,금남로4가
74,상무대우아파트,2217,상무64,치평동, 서구 
75,용봉2휴먼시아아파트,4353,금남57,신안동, 북구 
76,송정I.C,5207,마을720,신촌동,신촌동
77,일곡삼호아파트,4581,용전86,일곡동, 북구 
78,삼각그린타운,4255,매월26,삼각동, 북구 
79,광주종합버스터미널,2001,매월16,광천동, 서구 
80,유창아파트,4402,금남57,용봉동, 북구 
81,염주사거리(동),2304,송암74,화정3동, 서구 
82,원광대한방병원,2252,순환01(운천저수지),풍암동, 서구 
83,승촌,3034,대촌70,승촌동,승촌동
84,동명고,5225,봉선37,서봉동,서봉동
85,삼각그린타운,4252,첨단30,삼각동, 북구 
86,동구청,1044,518,광산동,광산동
87,서방시장(남),4566,충효187,풍향동, 북구 
88,양동시장역(천변),2169,용전84,유동,유동
89,무등시장입구(남),3211,지원45,주월2동, 남구 
90,신안동행정복지센터,4340,금남58,신안동, 북구 
91,동림푸른마을,4152,매월16,동림동, 북구 
92,영천초교,5311,일곡10,월곡1동, 광산구 
93,해태아파트,2279,송암47,내방동,내방동
94,서창입구,2134,송암73,벽진동,벽진동
95,신동아아파트,5399,마을700,비아동, 광산구 
96,무등도서관,4175,석곡87,두암2동, 북구 
97,도로교통공단 대신파크,4379,용봉83,용봉동, 북구 
98,신세계백화점,2274,금호36,농성1동, 서구 
99,518민주화운동기록관,1137,매월61(칠석),금남로3가,금남로3가
100,살레시오여고,1017,일곡28,동명동, 동구 
101,서남하이츠(국제양궁장),3225,지원45,주월2동, 남구 
102,운암3단지,4455,문흥18,운암1동, 북구 
103,문성고,3120,송암68,봉선2동, 남구 
104,백운광장,3213,첨단95,주월1동, 남구 
105,신안사거리,4342,수완49,신안동, 북구 
106,시청,2233,송암68,치평동, 서구 
107,KT&G광주공장,4078,양산60,양산동, 북구 
108,신흥맨션,4181,송암74,두암2동, 북구 
109,남광주농협,3207,수완03,주월1동, 남구 
110,금호초교,2076,송암72,상무2동, 서구 
111,까치고개,3189,마을715(대촌),백운2동, 남구 
112,상무대우아파트,2217,518,치평동, 서구 
113,운암초교,4460,수완49,운암1동, 북구 
114,교대금호어울림,4563,봉선27,풍향동, 북구 
115,송정파출소(북),5209,진월75,신촌동,신촌동
116,지원2동행정복지센터입구,1099,지원152(도웅리),용산동,용산동
117,비아중흥아파트,5101,첨단20,도천동,도천동
118,샛터코아,4241,문흥18,문흥1동, 북구 
119,남광주역,1142,첨단95,학동, 동구 
120,용전사거리(북),4104,지원15,용전동,용전동
121,대광여고,3209,진월79,주월1동, 남구 
122,로제비앙아파트,1691,마을715(대촌),산수1동, 동구 
123,북부경찰서,4368,마을788,오치2동, 북구 
124,오치주공,4374,첨단23,오치2동, 북구 
125,엔씨백화점,4539,첨단30,중흥1동, 북구 
126,첨단도서관,5416,봉선27,월계동,월계동
127,동강대후문,4161,일곡28,두암1동, 북구 
128,호남맨션,1040,운림35,산수2동, 동구 
129,국립광주과학관,4023,금호46,오룡동,오룡동
130,고려고,4250,첨단23,삼각동, 북구 
131,양림휴먼시아1차,3080,봉선27,방림1동, 남구 
132,동명회/송원고,2243,송암47,풍암동, 서구 
133,평화맨션,4557,일곡38,중흥3동, 북구 
134,서광주세무서,2075,송정19,상무2동, 서구 
135,전남여고,1129,지원152(도웅리),장동,동구
136,유니버시아드힐스테이트,2297,매월61(세하),화정2동, 서구 
137,송정모아아파트,5150,송암73,송정1동, 광산구 
138,상무금호아파트,2215,운림50,치평동, 서구 
139,우주선어린이공원입구,5969,선운101,장덕동,장덕동
140,백화아파트,1144,봉선76,학동, 동구 
141,광산중,5272,진곡196,우산동, 북구 
142,광산중,5272,진곡196,우산동, 광산구 
143,시립민속박물관,4202,송정29,매곡동, 북구 
144,신용마을,4055,첨단95,월출동,월출동
145,아리랑고개,5257,진곡196,신촌동,신촌동
146,동산마을입구,1154,운림54,운림동,운림동
147,첨단휴먼시아,4612,마을700,연제동,연제동
148,서방사거리육교,1010,송정19,계림1동, 동구 
149,문화전당역,1130,금남55,광산동,광산동
150,풍암금호아파트,2256,금남59,풍암동, 서구 
151,비아중흥아파트,5100,첨단20,도천동,도천동
152,양동시장역(북),2168,봉선37,양동, 서구 
153,효천초교,3287,진월75,행암동,행암동
154,전남공고입구,5198,봉선27,신창동, 광산구 
155,모아제일아파트,2065,상무63,상무1동, 서구 
156,용봉2휴먼시아아파트,4413,매월26,용봉동, 북구 
157,중흥시장,4538,송정19,중흥1동, 북구 
158,제2수원지,1174,지원52,용연동,용연동
159,동천마을1단지,4154,문흥39,동천동, 서구 
160,덕산아파트,4160,일곡28,두암1동, 북구 
161,운암벽산블루밍,4431,송암72,운암3동, 북구 
162,까치고개,3190,수완12,월산동, 남구 
163,운암중,4458,송정29,운암1동, 북구 
164,녹동,1083,지원45,월남동,월남동
165,신안사거리,4342,용봉83,신안동, 북구 
166,살레시오고,4466,금남57,일곡동, 북구 
167,국립아시아문화전당(구.도청),1122,문흥80,금남로1가,금남로1가
168,송정모아아파트,5151,송암73,송정1동, 광산구 
169,전대치과병원,4352,상무64,신안동, 북구 
170,진월리채3차,3253,금남55,진월동, 남구 
171,광주다문화가족지원거점센터,4010,송정33,양산동, 북구 
172,한국병원,2205,금호36,상무1동, 서구 
173,삼우아파트,2194,지원25,내방동,내방동
174,문흥지구입구(남),4239,석곡87,각화동,각화동
175,한국국토정보공사,2238,선운14,치평동, 서구 
176,대성사거리,3195,대촌170,백운1동, 남구 
177,비아농협,5095,첨단192,비아동, 광산구 
178,서영대,4428,문흥18,운암1동, 북구 
179,양산호수공원,4080,첨단30,양산동, 북구 
180,4.19기념관,1005,송정98,계림1동, 동구 
181,광주지방경찰청입구,5658,마을701,우산동, 북구 
182,광주지방경찰청입구,5658,마을701,우산동, 광산구 
183,운암시장,4448,마을777,운암2동, 북구 
184,광산구노인복지회관,5289,마을720,운남동, 광산구 
185,운남삼성아파트,5305,송정29,운남동, 광산구 
186,금호아파트,4215,두암81(각화초교),각화동,각화동
187,봉선삼익사거리,3129,봉선37,봉선2동, 남구 
188,무양서원,5429,첨단92,월계동,월계동
189,고내입구,4007,첨단20,월출동,월출동
190,동림푸른마을,4151,수완12,동림동, 북구 
191,금남로5가역,1114,첨단95,금남로5가,금남로5가
192,서창농협,2019,금호36,금호1동, 서구 
193,호남샤니,5576,진곡196,장덕동,장덕동
194,빛고을고입구,4617,일곡10,신용동, 북구 
195,광천치안센터,2003,송암47,광천동, 서구 
196,신흥목재포장,5503,마을700,안청동,안청동
197,봉선1동행정복지센터,3108,금남59,봉선1동, 남구 
198,학2마을아파트,1157,첨단09,학동, 동구 
199,예술의거리입구,1127,진월07,대인동,대인동
200,서남동행정복지센터,1050,송정98,서석동,서석동
201,동림푸른마을,4152,송정29,동림동, 북구 
202,송정초교,5010,선운101,도산동, 광산구 
203,모아제일아파트,2064,금호46,상무1동, 서구 
204,신세계백화점,2276,수완12,화정1동, 서구 
205,동부소방서,1118,좌석02,대인동,대인동
206,대성여고,3236,송암73,진월동, 남구 
207,연제외촌입구,4629,마을799,연제동,연제동
208,어등초교,5310,진곡196,우산동, 북구 
209,어등초교,5310,진곡196,우산동, 광산구 
210,광산구청,5217,송정98,송정2동, 광산구 
211,응암공원,5442,송정33,첨단1동, 광산구 
212,송화마을3단지,3263,봉선76,진월동, 남구 
213,풍암한국아파트,2266,지원45,풍암동, 서구 
214,금남로4가역,1112,금남57,금남로5가,금남로5가
215,거진,4004,첨단95,용두동,용두동
216,염주맨션,2290,매월61(세하),화정2동, 서구 
217,광주종합버스터미널,2001,유덕65,광천동, 서구 
218,화훼단지,2155,매월26,매월동,매월동
219,신암마을,2248,금남59,풍암동, 서구 
220,주월중입구,3218,봉선27,주월1동, 남구 
221,신가주공아파트,5186,마을720,신가동, 광산구 
222,전남대병원/남광주시장,1147,금남59,학동, 동구 
223,각화무등파크,4173,금남55,각화동,각화동
224,주남,1090,봉선37,월남동,월남동
225,경신여고(일방로),4436,용전85,운암2동, 북구 
226,진월대주아파트,3242,진월78,진월동, 남구 
227,첨단2동행정복지센터,5446,마을720,월계동,월계동
228,광주종합버스터미널,2001,수완03,광천동, 서구 
229,광주학생독립운동기념관,2078,매월61(세하),상무2동, 서구 
230,신가중,5188,송정29,신가동, 광산구 
231,광주대입구,3228,송암31,진월동, 남구 
232,영천초교,5312,마을720,월곡1동, 광산구 
233,양지초교,4070,마을788,양산동, 북구 
234,풍암한국아파트,2267,금남59,풍암동, 서구 
235,빛고을CC,3273,수완03,노대동,노대동
236,삼익세라믹,1155,지원152(능주역),학동, 동구 
237,동구청,1044,봉선37,광산동,광산동
238,광산중,5272,송정29,우산동, 북구 
239,광산중,5272,송정29,우산동, 광산구 
240,인성고,3167,송암68,송하동,송하동
241,광주여대,5273,송정98,우산동, 북구 
242,광주여대,5273,송정98,우산동, 광산구 
243,서남하이츠(국제양궁장),3226,지원45,주월1동, 남구 
244,수완진흥더루벤스,5761,선운101,장덕동,장덕동
245,국립아시아문화전당(구.도청),1123,지원45,금남로2가,동구
246,정광고입구,5262,마을720,소촌동,소촌동
247,송암동,3157,송암68,행암동,행암동
248,풍암한국아파트,2267,진월75,풍암동, 서구 
249,동부소방서,1117,대촌70,대인동,대인동
250,남부대,5427,첨단09,산월동,산월동
251,해태아파트,2206,송암47,내방동,내방동
252,삼각그린타운,4252,송정29,삼각동, 북구 
253,인탑스(서),5902,마을700,용동,용동
254,임곡교,5079,임곡90,선동,선동
255,주남,1090,지원152(도웅리),월남동,월남동
256,교육대,4560,문흥80,계림2동, 동구 
257,전남여고,1129,수완49,장동,동구
258,시청,2232,순환01(시청행),치평동, 서구 
259,신가동,5304,일곡10,운남동, 광산구 
260,운암3단지,4432,봉선27,운암3동, 북구 
261,신안교,4339,매월26,신안동, 북구 
262,문흥라인아파트,4236,문흥39,문흥1동, 북구 
263,송산유원지(종점),5249,선운14,박호동,박호동
264,아리랑고개,5257,첨단20,신촌동,신촌동
265,광암교입구,4437,양산60,운암2동, 북구 
266,보건환경연구원,2354,송암73,화정4동, 서구 
267,남구문화예술회관,3115,송정98,봉선2동, 남구 
268,국립아시아문화전당(구.도청),1123,수완12,금남로2가,동구
269,동림푸른마을,4151,송정29,동림동, 북구 
270,봉선대화아파트,3122,금남59,봉선2동, 남구 
271,보건대입구,5173,매월16,신창동, 광산구 
272,전남대공과대학,4411,용전184,용봉동, 북구 
273,화정우성아파트,2448,금남59,화정4동, 서구 
274,상무호반3차,2069,518,상무1동, 서구 
275,동부소방서,1117,지원52,대인동,대인동
276,쌍암공원,5401,첨단09,첨단1동, 광산구 
277,서영대,4427,마을777,운암1동, 북구 
278,광주역,4334,두암81(무등파크),신안동, 북구 
279,국립아시아문화전당(구.도청),1122,228(화순전대병원),금남로1가,금남로1가
280,금남로5가역,1114,운림51,금남로5가,금남로5가
281,화정남초교,2316,금남59,화정4동, 서구 
282,운암3단지,4455,금남58,운암1동, 북구 
283,문산중,4228,문흥18,문흥1동, 북구 
284,봉선대화아파트,3122,일곡28,봉선2동, 남구 
285,쌍암공원,5402,첨단09,첨단1동, 광산구 
286,김대중컨벤션센터(마륵)역,2132,송정19,마륵동,마륵동
287,장덕농협,5542,첨단94,장덕동,장덕동
288,기아자동차,2270,송암47,화정1동, 서구 
289,동천마을6단지,4429,양산60,운암1동, 북구 
290,신창동우체국,5192,첨단40,신가동, 광산구 
291,동림삼익아파트,4148,첨단30,동림동, 북구 
292,광주농수산물유통센터(북),5742,송정33,신가동, 광산구 
293,동명고,5225,일곡38,서봉동,서봉동
294,전자공고,5444,매월16,산월동,산월동
295,일곡초교,4481,일곡10,일곡동, 북구 
296,광주종합버스터미널,2001,518,광천동, 서구 
297,광천치안센터,2003,매월26,광천동, 서구 
298,월곡시장,5315,첨단20,월곡2동, 광산구 
299,호남대,5266,임곡90,서봉동,서봉동
300,마산(서창),2106,운림50,벽진동,벽진동
301,보건환경연구원,2354,진월77,화정4동, 서구 
302,월산(삼각동),4471,용전184,일곡동, 북구 
303,전남대,4347,첨단30,신안동, 북구 
304,주남,1090,지원25,월남동,월남동
305,한국은행,2242,지원25,치평동, 서구 
306,어등초교,5310,송정29,우산동, 북구 
307,어등초교,5310,송정29,우산동, 광산구 
308,양동시장역(남),2165,지원56,양동, 서구 
309,광주은행북부지점,4511,송정19,유동,유동
310,유니버시아드힐스테이트,2297,매월61(칠석),화정2동, 서구 
311,동일물산,5931,마을700,안청동,안청동
312,일곡초교,4481,지원15,일곡동, 북구 
313,서남하이츠(국제양궁장),3225,송암47,주월2동, 남구 
314,남광주농협,3208,송정98,주월1동, 남구 
315,광주역,4333,송암72,신안동, 북구 
316,두암라인동산아파트,4185,두암81(각화초교),두암3동, 북구 
317,전남대동문,4409,419,용봉동, 북구 
318,대동고,2100,일곡28,매월동,매월동
319,5.18자유공원,2209,순환01(운천저수지),치평동, 서구 
320,봉선삼익아파트(남),3126,봉선37,봉선2동, 남구 
321,문흥중앙초교,4245,문흥80,문흥2동, 북구 
322,소태역,1095,지원45,지원1동, 동구 
323,시립장애인복지관,4157,운림51,동림동, 북구 
324,운암3단지,4455,매월16,운암1동, 북구 
325,국립아시아문화전당(구.도청),1123,518,금남로2가,동구
326,첨단2동행정복지센터,5446,임곡91,월계동,월계동
327,비엔날레전시관입구,4382,마을777(우치공원),용봉동, 북구 
328,롯데칠성,4030,첨단23,양산동, 북구 
329,첨단2호반아파트,4622,첨단22,연제동,연제동
330,삼원맨션,4384,용봉83,용봉동, 북구 
331,광주농수산물유통센터(북),5743,송정33,신가동, 광산구 
332,목련마을6단지,5296,송정29,운남동, 광산구 
333,전남고입구,2145,첨단20,마륵동,마륵동
334,서남하이츠(국제양궁장),3226,순환01(운천저수지),주월1동, 남구 
335,CBS방송국,2013,진월77,금호1동, 서구 
336,보문고,5236,송정296,운수동,운수동
337,대성여고,3235,진월77,진월동, 남구 
338,엔씨백화점,4539,송암72,중흥1동, 북구 
339,현대자동차,2008,임곡89,광천동, 서구 
340,백운우체국,3091,송암68,백운2동, 남구 
341,수완우미린2차,5700,문흥39,수완동, 광산구 
342,운림중,1160,운림35,운림동,운림동
343,예술의거리입구,1127,매월06,대인동,대인동
344,광천초교,2033,임곡89,농성1동, 서구 
345,진월남양휴튼,3279,봉선76,진월동, 남구 
346,학동증심사입구역,1151,지원45,학동, 동구 
347,서방시장(남),4566,송암47,풍향동, 북구 
348,염주사거리(동),2305,운림50,화정3동, 서구 
349,풍암SK뷰,2346,마을760,풍암동, 서구 
350,5.18자유공원,2209,상무64,치평동, 서구 
351,월곡시장,5316,송정29,월곡1동, 광산구 
352,광주호호수생태원,4325,충효187,충효동,충효동
353,장등동,4311,문흥39,장등동,장등동
354,송정I.C,5206,송정29,신촌동,신촌동
355,보건대입구,5173,봉선27,신창동, 광산구 
356,칠성마을,2203,지원25,쌍촌동,쌍촌동
357,목련마을6단지,5297,문흥18,운남동, 광산구 
358,태봉새마을금고,4355,송정98,신안동, 북구 
359,임동행정복지센터,4498,첨단95,임동, 북구 
360,일동초교,4485,첨단193,일곡동, 북구 
361,운암벽산블루밍,4431,금남58,운암3동, 북구 
362,금호한국아파트,2011,마을760,금호1동, 서구 
363,용산지구대성베르힐,1684,봉선27,용산동,용산동
364,봉선대화아파트,3214,금남55,주월1동, 남구 
365,서암기계,5929,마을700,안청동,안청동
366,농협운천지점,2213,매월16,치평동, 서구 
367,문흥금호아파트,4233,문흥18,문흥1동, 북구 
368,월곡시장,5316,첨단40,월곡1동, 광산구 
369,도림,5130,임곡90,도덕동,도덕동
370,산수2동행정복지센터,1031,운림35,산수2동, 동구 
371,지산입구,4108,첨단95,지야동,북구
372,임동한국아델리움1차,4505,운림51,임동, 북구 
373,대광여고,3209,수완03,주월1동, 남구 
374,서창입구,2134,좌석02,벽진동,벽진동
375,수완양우내안애,5736,선운101,수완동, 광산구 
376,라인효친,3118,운림50,봉선2동, 남구 
377,대동고,2100,진월77,매월동,매월동
378,동천6단지,4665,마을777,운암1동, 북구 
379,전남대병원오거리,1045,수완12,남동,남동
380,봉선삼익아파트(남),3125,봉선76,봉선2동, 남구 
381,영광통사거리,5167,송정96,송정2동, 광산구 
382,마재호반아파트,2029,마을760,금호2동, 서구 
383,전남여고,1129,운림54,장동,동구
384,서창입구,2134,첨단20,벽진동,벽진동
385,상무쌍용금호아파트,2223,순환01(시청행),치평동, 서구 
386,말바우시장(서),4416,마을788,우산동, 북구 
387,말바우시장(서),4416,마을788,우산동, 광산구 
388,말바우시장(남),4425,운림54,우산동, 북구 
389,말바우시장(남),4425,운림54,우산동, 광산구 
390,광산경찰서,5252,봉선37,운수동,운수동
391,잿등,2277,송정19,내방동,내방동
392,화정현대아파트,2285,지원56,화정1동, 서구 
393,백운우체국,3093,대촌70,백운2동, 남구 
394,동산초교옆,1063,금호36,지산2동, 동구 
395,까치고개,3190,지원45,월산동, 남구 
396,유창아파트,4402,매월26,용봉동, 북구 
397,대성사거리,5126,송암68,월산동, 남구 
398,양산호반2차,4068,양산60,본촌동,본촌동
399,만호마을,2320,금호46,금호1동, 서구 
400,영천초교,5312,일곡10,월곡1동, 광산구 
401,동천동행정복지센터,4145,문흥39,동천동, 서구 
402,문흥중,4238,송정19,문흥1동, 북구 
403,대동마을,3285,송암68,행암동,행암동
404,장덕마을,5732,진곡196,수완동, 광산구 
405,신세계백화점,2274,송암68,농성1동, 서구 
406,풍암저수지,2265,지원45,풍암동, 서구 
407,빛고을노인건강타운,3238,첨단95,행암동,행암동
408,서광주전화국,2047,유덕65,농성1동, 서구 
409,말바우시장(남),4425,문흥80,우산동, 북구 
410,말바우시장(남),4425,문흥80,우산동, 광산구 
411,삼각그린타운,4252,일곡38,삼각동, 북구 
412,문흥명지아파트,4244,진월17,문흥2동, 북구 
413,동부소방서,1118,금남58,대인동,대인동
414,비엔날레전시관입구,4383,마을777,용봉동, 북구 
415,한국병원,2278,송암72,쌍촌동,쌍촌동
416,산동교,5177,봉선27,신창동, 광산구 
417,금호초교,2076,순환01(운천저수지),상무2동, 서구 
418,국립아시아문화전당(구.도청),1122,금호36,금남로1가,금남로1가
419,한국은행,2241,매월16,치평동, 서구 
420,모아제일아파트,2065,선운14,상무1동, 서구 
421,주월주택단지,3105,지원25,백운2동, 남구 
422,일곡삼호아파트,4580,지원15,일곡동, 북구 
423,신성화학,5526,첨단20,흑석동,흑석동
424,상무1동행정복지센터,2066,송암47,내방동,내방동
425,광주대,3229,진월77,진월동, 남구 
426,양동시장역(북),2168,첨단30,양동, 서구 
427,시청,2232,518,치평동, 서구 
428,두암주공입구,4188,운림35,두암1동, 북구 
429,남구청,3280,봉선27,주월1동, 남구 
430,신가주공아파트,5186,첨단09,신가동, 광산구 
431,어룡초교,5258,마을720,소촌동,소촌동
432,은빛마을,5721,일곡10,수완동, 광산구 
433,삼익세라믹,1156,지원152(능주역),학동, 동구 
434,문흥중,4238,첨단23,문흥1동, 북구 
435,대성초교,3138,송암74,서동,서동
436,대성여고,3235,진월78,진월동, 남구 
437,효령노인복지타운,4093,용전86,효령동,효령동
438,송하삼익아파트,3160,진월17,송하동,송하동
439,치평중,2090,금호36,상무2동, 서구 
440,신가주공아파트,5185,첨단09,신가동, 광산구 
441,KT&G광주공장,4078,첨단30,양산동, 북구 
442,양동시장역(북),2167,매월61(칠석),양동, 서구 
443,대인시장(동),1007,운림54,계림1동, 동구 
444,동구문화센터,1108,지원15,지원1동, 동구 
445,성덕교,5711,수완12,수완동, 광산구 
446,살레시오고입구,4469,일곡28,일곡동, 북구 
447,공구의거리,4444,송정98,운암2동, 북구 
448,월곡일신아파트,5314,첨단40,월곡1동, 광산구 
449,수완우미린2차,5700,선운101,수완동, 광산구 
450,북성중,4521,첨단95,유동,유동
451,신창호반아파트,5114,첨단40,신창동, 광산구 
452,대주빌라,4183,금호36,두암3동, 북구 
453,앰코코리아,4060,첨단20,오룡동,오룡동
454,광주병원,4171,송암47,두암2동, 북구 
455,첨단1동행정복지센터,5410,마을700,첨단1동, 광산구 
456,광주역,4334,228(화순전대병원),신안동, 북구 
457,광주무역회관,5768,금호46,우산동, 북구 
458,광주무역회관,5768,금호46,우산동, 광산구 
459,공구단지,2092,진월77,매월동,매월동
460,월곡일신아파트,5313,금호46,월곡1동, 광산구 
461,동명회/송원고,2244,송암73,풍암동, 서구 
462,상무호반3차,2069,첨단22,상무1동, 서구 
463,첨단라인아파트,5449,금호46,첨단1동, 광산구 
464,삼우아파트,2193,지원25,내방동,내방동
465,주월주택단지,3105,송암31,백운2동, 남구 
466,월산초교,3202,진월79,월산동, 남구 
467,염주체육관,2310,첨단20,화정4동, 서구 
468,풍암우미아파트,2262,지원45,풍암동, 서구 
469,월곡시장,5316,문흥18,월곡1동, 광산구 
470,금호한국아파트,2011,지원45,금호1동, 서구 
471,김대중컨벤션센터(마륵)역,2131,첨단20,마륵동,마륵동
472,봉선삼익아파트(남),3125,봉선37,봉선2동, 남구 
473,대광여고,3209,진월17,주월1동, 남구 
474,두산위브아파트,1692,마을715(대촌),계림2동, 동구 
475,지원2동행정복지센터입구,1098,봉선76,용산동,용산동
476,주월중입구,3218,송정98,주월1동, 남구 
477,살레시오여고,1017,진월17,동명동, 동구 
478,운남삼성아파트,5306,문흥18,운남동, 광산구 
479,운천역,2087,대촌69,상무2동, 서구 
480,교대금호어울림,4563,운림35,풍향동, 북구 
481,오치초교,4375,마을777,오치2동, 북구 
482,태봉새마을금고,4355,금남58,신안동, 북구 
483,보훈병원,5435,운림51,산월동,산월동
484,서산초교,4370,용전184,오치2동, 북구 
485,용주초교,4400,금남57,용봉동, 북구 
486,첨단2체육공원,4644,송정33,연제동,연제동
487,오치초교,4376,첨단30,용봉동, 북구 
488,신창부영1차아파트,5110,첨단40,신창동, 광산구 
489,상무라인대주,2218,518,치평동, 서구 
490,동명회/송원고,2243,진월17,풍암동, 서구 
491,건강협회,2052,지원56,농성2동, 서구 
492,국립아시아문화전당(구.도청),1122,좌석02,금남로1가,금남로1가
493,두암주공입구,4163,일곡28,두암1동, 북구 
494,광주병원,4170,문흥39,두암2동, 북구 
495,봉선삼익아파트(남),3125,봉선27,봉선2동, 남구 
496,광명하이츠후문,2176,일곡38,쌍촌동,쌍촌동
497,북구청,4553,송정19,중흥3동, 북구 
498,말바우시장(남),4425,지원15,우산동, 북구 
499,말바우시장(남),4425,지원15,우산동, 광산구 
500,삼각그린타운,4252,마을788,삼각동, 북구 
501,상수도광산사업소,5267,첨단20,우산동, 북구 
502,상수도광산사업소,5267,첨단20,우산동, 광산구 
503,백운광장,3212,진월177,주월1동, 남구 
504,금호초교,2076,금호46,상무2동, 서구 
505,공항역,5203,일곡38,신촌동,신촌동
506,광주은행북부지점,4510,송정19,유동,유동
507,신가우미아파트,5184,일곡10,신가동, 광산구 
508,농장다리,1014,1187,지산1동, 동구 
509,하남중,5288,송정98,산정동,산정동
510,양림휴먼시아2차,3078,지원56,방림1동, 남구 
511,북부경찰서,4369,일곡38,오치2동, 북구 
512,한국국토정보공사,2237,운림50,치평동, 서구 
513,대인광장(동),4515,1187,북동,북동
514,대인시장(동),1007,석곡87,계림1동, 동구 
515,수완모아엘가,5745,금호46,수완동, 광산구 
516,내남입구,1075,228(화순전대병원),내남동,내남동
517,선운중학교,5868,선운14,선암동,선암동
518,보훈병원후문,5438,봉선27,산월동,산월동
519,일곡초교,4480,지원15,일곡동, 북구 
520,조선대,1047,순환01(시청행),서석동,서석동
521,경신여고,4435,매월26,운암2동, 북구 
522,등촌,4280,석곡87,청풍동,청풍동
523,마재대주아파트,2023,매월26,금호2동, 서구 
524,남광주농협,3208,진월17,주월1동, 남구 
525,중앙초교,5263,봉선37,소촌동,소촌동
526,염주맨션,2303,송암74,화정3동, 서구 
527,오치한전,4361,송정19,오치1동, 북구 
528,송암공단,3154,진월75,송하동,송하동
529,신가주공아파트,5186,일곡10,신가동, 광산구 
530,서구국민체육센터,2437,금남59,풍암동, 서구 
531,문성고,3121,금남55,봉선2동, 남구 
