idx,name,i,r,dong_name,dist
4644,남구문화예술회관,3114,봉선27,봉선2동, 남구 
4645,광주종합버스터미널,2002,양산60,광천동, 서구 
4646,광주농수산물유통센터(북),5743,수완03,신가동, 광산구 
4647,진월대주아파트,3242,일곡28,진월동, 남구 
4648,농협운천지점,2213,지원25,치평동, 서구 
4649,전남대사거리(동),4348,진월07,중흥2동, 북구 
4650,일곡초교,4481,일곡38,일곡동, 북구 
4651,염주사거리(동),2305,매월61(칠석),화정3동, 서구 
4652,서방시장(남),4421,운림54,우산동, 북구 
4653,서방시장(남),4421,운림54,우산동, 광산구 
4654,송정파출소(북),5208,일곡38,신촌동,신촌동
4655,동산마을입구,1154,수완12,운림동,운림동
4656,죽곡(북),4320,석곡87,망월동,북구
4657,용두주공,4084,마을799,용두동,용두동
4658,살레시오여고,1018,수완03,동명동, 동구 
4659,봉선삼익사거리,3129,지원56,봉선2동, 남구 
4660,살레시오여고,1018,금호36,동명동, 동구 
4661,고려고,4250,금남57,삼각동, 북구 
4662,광주송정역,5159,송정296,송정2동, 광산구 
4663,일곡사거리,4475,매월26,일곡동, 북구 
4664,대성여고,3236,일곡28,진월동, 남구 
4665,4.19기념관,1005,금남55,계림1동, 동구 
4666,첨단호반3차아파트,5458,운림51,산월동,산월동
4667,동림푸른마을,4151,송암72,동림동, 북구 
4668,성촌마을/전통문화관,1158,운림50,운림동,운림동
4669,학강초교,3175,금남55,양림동, 남구 
4670,큰별초교,5179,수완49,신가동, 광산구 
4671,소촌금호아파트,5279,선운101,우산동, 북구 
4672,소촌금호아파트,5279,선운101,우산동, 광산구 
4673,양산호수공원,4079,마을788,양산동, 북구 
4674,풍영정천1교,5301,첨단40,운남동, 광산구 
4675,용봉초교,4345,송암72,신안동, 북구 
4676,모아제일아파트,2065,마을760,상무1동, 서구 
4677,월드컵경기장,2253,첨단20,풍암동, 서구 
4678,코카콜라,4119,첨단23,양산동, 북구 
4679,시청,2233,첨단22,치평동, 서구 
4680,남구청,3280,송암68,주월1동, 남구 
4681,대성여고,3235,진월75,진월동, 남구 
4682,학동무등파크,1163,봉선76,학동, 동구 
4683,돌고개역(서),2042,봉선37,농성1동, 서구 
4684,동구문화센터,1108,지원25,지원1동, 동구 
4685,송원대,3161,진월07,송하동,송하동
4686,수완진흥더루벤스,5762,진곡196,장덕동,장덕동
4687,중앙여고,4451,용봉83,운암2동, 북구 
4688,문화전당역,1130,운림51,광산동,광산동
4689,영광통사거리,5168,송정96,송정2동, 광산구 
4690,양림휴먼시아2차,3079,진월17,방림1동, 남구 
4691,서광주세무서,2075,송암72,상무2동, 서구 
4692,대동고,2100,매월61(칠석),매월동,매월동
4693,동천동행정복지센터,4145,상무63,동천동, 서구 
4694,신아산,5109,첨단192,비아동, 광산구 
4695,동구청,1041,지원152(도웅리),서석동,서석동
4696,유창아파트,4401,419,용봉동, 북구 
4697,장덕마을,5731,진곡196,수완동, 광산구 
4698,유덕초교,2198,마을799,유촌동,서구
4699,한국생산기술연구원,4132,매월16,오룡동,오룡동
4700,상무중,2080,송암73,상무2동, 서구 
4701,대광여고,3210,일곡28,주월1동, 남구 
4702,산수시장,1025,1187,산수1동, 동구 
4703,신안교,4338,상무64,신안동, 북구 
4704,문흥고가,4223,문흥39,각화동,각화동
4705,동부소방서,1118,마을715(대촌),대인동,대인동
4706,광주송정역,5159,송정19,송정2동, 광산구 
4707,금호모아아파트,2021,매월26,금호2동, 서구 
4708,지원2동행정복지센터입구,1098,지원25,용산동,용산동
4709,수완중흥S-클래스 1차,5727,금호46,신가동, 광산구 
4710,운암우미아파트,4457,봉선27,운암3동, 북구 
4711,신창용수마을,5189,송정29,신창동, 광산구 
4712,상선,5471,진곡196,복룡동,광산구
4713,소촌금호아파트,5279,진곡196,우산동, 북구 
4714,소촌금호아파트,5279,진곡196,우산동, 광산구 
4715,어등초교,5309,봉선37,우산동, 북구 
4716,어등초교,5309,봉선37,우산동, 광산구 
4717,학동증심사입구역,1151,수완12,학동, 동구 
4718,동성고,3240,송암73,진월동, 남구 
4719,자연과학고,4367,운림35,오치1동, 북구 
4720,송암동,3157,진월78,행암동,행암동
4721,국제고,4254,송정29,삼각동, 북구 
4722,시청,2232,좌석02,치평동, 서구 
4723,원광대한방병원,2251,송암47,풍암동, 서구 
4724,광주농수산물유통센터(북),5742,마을700,신가동, 광산구 
4725,시청,2232,지원25,치평동, 서구 
4726,하남2지구,5753,문흥18,산정동,산정동
4727,말바우시장(동),4165,두암181,두암1동, 북구 
4728,금남로5가역,1114,수완49,금남로5가,금남로5가
4729,염주체육관,2310,매월26,화정4동, 서구 
4730,방림삼거리,3085,운림50,방림2동, 남구 
4731,동구노인종합복지관,1015,두암81(각화초교),동명동, 동구 
4732,풍암우미아파트,2262,진월75,풍암동, 서구 
4733,평화맨션,4557,송정19,중흥3동, 북구 
4734,중흥시장,4537,지원152(능주역),중흥1동, 북구 
4735,말바우시장(서),4417,일곡38,우산동, 북구 
4736,말바우시장(서),4417,일곡38,우산동, 광산구 
4737,평화맨션,4557,문흥80,중흥3동, 북구 
4738,마재부영아파트,2025,진월77,금호2동, 서구 
4739,목련마을,5294,송정29,운남동, 광산구 
4740,대반초교,5318,마을700,월곡2동, 광산구 
4741,계림사거리,1002,419,계림1동, 동구 
4742,학촌,3071,대촌70,월성동,남구
4743,일곡삼호아파트,4580,일곡10,일곡동, 북구 
4744,흑석사거리(서),5580,수완12,하남동, 광산구 
4745,우치공원,4094,용전184,생용동,북구
4746,마재종원아파트,2028,진월77,금호2동, 서구 
4747,CBS방송국,2013,매월61(칠석),금호1동, 서구 
4748,비아119안전센터(서),5099,첨단20,도천동,도천동
4749,국립아시아문화전당(구.도청),1122,수완12,금남로1가,금남로1가
4750,동명회/송원고,2244,진월17,풍암동, 서구 
4751,하완마을,5746,수완49,수완동, 광산구 
4752,해태아파트,2279,상무64,내방동,내방동
4753,무등스크린,5898,진곡196,오선동,오선동
4754,전남대병원오거리,1045,금남59,남동,남동
4755,송원대,3161,수완03,송하동,송하동
4756,첨단생활체육공원,5455,송정33,산월동,산월동
4757,오치한전,4361,진월07,오치1동, 북구 
4758,말바우시장(동),4164,운림54,우산동, 북구 
4759,말바우시장(동),4164,운림54,우산동, 광산구 
4760,양림휴먼시아1차,3081,봉선27,방림1동, 남구 
4761,백운광장,3212,진월07,주월1동, 남구 
4762,임동한국아델리움2차,4504,매월16,임동, 북구 
4763,풍암한국아파트,2266,금남59,풍암동, 서구 
4764,지산초교,4112,첨단95,지야동,북구
4765,일곡사거리,4474,진월07,일곡동, 북구 
4766,화정현대아파트,2285,송암31,화정1동, 서구 
4767,기아차정문,2007,지원25,내방동,내방동
4768,풍암한신아파트,2268,진월78,풍암동, 서구 
4769,두암초교,4189,마을788,두암3동, 북구 
4770,고려고,4251,마을788,삼각동, 북구 
4771,현대자동차,2051,마을760,광천동, 서구 
4772,유덕초교,2198,상무63,유촌동,서구
4773,운천초교,2236,상무64,치평동, 서구 
4774,신가우미아파트,5183,첨단40,신가동, 광산구 
4775,힐스테이트연제아파트,4670,송정33,연제동,연제동
4776,도촌교,5508,첨단20,안청동,안청동
4777,용봉동성당,4584,용봉83,용봉동, 북구 
4778,목련마을6단지,5297,상무62,운남동, 광산구 
4779,대광여고,3209,진월07,주월1동, 남구 
4780,운암우미아파트,4457,송암72,운암3동, 북구 
4781,풍암사거리(동),2260,송암72,금호2동, 서구 
4782,광주은행양산동지점,4062,일곡10,양산동, 북구 
4783,흑석사거리(서),5579,송정33,흑석동,흑석동
4784,버들마을,2192,금호46,쌍촌동,쌍촌동
4785,첨단과학산업단지,4624,첨단22,연제동,연제동
4786,산동교,5177,운림51,신창동, 광산구 
4787,광주다문화가족지원거점센터,4011,용전85,양산동, 북구 
4788,운천역,2087,송암72,상무2동, 서구 
4789,호남대,5266,선운101,서봉동,서봉동
4790,동명고입구,5226,선운101,서봉동,서봉동
4791,금호아파트,4215,용전86,각화동,각화동
4792,전남대병원오거리,1045,운림51,남동,남동
4793,까치고개,3189,진월79,백운2동, 남구 
4794,호남대,5266,봉선37,서봉동,서봉동
4795,각화무등파크,4173,마을788,각화동,각화동
4796,광주광역시교육청(광덕고),2287,매월26,화정2동, 서구 
4797,신안교,4339,송암47,신안동, 북구 
4798,양림휴먼시아2차,3079,지원56,방림1동, 남구 
4799,월산마을,2291,운림50,월산4동, 남구 
4800,광주고/419역사관,1004,228(화순전대병원),계림1동, 동구 
4801,상무호반3차,2069,상무62(상무역행),상무1동, 서구 
4802,봉선삼익아파트(북),3128,봉선76,봉선2동, 남구 
4803,조선대병원,1150,지원152(능주역),학동, 동구 
4804,송정대덕아파트,5156,선운101,송정2동, 광산구 
4805,광주학생독립운동기념관,2078,진월77,상무2동, 서구 
4806,광주기아챔피언스필드정문,4492,매월16,임동, 북구 
4807,운림중,1161,첨단09,운림동,운림동
4808,마재우체국,2246,진월75,풍암동, 서구 
4809,광신스크랩,5924,마을700,오선동,오선동
4810,우산리버힐아파트,5280,송정98,우산동, 북구 
4811,우산리버힐아파트,5280,송정98,우산동, 광산구 
4812,동곡동행정복지센터,5780,임곡90,하산동,광산구
4813,신안사거리,4343,518,신안동, 북구 
4814,이장1동,3054,대촌70,이장동,남구
4815,소촌금호아파트,5279,송정98,우산동, 북구 
4816,소촌금호아파트,5279,송정98,우산동, 광산구 
4817,조선대병원,1149,운림54,학동, 동구 
4818,문화초교,4179,금남55,두암2동, 북구 
4819,송정한전,5256,일곡38,운수동,운수동
4820,진흥고,5200,선운101,신창동, 광산구 
4821,광주기아챔피언스필드입구,4336,송정98,임동, 북구 
4822,전남고,2342,지원25,마륵동,마륵동
4823,광산구청,5217,송정197,송정2동, 광산구 
4824,전남대병원/남광주시장,1146,지원152(능주역),학동, 동구 
4825,돌고개역(서),2042,송암74,농성1동, 서구 
4826,돌고개역(동),2164,첨단30,농성1동, 서구 
4827,전통공예문화학교,4102,지원15,용전동,용전동
4828,전남방직,4507,518,임동, 북구 
4829,월산(삼각동),4261,일곡28,일곡동, 북구 
4830,산수오거리,1027,지원15,산수1동, 동구 
4831,고려고,4250,매월26,삼각동, 북구 
4832,국제고,4253,마을788,삼각동, 북구 
4833,산정초교,5714,일곡10,산정동,산정동
4834,학동무등파크,1163,좌석02,학동, 동구 
4835,호남삼육고입구,3216,송암31,주월1동, 남구 
4836,태봉새마을금고,4354,송정98,신안동, 북구 
4837,운암우성아파트,4642,양산60,운암3동, 북구 
4838,신안사거리,4342,임곡89,신안동, 북구 
4839,신세계백화점(북),2275,봉선37,농성1동, 서구 
4840,도천저수지,5766,송정33,도천동,도천동
4841,백운우체국,3093,송암68,백운2동, 남구 
4842,광주농수산물유통센터(서),5730,진곡196,신가동, 광산구 
4843,서광주한전,2058,송암68,농성1동, 서구 
4844,북부경찰서,4368,일곡38,오치2동, 북구 
4845,광주종합버스터미널,2002,순환01(시청행),광천동, 서구 
4846,운림중,1161,운림54,운림동,운림동
4847,우산동중흥S클래스,5270,송정33,우산동, 북구 
4848,우산동중흥S클래스,5270,송정33,우산동, 광산구 
4849,첨단부영아파트,5453,마을788,산월동,산월동
4850,서봉마을,5240,임곡90,서봉동,서봉동
4851,조선대병원,1149,운림51,학동, 동구 
4852,전남대공과대학,4410,문흥18,용봉동, 북구 
4853,칠성,5609,송정97,삼거동,광산구
4854,첨단종점,4117,첨단92,월출동,월출동
4855,첨단사거리,5418,첨단20,첨단1동, 광산구 
4856,버들마을,2192,순환01(시청행),쌍촌동,쌍촌동
4857,호남삼육고입구,3216,진월79,주월1동, 남구 
4858,광산구청,5153,임곡90,소촌동,소촌동
4859,영광통,5166,송정29,소촌동,소촌동
4860,남광주사거리,1139,지원15,학동, 동구 
4861,대성초교,3145,지원45,서동,서동
4862,백운광장,3212,진월79,주월1동, 남구 
4863,신가중,5188,첨단94,신가동, 광산구 
4864,신안사거리,4342,518,신안동, 북구 
4865,돈보스코학교,5963,수완12,하남동, 광산구 
4866,동부소방서,1117,용전184,대인동,대인동
4867,무양서원입구,5432,첨단09,산월동,산월동
4868,평화맨션,4557,일곡28,중흥3동, 북구 
4869,첨단라인아파트,5417,첨단40,첨단1동, 광산구 
4870,송정모아아파트,5151,선운101,송정1동, 광산구 
4871,서창농협 벽진지점,2126,운림50,벽진동,벽진동
4872,국립아시아문화전당(구.도청),1123,1187,금남로2가,동구
4873,대인시장(서),1115,지원52,대인동,대인동
4874,운암산코오롱하늘채아파트,4656,228(화순전대병원),동림동, 북구 
4875,서광주전화국,2047,대촌69,농성1동, 서구 
4876,한국광기술원,4128,임곡91,월출동,월출동
4877,예술의거리입구,1127,금남57,대인동,대인동
4878,상전,5154,선운101,송정2동, 광산구 
4879,서광주역,2118,금호36,매월동,매월동
4880,용봉중,4364,송정19,오치1동, 북구 
4881,홍림교,1168,운림54,학동, 동구 
4882,상무한국아파트,2229,상무62,치평동, 서구 
4883,쌍암공원,5401,마을700,첨단1동, 광산구 
4884,시청,2232,상무63,치평동, 서구 
4885,문흥고가,4180,진월17,두암2동, 북구 
4886,경신여고(일방로),4436,마을777(우치공원),운암2동, 북구 
4887,양일로입구,4260,지원15,삼각동, 북구 
4888,기아차하남공장,5651,첨단94,오선동,오선동
4889,장원초교(서),1036,충효187,산수2동, 동구 
4890,농산물공판장,4217,첨단23,각화동,각화동
4891,서산초교,4371,지원15,오치1동, 북구 
4892,제2광천교,4450,상무64,운암2동, 북구 
4893,체육고/폴리텍대학,4461,상무63,운암3동, 북구 
4894,신가동,5303,일곡10,운남동, 광산구 
4895,상무금호아파트,2216,순환01(시청행),치평동, 서구 
4896,하남초교,5763,선운101,하남동, 광산구 
4897,동신대한방병원,3197,송암68,월산동, 남구 
4898,중앙초교,5263,마을720,소촌동,소촌동
4899,선교,1086,지원152(능주역),선교동,동구
4900,농성SK뷰,2045,송정19,농성1동, 서구 
4901,예술의거리입구,1127,수완49,대인동,대인동
4902,광주고/419역사관,1003,석곡87,계림1동, 동구 
4903,발산,2043,마을760,양3동, 서구 
4904,칠성마을,2204,첨단30,쌍촌동,쌍촌동
4905,문화예술회관,4441,수완49,운암1동, 북구 
4906,평화맨션,4556,송정19,중흥3동, 북구 
4907,광산구청,5217,송정33,송정2동, 광산구 
4908,농산물품질관리원,5657,첨단20,월계동,월계동
4909,골옷교,5872,송암72,수완동, 광산구 
4910,월곡2동행정복지센터,5541,상무62,산정동,산정동
4911,신가중,5188,마을720,신가동, 광산구 
4912,비아농협,5094,첨단20,비아동, 광산구 
4913,전남대공과대학,4411,문흥18,용봉동, 북구 
4914,모아제일아파트,2064,마을760,상무1동, 서구 
4915,운암3동행정복지센터,4641,양산60,운암3동, 북구 
4916,문화전당역,1130,첨단95,광산동,광산동
4917,남광주역,1141,금남59,학동, 동구 
4918,신세계백화점,2276,문흥39,화정1동, 서구 
4919,산정초교,5714,마을720,산정동,산정동
4920,금강1길,5798,송정19,송정2동, 광산구 
4921,서광주우체국,2302,금호36,화정3동, 서구 
4922,기아차중문,2188,송암68,내방동,내방동
4923,동구청,1044,석곡87,광산동,광산동
4924,목련마을,5294,상무62,운남동, 광산구 
4925,흑석사거리(서),5580,송정33,하남동, 광산구 
4926,무등야구장,4440,일곡38,운암2동, 북구 
4927,두암초교,4190,송암74,두암1동, 북구 
4928,화정중흥파크,2284,1187,농성1동, 서구 
4929,도산파출소,5006,송정296,도산동, 광산구 
4930,오치1동행정복지센터,4360,용전86,오치1동, 북구 
4931,첨단금호아파트,5412,첨단20,첨단1동, 광산구 
4932,금호모아아파트,2021,매월16,금호2동, 서구 
4933,운천저수지,2089,대촌270,상무2동, 서구 
4934,비아호반아파트,5103,첨단92,비아동, 광산구 
4935,북구청,4554,금남55,중흥3동, 북구 
4936,덕흥마을입구,2348,유덕65,덕흥동,서구
4937,진곡화물공영차고지,5955,진곡196,하남동, 광산구 
4938,마재우체국,2246,송암47,풍암동, 서구 
4939,광산우산동행정복지센터,5740,금호46,우산동, 북구 
4940,광산우산동행정복지센터,5740,금호46,우산동, 광산구 
4941,수완동공원,5748,수완49,수완동, 광산구 
4942,남부대,5427,마을720,산월동,산월동
4943,동광주진입로,4220,송암47,각화동,각화동
4944,삼도삼거리,5634,선운101,삼거동,광산구
4945,무등도서관,4174,두암81(무등파크),두암2동, 북구 
4946,용두주공,4084,일곡10,용두동,용두동
4947,양산호반2차,4067,금남57,양산동, 북구 
4948,김대중컨벤션센터(마륵)역,2132,송암73,마륵동,마륵동
4949,교통공원,4013,첨단30,쌍암동,광산구
4950,광주학생문화회관,2404,마을760,상무1동, 서구 
4951,동성고,3240,첨단95,진월동, 남구 
4952,대주빌라,4184,진월17,두암3동, 북구 
4953,유덕초교,2198,첨단22,유촌동,서구
4954,월산4동,3177,지원25,월산4동, 남구 
4955,신촌 아랫길(4수원지),4295,석곡87,청풍동,청풍동
4956,풍암고정문,2419,마을760,풍암동, 서구 
4957,양산타운,4066,첨단193,용두동,용두동
4958,풍암금호아파트,2256,진월75,풍암동, 서구 
4959,우진아파트,2171,마을715(대촌),양동, 서구 
4960,호남대,5265,임곡90,서봉동,서봉동
4961,신가동,5304,첨단94,운남동, 광산구 
4962,전남대공과대학,4410,일곡28,용봉동, 북구 
4963,해태아파트,2279,선운14,내방동,내방동
4964,마재대주아파트,2024,매월26,금호2동, 서구 
4965,마재우체국,2245,지원45,금호2동, 서구 
4966,장암마을,5215,상무62,우산동, 북구 
4967,장암마을,5215,상무62,우산동, 광산구 
4968,롯데칠성,4031,마을788,양산동, 북구 
4969,모아제일아파트,2065,첨단22,상무1동, 서구 
4970,롯데칠성,4030,양산60,양산동, 북구 
4971,김대중컨벤션센터(마륵)역,2131,좌석02,마륵동,마륵동
4972,호남삼육고입구,3216,송암73,주월1동, 남구 
4973,수완현진에버빌1차,5702,일곡10,수완동, 광산구 
4974,까치고개,3189,매월06,백운2동, 남구 
4975,발산교(남),2158,마을760,양3동, 서구 
4976,아리랑고개,5214,진곡196,신촌동,신촌동
4977,만호초교,2317,진월17,금호1동, 서구 
4978,서방사거리육교,1009,송정19,계림1동, 동구 
4979,광주종합버스터미널,2001,상무64,광천동, 서구 
4980,송암공단입구,3155,송암73,송하동,송하동
4981,한국광기술원,4128,첨단40,월출동,월출동
4982,조각배어린이공원,3266,봉선76,노대동,노대동
4983,한국국토정보공사,2237,일곡38,치평동, 서구 
4984,동산마을,5985,송정96,동산동,광산구
4985,전남대병원오거리,1046,첨단95,남동,남동
4986,염주주공,2308,송암47,화정3동, 서구 
4987,신동사거리,5164,송정98,송정2동, 광산구 
4988,무진중,3198,진월79,월산동, 남구 
4989,수완우미린2차,5700,송암72,수완동, 광산구 
4990,극락강역입구,5291,봉선37,운남동, 광산구 
4991,대성여고,3235,진월07,진월동, 남구 
4992,광주송정역,5158,송정29,송정2동, 광산구 
4993,농산물공판장,3007,충효187,각화동,각화동
4994,상무지구입구,2081,대촌270,상무2동, 서구 
4995,응암공원,5406,송정33,첨단1동, 광산구 
4996,양동시장역(남),2165,진월79,양동, 서구 
4997,전남공고입구,5199,수완12,신창동, 광산구 
4998,광주교통방송,5393,첨단40,쌍암동,광산구
4999,만호초교,2318,진월17,금호1동, 서구 
5000,진월대주아파트,3243,송암73,진월동, 남구 
5001,양지초교,4070,첨단30,양산동, 북구 
5002,목련마을,5295,일곡10,운남동, 광산구 
5003,버들마을,2191,좌석02,쌍촌동,쌍촌동
5004,산수오거리,1026,문흥80,산수1동, 동구 
5005,오치한전,4361,운림35,오치1동, 북구 
5006,대성사거리,3195,지원45,백운1동, 남구 
5007,염주맨션,2303,매월61(세하),화정3동, 서구 
5008,우산시영2단지(동),5282,송정98,우산동, 북구 
5009,우산시영2단지(동),5282,송정98,우산동, 광산구 
5010,수곡,4049,518,수곡동,북구
5011,말바우시장(동),4165,석곡87,두암1동, 북구 
5012,삼우아파트,2194,1187,내방동,내방동
5013,두암초교,4190,금남55,두암1동, 북구 
5014,내등,5330,임곡290,등임동,광산구
5015,마당고개,4452,양산60,양산동, 북구 
5016,지석사거리,3060,대촌69,지석동,남구
5017,광주남초교,1094,지원152(능주역),지원1동, 동구 
5018,남광주역,1141,순환01(시청행),학동, 동구 
5019,까치고개,3190,진월79,월산동, 남구 
5020,선진알미늄,5894,진곡196,진곡동,광산구
5021,진성아파트,2201,유덕65,내방동,내방동
5022,육판리,1080,228(화순전대병원),내남동,내남동
5023,동부교육청,4542,419,중흥2동, 북구 
5024,말바우시장(동),4165,518,두암1동, 북구 
5025,송하삼익아파트,3159,진월78,송하동,송하동
5026,동곡,5017,좌석02,하산동,광산구
5027,문흥라인동산아파트,4235,송정19,문흥1동, 북구 
5028,상무병원,2220,지원45,상무1동, 서구 
5029,풍암한신아파트,2268,진월75,풍암동, 서구 
5030,수완영무예다음,5754,일곡10,수완동, 광산구 
5031,수피아여고,3101,금남55,백운2동, 남구 
5032,매곡대화아파트,4204,상무63,매곡동, 북구 
5033,지원화훼단지,1175,지원25,소태동,동구
5034,상무호반3차,2068,마을799,상무1동, 서구 
5035,오치한전,4361,용전184,오치1동, 북구 
5036,가마,5031,송정296,명도동,광산구
5037,우산시영2단지(동),5283,선운101,우산동, 북구 
5038,우산시영2단지(동),5283,선운101,우산동, 광산구 
5039,월산5동,3186,송암31,월산5동, 남구 
5040,광주지방기상청,4446,용봉83,운암2동, 북구 
5041,대지동하촌,3067,대촌70,대지동,남구
5042,대동고,2099,매월61(칠석),매월동,매월동
5043,동림I.C입구,4143,송정98,동천동, 서구 
5044,한국국토정보공사,2238,마을799,치평동, 서구 
5045,명상의집,4464,지원15,일곡동, 북구 
5046,전남공고입구,5198,수완12,신창동, 광산구 
5047,돌고개역(서),2042,금남59,농성1동, 서구 
5048,양산호수공원,4079,용전84,양산동, 북구 
5049,대촌한일베라체,3012,매월61(칠석),지석동,남구
5050,장등동,4311,금남55,장등동,장등동
5051,광주고/419역사관,1003,228(화순전대병원),계림1동, 동구 
5052,치평중,2090,첨단20,상무2동, 서구 
5053,첨단초교,5420,첨단20,첨단1동, 광산구 
5054,운암3단지,4455,상무63,운암1동, 북구 
5055,광주광역시교육청(광덕고),2287,송암31,화정2동, 서구 
5056,말바우시장(서),4416,일곡28,우산동, 북구 
5057,말바우시장(서),4416,일곡28,우산동, 광산구 
5058,소촌스위트밸리,5248,봉선37,소촌동,소촌동
5059,삼소동입구,4042,용전184,용전동,용전동
5060,한국은행,2242,마을799,치평동, 서구 
5061,비아중흥아파트,5100,첨단94,도천동,도천동
5062,소촌스위트밸리,5247,마을701,소촌동,소촌동
5063,하남중,5321,첨단40,산정동,산정동
5064,신안사거리,4343,금남58,신안동, 북구 
5065,동성고,3240,수완03,진월동, 남구 
5066,용산지구대성베르힐,1684,지원56,용산동,용산동
5067,문흥명지아파트,4244,문흥18,문흥2동, 북구 
5068,칠성마을사거리,2326,상무63,쌍촌동,쌍촌동
5069,서석고,2289,송정19,화정1동, 서구 
5070,보건환경연구원,2354,매월61(칠석),화정4동, 서구 
5071,운암3단지,4432,문흥18,운암3동, 북구 
5072,첨단대우아파트,5413,첨단192,첨단1동, 광산구 
5073,농산물공판장,3007,금호36,각화동,각화동
5074,계수초교,2231,지원45,치평동, 서구 
5075,법원입구,1056,봉선27,지산1동, 동구 
5076,서방시장(남),4566,매월06,풍향동, 북구 
5077,양림휴먼시아1차,3081,금남59,방림1동, 남구 
5078,학림교,1153,일곡28,학동, 동구 
5079,전남대,4347,상무64,신안동, 북구 
5080,동림푸른마을,4151,첨단192,동림동, 북구 
5081,유동사거리,4534,임곡89,유동,유동
5082,신성화학,5526,임곡290,흑석동,흑석동
5083,송암공단입구,3155,진월17,송하동,송하동
5084,신창초교,5195,첨단09,수완동, 광산구 
5085,죽곡(남),4318,석곡87,망월동,북구
5086,광주역(동),4529,228(화순전대병원),중흥1동, 북구 
5087,진월대주아파트,3243,대촌70,진월동, 남구 
5088,서방사거리육교,1009,용전184,계림1동, 동구 
5089,광주일고/광주고용센터,4512,금호36,북동,북동
5090,월산마을,3179,송암31,월산4동, 남구 
5091,전남고입구,2146,상무62,마륵동,마륵동
5092,인성고,3167,진월75,송하동,송하동
5093,동림삼익아파트,4589,마을799,동림동, 북구 
5094,목련마을,5295,상무62(상무역행),운남동, 광산구 
5095,대촌한일베라체,3013,마을715(대촌),지석동,남구
5096,장등동,4310,매월06,장등동,장등동
5097,상무병원,2067,운림50,상무1동, 서구 
5098,용전입구,4618,용전84,용전동,용전동
5099,운암시장,4449,첨단95,운암2동, 북구 
5100,송화마을3단지,3278,금남59,진월동, 남구 
5101,노대,3233,진월77,노대동,노대동
5102,금호한국아파트,2011,금호36,금호1동, 서구 
5103,양림휴먼시아2차,3078,진월17,방림1동, 남구 
5104,하남2지구,5753,수완12,산정동,산정동
5105,돌고개역(서),2042,송암68,농성1동, 서구 
5106,돈보스코학교,5963,송암68,하남동, 광산구 
5107,북초교,4035,지원15,효령동,효령동
5108,롯데백화점(북),4586,1187,북동,북동
5109,역산공원입구,5523,문흥18,산정동,산정동
5110,서구문화센터,2032,마을760,금호2동, 서구 
5111,봉산중,5584,첨단40,산월동,산월동
5112,무등도서관,4174,운림54,두암2동, 북구 
5113,화정중,2299,송암74,화정2동, 서구 
5114,체육고/폴리텍대학,4462,용전85,운암3동, 북구 
5115,남광주역,1142,금남59,학동, 동구 
5116,화정현대아파트,2285,매월26,화정1동, 서구 
5117,전남대,4346,금남57,신안동, 북구 
5118,단사공원,1064,두암81(무등파크),지산2동, 동구 
5119,광주송정역(동),5800,송정19,송정2동, 광산구 
5120,성산맨션,4386,일곡38,용봉동, 북구 
5121,풍영정입구,5300,문흥39,운남동, 광산구 
5122,예술의거리입구,1126,대촌70,금남로4가,금남로4가
5123,엔씨백화점,4539,수완49,중흥1동, 북구 
5124,건국동파출소,4001,금남57,본촌동,본촌동
5125,첨단부영아파트,5453,매월16,산월동,산월동
5126,상무역,2117,송정19,마륵동,마륵동
5127,마재대주아파트,2024,송암74,금호2동, 서구 
5128,무등교회,2324,진월75,매월동,매월동
5129,광신대교,4141,수완49,동림동, 북구 
5130,북부경찰서,4368,운림54,오치2동, 북구 
5131,우편집중국,5441,수완03,쌍암동,광산구
5132,극락강역입구,5169,문흥39,운남동, 광산구 
5133,대성사거리,3195,대촌70,백운1동, 남구 
5134,오치한전옆,4363,문흥80,오치1동, 북구 
5135,전자공고,5443,매월16,산월동,산월동
5136,역산공원입구,5523,선운101,산정동,산정동
5137,서광주전화국,2047,지원56,농성1동, 서구 
5138,농산물품질관리원,5657,송정33,월계동,월계동
5139,학동평화맨션,1164,첨단09,학동, 동구 
5140,광주종합버스터미널,2001,마을763,광천동, 서구 
5141,운암시장,4448,금남58,운암2동, 북구 
5142,풍향시장,4570,순환01(운천저수지),풍향동, 북구 
5143,수완양우내안애,5735,일곡10,수완동, 광산구 
5144,풍암우미아파트,2262,순환01(시청행),풍암동, 서구 
5145,쌍암공원,5402,마을700,첨단1동, 광산구 
5146,CBS방송국,2013,마을760,금호1동, 서구 
5147,서구문화센터,2032,지원45,금호2동, 서구 
5148,용산지구대성베르힐,1684,송정98,용산동,용산동
5149,광주기아챔피언스필드정문,4491,매월16,임동, 북구 
5150,산수2동행정복지센터,1031,진월17,산수2동, 동구 
5151,중외마을,4213,문흥53,매곡동, 북구 
5152,신용초등학교,4615,송정33,신용동, 북구 
5153,광천치안센터,2003,상무64,광천동, 서구 
5154,고려고,4250,송정29,삼각동, 북구 
5155,고실마을,5734,일곡10,수완동, 광산구 
5156,동강대,4564,용봉83,풍향동, 북구 
5157,풍암사거리(동),2260,매월61(칠석),금호2동, 서구 
5158,롯데칠성,4031,양산60,양산동, 북구 
5159,까치고개,3190,마을715(대촌),월산동, 남구 
5160,송하삼익아파트,3160,송암73,송하동,송하동
