idx,i,dis_5159,dis_5745,dis_5445,dis_4475,dis_4406,dis_2002,dis_2232,dis_1130,dis_3236,time
376,2324,5.168563745,7.217777008,9.663842465,9.56497291,7.894585809,4.71344567,3.473813662,6.819526259,4.82543497,18_20
377,2325,5.199231576,7.262212528,9.704318024,9.58874079,7.903933267,4.730281071,3.508512228,6.809966426,4.795014906,18_20
378,2326,7.237325195,4.502238511,5.716014919,5.170685022,4.5467443,1.595072469,1.192109952,5.508603975,6.226341074,18_20
379,2327,7.215798,4.486155932,5.711863986,5.186982844,4.56920381,1.614412393,1.174244195,5.527510795,6.234944184,18_20
380,2328,4.502103275,5.351540459,7.88346695,8.410278319,7.367345018,4.020455446,2.05453811,7.102310836,6.0023218,18_20
381,2335,6.761050239,8.341087731,10.44119374,9.511240277,7.32045035,4.522352626,4.106910366,5.670353124,3.249389734,18_20
382,2336,6.750350403,8.34323076,10.44755995,9.52418732,7.335781155,4.535250642,4.112990248,5.686473022,3.261524015,18_20
383,2337,7.033448519,8.632967998,10.69507503,9.644684754,7.362679021,4.661716424,4.36634892,5.580501005,3.004503829,18_20
384,2338,7.020782544,8.632095934,10.69858095,9.655621847,7.376810742,4.672201344,4.369168699,5.596912447,3.019079031,18_20
385,2340,7.165555568,8.896724202,10.96787478,9.883172268,7.552165389,4.905647265,4.638956371,5.67452781,2.939712784,18_20
386,2341,4.745175266,5.155326306,7.60628565,8.070033895,7.063527546,3.717221226,1.71405525,6.89815935,5.965722932,18_20
387,2342,4.718217534,5.17681419,7.637031299,8.107561051,7.09658892,3.75006073,1.751622675,6.91961759,5.968142826,18_20
388,2343,5.243435542,5.26468442,7.534868456,7.701549072,6.586383111,3.239495548,1.386488133,6.409127051,5.604219548,18_20
389,2344,5.58766083,4.974098434,7.09758427,7.18419447,6.160716198,2.820009106,0.866614629,6.189244204,5.689162327,18_20
390,2346,7.139218091,8.888786663,10.96763839,9.897320857,7.573337563,4.918522987,4.637539936,5.702468888,2.969396033,18_20
391,2348,5.1899403,2.61297727,5.191952294,6.908058758,7.059777536,4.139878682,2.060553913,8.00148557,8.037812413,18_20
392,2350,5.290420759,2.843989919,5.304406673,6.789754851,6.835253214,3.876417293,1.782579793,7.729260258,7.768158536,18_20
393,2351,5.519108724,7.600401723,9.988813424,9.705683826,7.896027572,4.793245817,3.739053911,6.650361033,4.486587767,18_20
394,2354,7.320788077,6.664663382,8.205888113,6.901632425,4.962019017,1.913978924,2.195013577,4.275378085,3.848794771,18_20
395,2358,4.317655784,4.421564712,7.053781102,8.038009444,7.387120761,4.08476114,1.821188329,7.525045004,6.781900253,18_20
396,2359,4.336970243,6.993403876,9.649772435,9.994498066,8.545516436,5.281457287,3.716883284,7.634665145,5.663297328,18_20
397,2360,4.371008455,6.951327818,9.595210369,9.923732788,8.474762404,5.209802106,3.649087697,7.573791478,5.62560542,18_20
398,2401,6.978310803,4.825139862,6.240670014,5.649306266,4.730234127,1.513740729,0.84579009,5.337059588,5.770364066,18_20
399,2402,6.546985022,4.800334912,6.454893255,6.104583628,5.157914536,1.875326289,0.454444026,5.575276298,5.71927782,18_20
400,2403,6.518326462,4.79232871,6.461571554,6.130163294,5.18661234,1.902749839,0.429794974,5.597040342,5.725351349,18_20
401,2404,6.3931419,5.046151067,6.80053796,6.42733975,5.333910255,2.000955846,0.569706885,5.536470437,5.467301818,18_20
402,2405,6.411716704,5.069676881,6.816759766,6.424168211,5.317724609,1.983029827,0.594269896,5.511855283,5.443514513,18_20
403,2406,6.232037464,5.414912272,7.278544298,6.863309042,5.585611775,2.240720284,0.965577167,5.502341067,5.131884504,18_20
404,2407,6.211865724,5.348300477,7.215306427,6.832474221,5.588289802,2.241741895,0.899236183,5.541898234,5.196577755,18_20
405,2408,5.963221856,5.886276683,7.910679355,7.520119937,6.066879191,2.762574538,1.575522427,5.637367471,4.810423019,18_20
406,2419,7.064179821,8.53183537,10.56149083,9.477414057,7.195701107,4.495530693,4.238253744,5.440056262,2.94670424,18_20
407,2434,5.224658702,6.747005501,9.123881211,9.01347395,7.426716308,4.198762123,2.907022158,6.531725734,4.83348759,18_20
408,2435,5.24664712,5.409686306,7.683200506,7.803460086,6.630095099,3.285684319,1.511797666,6.378510588,5.497252146,18_20
409,2436,5.239468117,5.39592412,7.671647704,7.799794392,6.632760135,3.287968701,1.504712261,6.387563037,5.5108781,18_20
410,2442,7.786091693,8.227942531,9.906145016,8.342850055,5.920332082,3.424426935,3.760244349,4.208637905,2.403629983,18_20
411,2447,7.342946946,7.422214716,9.108432431,7.76292094,5.587697777,2.783158683,2.949489042,4.344719347,3.145438598,18_20
412,2448,7.344392835,7.467158375,9.162199972,7.816726948,5.630714996,2.837964456,2.996380743,4.358876411,3.109568127,18_20
413,2450,5.219226747,5.790326475,8.091721396,8.127141689,6.817472175,3.492360179,1.893798477,6.369972874,5.261484014,18_20
414,2451,8.083039091,4.80731439,5.488230305,4.332308339,3.795369098,1.400183685,2.055288126,5.174286305,6.402242204,18_20
415,3007,13.7699507,9.932232629,8.82836504,3.73224216,2.094743793,5.439533572,7.637165698,4.432150563,7.939486243,18_20
416,3009,7.4135271,12.11133225,14.86330175,14.75093932,12.59798174,9.776872685,8.794769561,10.54338137,7.19144765,18_20
417,3012,7.200631225,12.0099015,14.79870868,14.78921301,12.6917815,9.825830046,8.778184126,10.69490615,7.3773975,18_20
418,3013,7.189333834,12.0076716,14.7992106,14.79700137,12.70324776,9.834437481,8.782319908,10.70994521,7.39445569,18_20
419,3027,8.584527856,13.41154258,16.15631642,15.92324691,13.64789599,10.93673458,10.05375548,11.41700394,7.949485347,18_20
420,3034,9.126716385,15.26813444,18.40819475,19.36413725,17.62174856,14.54445267,13.06386323,15.8324193,12.55210652,18_20
421,3046,7.306172499,11.42251773,14.03364695,13.64936878,11.40802516,8.662600883,7.842215845,9.31098297,5.96666204,18_20
422,3064,7.294692375,11.88039978,14.60888974,14.45811739,12.29973156,9.48240499,8.519019603,10.25274683,6.913610138,18_20
423,3067,7.612326689,12.96881058,15.88883759,16.17085243,14.1682998,11.23676706,10.04424574,12.21443395,8.889610178,18_20
424,3078,11.4554668,10.52167292,11.18140357,7.765417001,4.428440676,4.479499093,6.317191914,1.218440929,2.524878355,18_20
425,3079,11.44185151,10.50167481,11.16067619,7.746819214,4.41111124,4.4591378,6.298595991,1.203696747,2.527926843,18_20
426,3080,11.0424176,10.26816986,11.04582126,7.820443328,4.545024064,4.264792968,6.002165112,1.453230034,2.148710617,18_20
427,3081,11.10707316,10.30117514,11.05783419,7.800007942,4.513669125,4.289259637,6.046225859,1.399843445,2.214632595,18_20
428,3082,11.78454377,10.76336327,11.3450974,7.79609057,4.42361189,4.706581671,6.598933364,1.182385456,2.794850597,18_20
429,3084,11.54064965,10.68803775,11.36890014,7.954781556,4.612216937,4.653275356,6.462815504,1.390120604,2.454358372,18_20
430,3085,11.49886138,10.67162427,11.36791527,7.975748814,4.638771121,4.641502691,6.437594669,1.423316694,2.401113788,18_20
431,3088,11.51652275,10.83570974,11.58732914,8.241970861,4.910101456,4.82731884,6.56281694,1.69571548,2.222852553,18_20
432,3089,11.50688682,10.82379175,11.57572219,8.232459634,4.901496749,4.815408702,6.551150026,1.688410034,2.220551042,18_20
433,3091,9.991012603,9.375022969,10.36618446,7.58491817,4.53041905,3.494901814,5.028015743,1.996131554,1.862210322,18_20
434,3093,9.974130856,9.313311815,10.29178737,7.506132591,4.457298336,3.422386311,4.975195291,1.960442561,1.938179369,18_20
435,3094,9.922522678,9.235643463,10.21360601,7.443371073,4.40959403,3.343650589,4.900972884,1.966643567,1.993876502,18_20
436,3095,9.971713328,9.167669476,10.09708024,7.276770974,4.233633928,3.237924767,4.862781926,1.833658728,2.166553247,18_20
437,3098,10.58678377,9.763530609,10.58837894,7.512004294,4.317133744,3.776736471,5.491717843,1.475234298,2.138585684,18_20
438,3099,10.62006584,9.806141397,10.62944516,7.543219712,4.341631497,3.819077727,5.533294665,1.474997548,2.126487554,18_20
439,3100,10.81585818,10.02569809,10.82918145,7.678056997,4.439609739,4.031423821,5.754805925,1.453539962,2.116538185,18_20
440,3101,10.79731187,10.01404767,10.8227811,7.680507101,4.445583986,4.022184482,5.740577835,1.467713679,2.10265628,18_20
441,3104,9.65241084,9.073953102,10.13336236,7.506723557,4.546633174,3.253406121,4.704793947,2.232071286,1.921942544,18_20
442,3105,9.693797993,9.11344259,10.16527003,7.519917024,4.547544721,3.285692648,4.746446316,2.204158615,1.906989698,18_20
443,3106,11.18199084,10.75511119,11.64589083,8.493088695,5.213652784,4.816602687,6.412405743,2.068255974,1.733662608,18_20
444,3107,11.18479513,10.76159886,11.65341135,8.501024351,5.221411142,4.823784989,6.418224978,2.075369796,1.730588686,18_20
445,3108,10.85247309,10.30587549,11.19495066,8.109038076,4.872504876,4.361803899,5.977547945,1.833899093,1.762847076,18_20
446,3109,10.86525071,10.38295505,11.2940433,8.224875999,4.988831651,4.453594237,6.041307617,1.93990755,1.674265593,18_20
447,3110,10.81990257,10.48763264,11.45959899,8.455147831,5.232755766,4.601514451,6.115242704,2.18984775,1.448690469,18_20
448,3111,10.8446575,10.50958531,11.47731515,8.463777732,5.237342546,4.620525487,6.13847272,2.186296194,1.461785567,18_20
449,3113,10.57877145,10.31420571,11.34228595,8.441021765,5.262100967,4.470995175,5.922724543,2.302186656,1.279778074,18_20
450,3114,11.57987318,11.40314492,12.34131931,9.162900833,5.85224478,5.500678453,7.024425279,2.646795378,1.750510575,18_20
451,3115,11.58859866,11.42815736,12.3715331,9.196849723,5.886319563,5.52938099,7.046863544,2.680520442,1.745859364,18_20
452,3116,10.73939707,10.67256363,11.75017458,8.860765222,5.663626794,4.873858071,6.255769239,2.634629708,1.068156689,18_20
453,3117,10.80245347,10.75250214,11.82833053,8.92465043,5.71862505,4.952521475,6.334951563,2.670590726,1.082417729,18_20
454,3118,11.49713474,11.0328884,11.87086783,8.609556429,5.290913391,5.066949974,6.707970114,2.085589929,1.958083949,18_20
455,3119,11.53591383,11.05530228,11.88233628,8.603728027,5.280153177,5.083854382,6.73518872,2.069144008,2.000338382,18_20
456,3120,10.63581341,10.72036986,11.86411981,9.058856173,5.885869619,4.983961209,6.28254205,2.883249832,0.837293763,18_20
457,3121,10.64283046,10.72811847,11.87126616,9.064023428,5.889950684,4.991118857,6.290356041,2.885197261,0.840646007,18_20
458,3122,10.55940537,10.49213477,11.59232614,8.761379035,5.593831236,4.713492954,6.070932606,2.623662426,0.991391442,18_20
459,3123,10.77011175,10.60269711,11.64055632,8.70740949,5.500507994,4.769309243,6.201264991,2.465765199,1.208503793,18_20
460,3124,10.78846709,10.60657708,11.63691819,8.6929731,5.482486321,4.766970089,6.207884608,2.442557038,1.235305286,18_20
461,3125,11.06105962,10.89143637,11.89250235,8.86712706,5.617480086,5.030313185,6.49814435,2.502357794,1.367823447,18_20
462,3126,11.0937726,10.95938971,11.96943417,8.946578553,5.694535271,5.105688332,6.56137655,2.572216056,1.352663872,18_20
463,3129,10.95052675,10.67675966,11.65334084,8.626285809,5.386701536,4.795558411,6.297863809,2.300936572,1.427497204,18_20
464,3130,10.93594194,10.64885183,11.62240075,8.595449432,5.357351393,4.765190339,6.271871899,2.276089172,1.437341425,18_20
465,3132,11.40425639,11.05609795,11.94949117,8.757598149,5.455463281,5.122016342,6.704283481,2.267736773,1.774716388,18_20
466,3135,11.03952575,10.97291298,12.01413532,9.031641136,5.790719528,5.144355172,6.563409069,2.68160603,1.250399301,18_20
467,3136,11.07510049,10.98652141,12.01552861,9.014545333,5.767599101,5.148059087,6.581086812,2.650110265,1.295686433,18_20
468,3137,10.79204956,9.131807169,9.600867179,6.200637333,2.962165634,3.073170025,5.168873744,0.85455851,3.459035842,18_20
469,3138,10.38808697,9.138474585,9.83671797,6.722568015,3.579490454,3.092898284,4.988325327,1.229208043,2.809836486,18_20
470,3139,11.12131942,9.693206044,10.20242019,6.738038216,3.430444622,3.627940949,5.647503903,0.511811098,3.14628621,18_20
471,3143,10.68734701,9.270261537,9.853743809,6.566051783,3.34884898,3.206114202,5.198553611,0.905007106,3.072736281,18_20
472,3144,10.74417207,9.279969491,9.835432418,6.510611863,3.280271228,3.214637579,5.230112907,0.844797261,3.14983646,18_20
473,3145,10.50255299,9.204921065,9.865570238,6.689180195,3.516587717,3.150953794,5.078087691,1.108739496,2.881567056,18_20
474,3147,8.285129012,10.80727845,12.94266877,11.67790259,9.085785357,6.756100672,6.611257667,6.701604417,3.260174147,18_20
475,3148,10.01952792,11.09963933,12.64546892,10.37092358,7.35828989,5.86775937,6.625878915,4.511294795,0.972508598,18_20
476,3149,9.148823335,10.70967116,12.49432456,10.64711058,7.823144126,5.905227748,6.293356776,5.21664039,1.694430854,18_20
477,3150,9.120717522,10.72583963,12.52628531,10.70232286,7.886381719,5.950905647,6.315935543,5.286455759,1.76515489,18_20
478,3151,9.531290881,11.49856216,13.36533755,11.55053853,8.68781036,6.812975379,7.123554498,5.972724987,2.402745991,18_20
479,3154,8.696674158,10.2949351,12.13987925,10.45002563,7.721692514,5.635325106,5.901422104,5.260923732,1.862322626,18_20
480,3155,8.549054507,10.35139297,12.26848387,10.68897065,8.00092349,5.838707815,5.995529607,5.572245279,2.172365817,18_20
481,3156,8.52228355,10.30978578,12.22580792,10.65057977,7.967761631,5.797989385,5.95302728,5.549377774,2.162018478,18_20
482,3157,8.929936591,11.24927143,13.27165392,11.75188392,9.022768158,6.902506047,6.965524466,6.46418035,2.927663437,18_20
483,3159,9.68579227,10.86671231,12.47996801,10.34057364,7.392751761,5.749563631,6.402328882,4.638534207,1.069055712,18_20
484,3160,9.784018307,10.88456929,12.46221806,10.26558303,7.295151561,5.708853741,6.414296373,4.514381669,0.944930939,18_20
485,3161,8.285061123,10.04895846,11.98545252,10.48319178,7.853247933,5.603020097,5.702247864,5.520270339,2.228668956,18_20
486,3162,8.295375696,10.05030121,11.98325572,10.47491108,7.842328655,5.596453476,5.701495474,5.506699435,2.214020101,18_20
487,3166,8.819563158,10.87812282,12.83770212,11.25688485,8.527885879,6.418968909,6.550853757,6.001435054,2.495327985,18_20
488,3167,8.797000966,10.85347754,12.81467262,11.23983968,8.515045506,6.399479362,6.52706596,5.995175533,2.49343706,18_20
489,3168,8.59184317,11.0625818,13.15670953,11.78609669,9.131242132,6.892402475,6.832357985,6.662540349,3.166937952,18_20
490,3172,11.10896849,10.14287752,10.83735094,7.525927141,4.233321482,4.107058789,5.934145046,1.134379191,2.448545947,18_20
491,3173,11.08266065,10.12220215,10.82259332,7.522189447,4.233813944,4.088012425,5.910655051,1.14614988,2.432997372,18_20
492,3174,11.45696624,10.21276567,10.74728262,7.223577926,3.8739319,4.148446708,6.111819455,0.662881746,2.964086439,18_20
493,3175,11.36391692,10.29939971,10.9194329,7.488211906,4.156646154,4.246343643,6.132374878,0.96868154,2.672662267,18_20
494,3177,9.102271275,8.039293703,9.046216912,6.60695566,3.91179933,2.166028211,3.75333817,2.487017119,2.924015115,18_20
495,3178,9.007342276,7.885025451,8.893765921,6.501725086,3.863522175,2.013664999,3.609504167,2.583015338,3.061913982,18_20
496,3179,8.77315527,7.954715563,9.105301652,6.878152172,4.275367434,2.249680017,3.588758619,2.831079753,2.788881416,18_20
497,3181,9.104957645,8.374646909,9.484540395,7.090294795,4.333874656,2.610390495,4.009250107,2.555372508,2.445756751,18_20
498,3182,9.258871322,8.653178977,9.77289191,7.323063953,4.493823641,2.897261181,4.271398659,2.491059328,2.171115358,18_20
499,3183,9.443715045,8.69658258,9.73742481,7.171542119,4.292283566,2.857393295,4.352291243,2.265774838,2.278853613,18_20
500,3184,9.425387978,8.695512112,9.745284099,7.191567082,4.316935568,2.865095816,4.346551562,2.289826356,2.262150519,18_20
501,3185,9.195416454,8.26260801,9.291421148,6.819133899,4.059056701,2.41122092,3.948130969,2.412964112,2.684492691,18_20
502,3186,9.289020446,8.396279258,9.419362298,6.904420987,4.100493923,2.539313814,4.077366772,2.337067424,2.575408122,18_20
503,3187,9.05645996,8.26862679,9.370326506,6.992696643,4.26451146,2.496162579,3.912544822,2.577816585,2.557968464,18_20
504,3188,8.994024452,8.168010337,9.270563546,6.92091095,4.224981202,2.397904349,3.816622013,2.62383499,2.651352651,18_20
505,3189,10.01179293,9.111743142,10.00090037,7.139633949,4.089190874,3.153821524,4.833551796,1.732180147,2.309029118,18_20
506,3190,10.02853088,9.036379329,9.890224477,6.999343929,3.948670015,3.055801413,4.784656962,1.65964343,2.450898729,18_20
507,3195,10.12137056,8.974475299,9.75679134,6.787080984,3.717186128,2.956619881,4.775118907,1.505814423,2.677284031,18_20
508,3196,9.582939657,7.977240881,8.701178992,5.920006168,3.131946325,1.923582294,3.917043303,2.106555725,3.518201728,18_20
509,3197,9.603008377,8.001958163,8.723182667,5.93111439,3.13205813,1.947961839,3.941137305,2.082759616,3.504945525,18_20
510,3198,9.821740147,8.571511268,9.371821567,6.522164192,3.563757022,2.555652328,4.389397316,1.767589201,2.905246709,18_20
511,3199,9.910386308,8.650294209,9.430333225,6.534858155,3.545099368,2.626577233,4.476900056,1.679554899,2.897630417,18_20
512,3201,10.2124871,8.747300629,9.396000046,6.309456705,3.23439688,2.687133227,4.668583875,1.386994958,3.163678349,18_20
513,3202,9.664135893,8.272211794,9.053887011,6.259796771,3.386382762,2.243058441,4.131073317,1.94166861,3.169297593,18_20
514,3206,10.10088428,9.705429955,10.75527242,7.989081538,4.905195052,3.877909951,5.320423517,2.205350721,1.482397962,18_20
515,3207,10.46376853,9.833063122,10.7464165,7.773719272,4.607254751,3.899522625,5.508783526,1.773913973,1.830826303,18_20
516,3208,10.50078807,9.871990351,10.78058804,7.794560705,4.620438132,3.935720519,5.548753299,1.765316164,1.829225534,18_20
517,3209,9.730507955,9.777904525,11.02909197,8.528028011,5.532789438,4.164664256,5.324526808,2.900791838,0.904236288,18_20
518,3210,9.699080456,9.741411027,10.99548992,8.505085794,5.517345073,4.132192793,5.287805385,2.902507638,0.930894215,18_20
519,3211,9.470643829,9.09941102,10.25644978,7.757032535,4.840468248,3.381969209,4.687680211,2.527336837,1.697621361,18_20
520,3212,9.843338043,9.558480743,10.68440838,8.049780206,5.027943501,3.804718552,5.146991344,2.438612881,1.378541357,18_20
521,3213,9.872854131,9.522300043,10.62185642,7.958062539,4.929507837,3.741649778,5.121813088,2.348027546,1.472843845,18_20
522,3214,10.46107174,10.33051024,11.42137606,8.60313949,5.450451532,4.542749098,5.915339057,2.522211497,1.055690749,18_20
523,3215,9.414184591,9.299646671,10.5469303,8.131129424,5.219906882,3.688630566,4.854095304,2.816730514,1.354420935,18_20
524,3216,9.713872967,9.552813221,10.73900558,8.1886613,5.198260068,3.864907868,5.120809566,2.638558073,1.240087971,18_20
525,3217,10.32594349,10.08829779,11.16020084,8.356025776,5.225802001,4.282294526,5.684921579,2.369933681,1.207052909,18_20
526,3218,10.29662565,10.06366283,11.14125488,8.349051197,5.22485453,4.262811486,5.658691347,2.381636426,1.199500131,18_20
527,3219,8.72580096,8.811534883,10.23109026,8.160714894,5.447742473,3.467117414,4.336988641,3.365802115,1.70225789,18_20
528,3220,8.738411586,8.797157097,10.20692641,8.125741901,5.410838035,3.437669199,4.323968774,3.334911866,1.718514918,18_20
529,3221,9.31181965,8.73490222,9.854081997,7.384274292,4.5337302,2.977683343,4.350329828,2.469062923,2.097205882,18_20
530,3222,9.41171593,9.056320045,10.22820426,7.758337672,4.858717588,3.356507347,4.640134146,2.576207773,1.709392628,18_20
531,3223,9.464296056,8.998284324,10.12609311,7.608532329,4.699414866,3.248782149,4.601125736,2.447094159,1.843989941,18_20
532,3224,9.445122818,8.979831576,10.11113523,7.602369385,4.699188705,3.234320443,4.581780164,2.459901405,1.853729685,18_20
533,3225,9.009917895,8.900978279,10.21599041,7.978258762,5.188238043,3.392016047,4.444285781,3.031546424,1.665871309,18_20
534,3226,9.015906246,8.919158133,10.23677656,7.998760563,5.205945891,3.413323509,4.461598748,3.039026999,1.645302241,18_20
535,3227,10.06868016,11.15541161,12.69815821,10.4114924,7.391147216,5.917358169,6.681461172,4.530996797,1.004270787,18_20
536,3228,9.963382819,10.89790645,12.40351815,10.09565088,7.083396451,5.610137193,6.41979484,4.254729114,0.700157549,18_20
537,3229,10.18557279,11.37772675,12.94222124,10.65993447,7.628556693,6.167454711,6.907345509,4.739722147,1.243846146,18_20
538,3230,10.1771586,11.38901025,12.96067454,10.68795633,7.659396363,6.189543421,6.919731015,4.772929288,1.273984881,18_20
539,3232,10.36358419,11.73027345,13.33379311,11.06836403,8.02470744,6.571935793,7.267786343,5.100804447,1.646920887,18_20
540,3235,9.968886121,10.53266809,11.91886806,9.487036657,6.454457994,5.082200916,6.054079276,3.642743023,0.072825763,18_20
541,3236,9.99399821,10.51239061,11.88084594,9.426227386,6.386884698,5.038388175,6.035146548,3.569995546,0,18_20
542,3238,10.30957276,11.93719775,13.62964339,11.47981951,8.467504973,6.917711489,7.497011241,5.566721418,2.080972491,18_20
543,3240,9.959431299,10.67720949,12.11406489,9.735157307,6.711658511,5.294242259,6.196661778,3.893070694,0.328309049,18_20
544,3241,9.976657009,10.78081988,12.24334273,9.887516457,6.865440452,5.432370237,6.300509609,4.037291047,0.480320304,18_20
545,3242,9.88944711,10.25743804,11.59039882,9.124305827,6.099933205,4.740788264,5.785015249,3.337098142,0.30479445,18_20
546,3243,9.901162097,10.23487421,11.5552328,9.074654543,6.046813848,4.702239969,5.764289129,3.283784861,0.352116351,18_20
547,3244,10.55294467,11.23710182,12.59611777,10.02495204,6.900765666,5.740879838,6.758653316,3.915816179,0.727020549,18_20
548,3246,10.30473506,11.14296073,12.58005015,10.13625628,7.060770517,5.751380318,6.662428699,4.13900616,0.721312643,18_20
549,3248,9.40575105,9.301615554,10.55348157,8.143695143,5.234488611,3.696412192,4.854786136,2.83192284,1.345453233,18_20
550,3249,9.011862065,8.013222032,9.059205407,6.678187171,4.009140203,2.180608597,3.704101779,2.579455671,2.883971605,18_20
551,3251,9.860912312,9.252021051,10.26664048,7.5420191,4.522703376,3.390932095,4.897957993,2.07649352,1.889054946,18_20
552,3253,10.82449623,11.35111709,12.62704575,9.920930852,6.746986697,5.754001191,6.880550644,3.696964438,0.874990595,18_20
553,3254,11.39726845,11.22841387,12.19019948,9.065877887,5.774910059,5.340787681,6.843727908,2.594228379,1.601321268,18_20
554,3255,11.35540899,11.2035374,12.17647619,9.070368651,5.785132458,5.323676167,6.814970738,2.611688113,1.555480061,18_20
555,3258,10.79920312,11.79820233,13.23849763,10.71689358,7.582417894,6.401027802,7.318095211,4.555112439,1.362643439,18_20
556,3259,10.82138688,11.80619948,13.23954523,10.7066511,7.568122094,6.399634516,7.325914899,4.535989845,1.361568359,18_20
557,3260,10.6023194,11.2964903,12.65358784,10.07182549,6.941049429,5.797202671,6.818037781,3.94456384,0.786230682,18_20
558,3261,10.636047,11.27410767,12.60855815,9.996797637,6.85720542,5.746886132,6.797390464,3.851868953,0.762419853,18_20
559,3264,10.46428865,12.23302037,13.95755544,11.82621739,8.806925716,7.259177037,7.804211864,5.88485316,2.4221374,18_20
560,3266,10.81802383,12.06363181,13.58534868,11.15561104,8.040211826,6.775481726,7.589824832,5.022549125,1.754280577,18_20
561,3267,10.83527501,12.07734327,13.59631023,11.16084551,8.042967235,6.785021837,7.603261901,5.022094898,1.762060031,18_20
562,3272,10.56557668,11.9518379,13.54313604,11.23290567,8.163061196,6.769305031,7.487942044,5.199467359,1.806725823,18_20
563,3273,10.61114877,11.98590174,13.56929333,11.24294085,8.165985343,6.790518929,7.520724504,5.193136395,1.817532051,18_20
564,3274,10.99312481,11.9599126,13.37070953,10.78640961,7.624847775,6.521967793,7.479361859,4.561309686,1.489964453,18_20
565,3275,11.00633503,11.96586004,13.37291186,10.78238923,7.618608493,6.523025824,7.485294022,4.552449117,1.492425159,18_20
566,3278,10.71657389,11.52810331,12.91303536,10.34242304,7.204049093,6.061635369,7.048010205,4.185448737,1.034410377,18_20
567,3279,10.83789653,11.7480299,13.15436847,10.58838152,7.441583251,6.306672491,7.26746759,4.402866296,1.273568309,18_20
568,3280,10.1224145,9.714620208,10.75701798,7.979025818,4.890096778,3.880471642,5.332538115,2.182000686,1.498358181,18_20
569,3282,10.78854758,12.57364219,14.2772301,12.07642054,9.018302126,7.5555232,8.139863094,6.042257495,2.652743822,18_20
570,3283,10.26030396,11.79280798,13.4592355,11.28486017,8.270713163,6.734177118,7.344768813,5.375533053,1.884125745,18_20
571,3284,10.26899007,11.81482218,13.4847233,11.31326166,8.299078216,6.761303867,7.367798444,5.402666343,1.912528431,18_20
572,3285,9.692726118,11.35394312,13.11350756,11.14079832,8.2255352,6.472215464,6.932334714,5.465110806,1.896960085,18_20
573,3286,9.727802857,11.39337252,13.15092279,11.17005658,8.24936397,6.506375481,6.971273539,5.480253141,1.913620327,18_20
574,3287,9.348144817,11.37084963,13.27055799,11.52627457,8.698929387,6.757263957,7.011996185,6.03003675,2.464454323,18_20
575,3288,9.330148245,11.36372269,13.26824997,11.53293125,8.709578399,6.760268499,7.007420815,6.045372848,2.480568477,18_20
576,3289,9.722347048,11.48416726,13.27158154,11.32792269,8.416183605,6.648095403,7.073877146,5.650243875,2.083814609,18_20
577,3290,9.018821328,11.35460492,13.37386746,11.83593733,9.092689209,6.994161102,7.069172864,6.511627607,2.965213846,18_20
578,3293,11.02920872,12.21229226,13.69385884,11.18677031,8.040022337,6.865510375,7.734970375,4.983427251,1.828629669,18_20
579,3297,9.114697895,8.864198207,10.11891337,7.805165755,4.992034059,3.272260561,4.424430481,2.846845361,1.766901054,18_20
580,3300,8.85893282,8.451246776,9.705083645,7.486226699,4.77833993,2.870927737,4.021286879,2.912363297,2.17653944,18_20
581,3301,8.604867865,7.99182194,9.236746783,7.124874563,4.552095077,2.419051431,3.579552326,3.033456147,2.644103331,18_20
582,3317,11.47991608,6.867940753,5.640041053,1.116006207,2.398136902,3.972931454,5.559748447,5.544610845,8.310704897,18_20
583,3318,11.52827383,6.917651715,5.679097803,1.106082026,2.383776381,4.005811201,5.604123127,5.540616775,8.323429194,18_20
584,3341,8.443532348,10.58626399,12.60592183,11.16685784,8.518065258,6.281521323,6.297285321,6.10064875,2.667971348,18_20
585,3342,7.668539228,10.04481457,12.20359795,11.08429789,8.616314336,6.126062028,5.868747461,6.43268529,3.189172035,18_20
586,3343,7.643195577,10.02331377,12.18569475,11.07592217,8.61397081,6.116105492,5.850640404,6.438549947,3.202823058,18_20
587,3344,8.428014489,10.79288701,12.87339295,11.51283846,8.881307952,6.61190073,6.550727826,6.459940978,3.00364984,18_20
588,3345,8.408977791,10.76264272,12.84194873,11.48321548,8.854679504,6.581297649,6.51941126,6.439159776,2.988155607,18_20
589,4001,11.95290769,5.985002563,3.314096664,2.492510636,5.787515383,6.444872342,7.051409522,8.879142064,11.32274221,18_20
590,4002,11.96706842,6.004723869,3.339286754,2.471174421,5.770319646,6.440463584,7.055737751,8.864789819,11.31454071,18_20
591,4003,11.08262271,5.231124337,2.903259675,2.373100218,5.370252988,5.656962406,6.158247307,8.335751057,10.60256584,18_20
592,4004,11.0832221,5.238311168,2.919433557,2.354572816,5.351031083,5.642988554,6.150408694,8.317477109,10.58701403,18_20
593,4006,12.23628553,6.240006754,3.491900944,2.591281266,5.939280378,6.702012114,7.338942513,9.061261066,11.55638716,18_20
594,4007,12.7009555,6.30352345,3.020240143,5.157294426,8.45095331,8.719515677,8.80923763,11.49131988,13.72229929,18_20
595,4009,10.57026324,4.160123441,1.055138519,5.681561209,8.492093513,7.860949113,7.389094249,11.18874009,12.88135747,18_20
596,4010,9.873272399,4.906702403,3.950448785,2.224627452,3.816280172,3.595393294,4.35701598,6.469437689,8.54947794,18_20
