,route,id,weekday,route_congestion,id_congestion,weekday_congestion
0,금남55,3173,2,0.2023246609869394,0.009222474460839954,0.9882839986864942
1,228(화순전대병원),1155,1,0.1770783427416835,0.030505107832009076,0.9149622367124828
2,일곡28,3088,5,0.7190618034869916,0.06079738933030647,0.9999999999999998
3,금남59,2269,4,0.2649405295061137,0.13308740068104427,0.9626002720833136
4,송정98,5165,5,0.7226029537359135,0.008725879682179341,0.9999999999999998
5,마을715(대촌),3201,5,0.08409190326410731,0.004682179341657208,0.9999999999999998
6,진월75,3246,3,0.17351636219717959,0.015961975028376846,0.9909696486372377
7,마을700,5317,1,0.37584102318411894,0.06051362088535754,0.9149622367124828
8,진월75,3210,6,0.17351636219717959,0.1206015891032917,0.0
9,순환01(운천저수지),4435,5,0.33084758472722725,0.28589670828603864,0.9999999999999998
10,봉선27,1021,5,0.8779136375945175,0.05029795686719636,0.9999999999999998
11,금남59,2168,1,0.2649405295061137,0.24616912599318955,0.9149622367124828
12,송암68,2001,5,0.3640719061803487,0.47914301929625425,0.9999999999999998
13,매월26,4254,6,0.5792696898368989,0.14564415437003406,0.0
14,두암81(각화초교),1117,3,0.050076030578873915,0.07477298524404086,0.9909696486372377
15,운림54,4415,2,0.9566729851896598,0.125922247446084,0.9882839986864942
16,대촌69,2091,4,0.012373195575645219,0.02525539160045403,0.9626002720833136
17,수완03,3209,1,1.0,0.42636208853575486,0.9149622367124828
18,지원15,4379,2,0.2750015622721686,0.09023836549375709,0.9882839986864942
19,용전85,4001,0,0.04826379486324911,0.13259080590238365,0.747091523197448
20,문흥18,4414,0,0.8001958047784699,0.09605561861520999,0.747091523197448
21,봉선27,5439,3,0.8779136375945175,0.006384790011350738,0.9909696486372377
22,진월17,2243,1,0.6104109817318308,0.1427355278093076,0.9149622367124828
23,용전84,2169,1,0.05359635053221405,0.007945516458569807,0.9149622367124828
24,송암74,2058,2,0.2680859041389797,0.055334846765039726,0.9882839986864942
25,송암73,3235,1,0.2704397275397338,0.17210556186152098,0.9149622367124828
26,송정98,5283,1,0.7226029537359135,0.11613223609534619,0.9149622367124828
27,송정98,3116,2,0.7226029537359135,0.0639188422247446,0.9882839986864942
28,송정19,4237,2,0.31662049284479343,0.23219353007945515,0.9882839986864942
29,일곡10,5584,6,0.2501301893473868,0.06420261066969353,0.0
30,문흥18,4247,4,0.8001958047784699,0.07661748013620885,0.9626002720833136
31,첨단30,4539,4,0.43302018455641883,0.08640749148694665,0.9626002720833136
32,유덕65,2167,1,0.01920553252650655,0.32044551645856983,0.9149622367124828
33,첨단30,4375,2,0.43302018455641883,0.024758796821793418,0.9882839986864942
34,순환01(시청행),2088,2,0.31464161476451347,0.05902383654937571,0.9882839986864942
35,첨단20,2079,4,0.32141146082862915,0.061081157775255385,0.9626002720833136
36,금남57,4573,6,0.3546357822817506,0.1054199772985244,0.0
37,송암74,4570,3,0.2680859041389797,0.10726447219069239,0.9909696486372377
38,첨단95,1146,5,0.44356031412085734,0.15571793416572077,0.9999999999999998
39,송암74,3198,3,0.2680859041389797,0.01894154370034052,0.9909696486372377
40,진월17,3159,1,0.6104109817318308,0.16650113507377978,0.9149622367124828
41,양산60,4068,2,0.11594142520882371,0.11719636776390464,0.9882839986864942
42,첨단20,2145,5,0.32141146082862915,0.026816118047673095,0.9999999999999998
43,일곡10,4574,6,0.2501301893473868,0.05561861520998865,0.0
