,route,id,weekday,route_congestion,id_congestion,weekday_congestion
0,228(화순전대병원),6395,5,0.16573179791976225,0.04111591999064219,0.5055293263119667
1,봉선27,3125,4,0.8039190193164932,0.12650602409638556,0.9377428727074633
2,선운101,5242,3,0.12356983655274888,0.0665574921043397,0.8597421463591792
3,석곡87,4286,4,0.05191307578008915,0.009767224236752838,0.9377428727074633
4,진곡196,5011,6,0.2013744427934621,0.062463446017078025,0.0
5,임곡91,5338,5,0.0026931649331352154,0.002631886770382501,0.5055293263119667
6,송정33,5743,5,0.26095839524517084,0.09468943736109488,0.5055293263119667
7,첨단30,2033,5,0.42845468053491825,0.02497368113229618,0.5055293263119667
8,두암81(무등파크),4512,4,0.04554234769687964,0.13791086676804307,0.9377428727074633
9,매월61(세하),4525,2,0.09310921248142644,0.01128786992630717,0.9999999999999998
10,금호46,2079,6,0.4143759286775631,0.05199438530822319,0.0
11,봉선37,5282,0,0.7367384843982169,0.06252193238975319,0.6614672235336845
12,첨단95,1112,2,0.40832095096582466,0.3399227979880688,0.9999999999999998
13,선운101,5150,4,0.12356983655274888,0.008246578547198503,0.9377428727074633
14,운림50,3093,3,0.24060178306092123,0.1360977892151129,0.8597421463591792
15,일곡28,3216,4,0.700167161961367,0.028014972511404845,0.9377428727074633
16,매월16,2022,4,0.3418462109955423,0.0732249385893087,0.9377428727074633
17,문흥18,4411,1,0.7396173848439821,0.2461691425897766,0.7747866351915744
18,운림51,1158,6,0.575204309063893,0.03748976488478185,0.0
19,상무64,4338,5,0.08974739970282317,0.08714469528599837,0.5055293263119667
20,송정29,5279,2,0.551337295690936,0.06743478769446719,0.9999999999999998
21,마을720,5187,6,0.4479197622585438,0.052520762662299686,0.0
22,운림50,1157,0,0.24060178306092123,0.03234296408936718,0.6614672235336845
23,진월75,3244,1,0.1724739970282318,0.013627324833313838,0.7747866351915744
24,송암72,4343,5,0.33200222882615155,0.0667329512223652,0.5055293263119667
25,봉선27,5405,4,0.8039190193164932,0.009416306000701837,0.9377428727074633
26,수완03,4349,3,0.9579680534918276,0.14621593168791672,0.8597421463591792
27,일곡38,5236,0,0.4190564635958395,0.05082465785471985,0.6614672235336845
28,수완03,5296,6,0.9579680534918276,0.1065621710141537,0.0
29,금남55,4551,1,0.20715081723625556,0.0679611650485437,0.7747866351915744
30,송암72,4350,1,0.33200222882615155,0.013802783951339338,0.7747866351915744
31,진월07,4539,2,1.0,0.0869107497952977,0.9999999999999998
32,문흥39,1002,2,0.362332838038633,0.05041525324599369,0.9999999999999998
33,매월16,4492,4,0.3418462109955423,0.001871563925605334,0.9377428727074633
34,봉선37,5169,3,0.7367384843982169,0.02368698093344251,0.8597421463591792
35,봉선37,1046,0,0.7367384843982169,0.03555971458650135,0.6614672235336845
36,문흥18,4338,5,0.7396173848439821,0.08714469528599837,0.5055293263119667
37,송암73,5155,4,0.2563335809806835,0.005556205404140835,0.9377428727074633
38,봉선27,5199,4,0.8039190193164932,0.05725815884898819,0.9377428727074633
39,지원25,2360,5,0.27888187221396726,0.007954146683822669,0.5055293263119667
40,마을760,2008,3,0.17611441307578007,0.2531875073107966,0.8597421463591792
41,송정98,1005,3,0.6057206537890044,0.07135337466370337,0.8597421463591792
42,송암74,4563,6,0.23997028231797918,0.03164112761726518,0.0
43,송정98,5295,3,0.6057206537890044,0.06562171014153703,0.8597421463591792
44,운림51,1154,6,0.575204309063893,0.11398994034389988,0.0
45,금남57,4488,6,0.34552377414561664,0.11551058603345421,0.0
46,양산60,4079,2,0.09949851411589895,0.1294303427301439,0.9999999999999998
47,첨단40,5201,1,0.12865898959881128,0.04790033922096152,0.7747866351915744
48,운림35,4164,4,0.22483283803863297,0.6890279564861388,0.9377428727074633
49,수완03,5441,4,0.9579680534918276,0.05427535384255469,0.9377428727074633
50,금호46,2079,5,0.4143759286775631,0.05199438530822319,0.5055293263119667
51,지원45,1096,6,0.5118684992570579,0.04871914843841385,0.0
52,일곡38,2234,1,0.4190564635958395,0.005556205404140835,0.7747866351915744
53,충효187,4290,3,0.039078751857355126,0.005146800795414669,0.8597421463591792
54,송암68,5273,2,0.28601411589895986,0.5719382383904551,0.9999999999999998
55,마을700,5248,1,0.3668090638930163,0.049888875891917185,0.7747866351915744
56,금남59,1136,6,0.2475854383358098,0.3797520177798573,0.0
57,첨단20,4043,2,0.3286589895988113,0.006491987366943503,0.9999999999999998
58,첨단09,1112,4,0.8081537890044576,0.3399227979880688,0.9377428727074633
59,상무64,2232,0,0.08974739970282317,0.23745467306117676,0.6614672235336845
60,석곡87,4286,1,0.05191307578008915,0.009767224236752838,0.7747866351915744
