정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명
KJB406,봉선라인광장,,,Bongseon Line Gwangjang Apt.,35.12785833,126.9103444,2021-09-16 5:01,3111,24,광주광역시
KJB407,봉선라인광장,,,Bongseon Line Gwangjang Apt.,35.12790833,126.9100778,2021-09-16 5:01,3110,24,광주광역시
KJB408,두암라인동산아파트,,,Duam Line Dongsan Apt.,35.17166111,126.9353889,2021-09-16 5:01,4185,24,광주광역시
KJB409,두암라인동산아파트,,,Duam Line Dongsan Apt.,35.17156944,126.9356333,2021-09-16 5:01,4172,24,광주광역시
KJB410,문흥라인동산아파트,,,Munheung Line Dongsan Apt.,35.18895278,126.9257833,2021-09-16 5:01,4234,24,광주광역시
KJB411,문흥라인동산아파트,,,Munheung Line Dongsan Apt.,35.18940278,126.9259583,2021-09-16 5:01,4235,24,광주광역시
KJB414,첨단초교,,,Cheomdan Elementary School,35.21884722,126.8372222,2021-09-16 5:01,5420,24,광주광역시
KJB416,첨단2동행정복지센터,,,Cheomdan 2(i)-dong Administration Welfare Center,35.21510556,126.8426444,2021-09-16 5:01,5445,24,광주광역시
KJB417,첨단사거리,,,Cheomdan Sageori,35.21785833,126.8408444,2021-09-16 5:01,5454,24,광주광역시
KJB418,첨단도서관,,,Cheomdan Library,35.21716944,126.8315167,2021-09-16 5:01,5415,24,광주광역시
KJB419,어룡초교,,,Eoryong Elementary School,35.15579444,126.7922722,2021-09-16 5:01,5259,24,광주광역시
KJB420,어룡초교,,,Eoryong Elementary School,35.15617222,126.7923806,2021-09-16 5:01,5258,24,광주광역시
KJB421,신동사거리,,,Sindong Sageori,35.133854,126.789155,2021-09-16 5:01,5165,24,광주광역시
KJB422,라인효친,,,Line Hyochin Apt.,35.12765278,126.9179444,2021-09-16 5:01,3119,24,광주광역시
KJB425,럭키아파트,,,Lucky Apt.,35.13788889,126.8746639,2021-09-16 5:01,2313,24,광주광역시
KJB426,럭키아파트,,,Lucky Apt.,35.13796389,126.8746806,2021-09-16 5:01,2314,24,광주광역시
KJB427,첨단롯데마트,,,Cheomdan Lotte Mart,35.21663333,126.8526778,2021-09-16 5:01,5451,24,광주광역시
KJB428,첨단롯데마트,,,Cheomdan Lotte Mart,35.21666111,126.8528972,2021-09-16 5:01,5450,24,광주광역시
KJB430,롯데백화점,,,Lotte Department Store,35.15438611,126.9109556,2021-09-16 5:01,1119,24,광주광역시
KJB431,롯데백화점,,,Lotte Department Store,35.15431111,126.9105583,2021-09-16 5:01,4520,24,광주광역시
KJB432,폭스존,,,Fox Zone,35.22096389,126.8527306,2021-09-16 5:01,5424,24,광주광역시
KJB433,폭스존,,,Fox Zone,35.22012778,126.8529278,2021-09-16 5:01,4124,24,광주광역시
KJB434,정부광주지방합동청사입구,,,Gwangju Regional Government Complex Entrance,35.22177778,126.8491222,2021-09-16 5:01,4125,24,광주광역시
KJB436,롯데칠성,,,Lotte Chilsung Beverage,35.19896389,126.8759833,2021-09-16 5:01,4031,24,광주광역시
KJB437,롯데칠성,,,Lotte Chilsung Beverage,35.19884167,126.875825,2021-09-16 5:01,4030,24,광주광역시
KJB438,마당고개,,,Madang Pass,35.19090833,126.877275,2021-09-16 5:01,4452,24,광주광역시
KJB439,마령,,,Maryeong,35.20257222,126.6651333,2021-09-16 5:01,6224,24,광주광역시
KJB440,김대중컨벤션센터(마륵)역,,,Kimdaejung Convention Center (Mareuk) Station,35.14252222,126.8403417,2021-09-16 5:01,2132,24,광주광역시
KJB441,장성마산,,,Jangseong Masan,35.26311111,126.791125,2021-09-16 5:01,6215,24,광주광역시
KJB450,화정무등파크,,,Hwajeong Mudeung Park Apt.,35.15737778,126.8787611,2021-09-16 5:01,2281,24,광주광역시
KJB461,정부광주지방합동청사입구,,,Gwangju Regional Government Complex Entrance,35.22189167,126.8489694,2021-09-16 5:01,5425,24,광주광역시
KJB468,수동,,,Sudong,35.01675,126.9527111,2021-09-16 5:01,6296,24,광주광역시
KJB470,말바우시장(남),,,Malbawoo market(South),35.17054444,126.9216417,2021-09-16 5:01,4425,24,광주광역시
KJB471,말바우시장(동),,,Malbau Market (East),35.17242778,126.9244556,2021-09-16 5:01,4164,24,광주광역시
KJB472,말바우시장(동),,,Malbau Market (East),35.17238611,126.9247083,2021-09-16 5:01,4165,24,광주광역시
KJB473,말바우시장(서),,,Malbau Market (West),35.17151944,126.9211361,2021-09-16 5:01,4416,24,광주광역시
KJB474,말바우시장(서),,,Malbau Market (West),35.17152778,126.9214278,2021-09-16 5:01,4417,24,광주광역시
KJB475,석곡동행정복지센터,,,Seokgok-dong Administration Welfare Center,35.21279722,126.9485917,2021-09-16 5:01,4287,24,광주광역시
KJB476,석곡동행정복지센터,,,Seokgok-dong Administration Welfare Center,35.21278889,126.9484028,2021-09-16 5:01,4288,24,광주광역시
KJB477,전남공무원교육원,,,Jeonnam Officials Training Institute,35.19395,126.8914472,2021-09-16 5:01,4210,24,광주광역시
KJB478,매곡삼익아파트,,,Maegok Samik Apt.,35.18824444,126.8942778,2021-09-16 5:01,4205,24,광주광역시
KJB479,매화동(장성),,,Maehwadong(Jangseong),35.2669,126.8273611,2021-09-16 5:01,6250,24,광주광역시
KJB480,맥동,,,Maekddong,35.20278056,126.7538528,2021-09-16 5:01,5043,24,광주광역시
KJB481,가마,,,Gama,35.17117778,126.7027583,2021-09-16 5:01,5032,24,광주광역시
KJB482,산수2동행정복지센터,,,Sansu 2(i)-dong Adminstration Welfare Center,35.15383056,126.9364722,2021-09-16 5:01,1031,24,광주광역시
KJB483,명지맨션,,,Myeongji Mansion Apt.,35.13911667,126.892625,2021-09-16 5:01,3180,24,광주광역시
KJB484,명지맨션,,,Myeongji Mansion Apt.,35.1398,126.8919306,2021-09-16 5:01,3181,24,광주광역시
KJB485,모아제일아파트,,,Moa Jeil Apt.,35.158405,126.861516,2021-09-16 5:01,2064,24,광주광역시
KJB486,라인효친,,,Line Hyochin Apt.,35.12752222,126.9175,2021-09-16 5:01,3118,24,광주광역시
KJB487,모아2차아파트,,,Moa 2nd Apt.,35.12798889,126.9141139,2021-09-16 5:01,3107,24,광주광역시
KJB488,모아2차아파트,,,Moa 2nd Apt.,35.12805833,126.9140917,2021-09-16 5:01,3106,24,광주광역시
KJB491,송정모아아파트,,,Songjeong Moa Apt.,35.141075,126.802,2021-09-16 5:01,5151,24,광주광역시
KJB492,송정모아아파트,,,Songjeong Moa Apt.,35.14116667,126.8019306,2021-09-16 5:01,5150,24,광주광역시
KJB493,문흥라인아파트,,,Munheung Line Apt.,35.18621667,126.923525,2021-09-16 5:01,4237,24,광주광역시
KJB494,모아제일아파트,,,Moa Jeil Apt.,35.158269,126.861353,2021-09-16 5:01,2065,24,광주광역시
KJB495,버들마을,,,Beodeul Village,35.16183056,126.8627167,2021-09-16 5:01,2192,24,광주광역시
KJB496,상무호반3차,,,Sangmu Hoban 3rd Apt.,35.15943056,126.8630056,2021-09-16 5:01,2068,24,광주광역시
KJB497,광산구노인복지회관,,,Gwangsan-gu Senior Welfare Center,35.17170556,126.8154667,2021-09-16 5:01,5289,24,광주광역시
KJB498,광산구노인복지회관,,,Gwangsan-gu Senior Welfare Center,35.17185556,126.8151833,2021-09-16 5:01,5290,24,광주광역시
KJB499,광주기아챔피언스필드,,,Gwangju-Kia Champions Field,35.168626,126.890232,2021-09-16 5:01,4490,24,광주광역시
KJB500,광주기아챔피언스필드,,,Gwangju-Kia Champions Field,35.168471,126.890658,2021-09-16 5:01,4489,24,광주광역시
KJB501,광주기아챔피언스필드입구,,,Gwangju-Kia Champions Field Entrance,35.16871111,126.8917222,2021-09-16 5:01,4336,24,광주광역시
KJB502,무등도서관,,,Mudeung Library,35.17565,126.9270639,2021-09-16 5:01,4175,24,광주광역시
KJB503,무등도서관,,,Mudeung Library,35.17444167,126.9263861,2021-09-16 5:01,4174,24,광주광역시
KJB504,무등시장,,,Mudeung Market,35.13702222,126.8942028,2021-09-16 5:01,3221,24,광주광역시
KJB505,무등시장,,,Mudeung Market,35.1376,126.8936306,2021-09-16 5:01,3182,24,광주광역시
KJB506,무등시장입구(남),,,Mudeung Market Entrance (South),35.13360833,126.8957972,2021-09-16 5:01,3211,24,광주광역시
KJB507,무등시장입구(북),,,Mudeung Market Entrance (North),35.13494722,126.8958056,2021-09-16 5:01,3223,24,광주광역시
KJB508,무등시장입구(북),,,Mudeung Market Entrance (North),35.135008,126.895598,2021-09-16 5:01,3224,24,광주광역시
KJB509,무등시장입구(남),,,Mudeung Market Entrance (South),35.13361389,126.89515,2021-09-16 5:01,3222,24,광주광역시
KJB510,소태역,,,Sotae Station,35.12330278,126.9325083,2021-09-16 5:01,1096,24,광주광역시
KJB1849,개동리,,,Gaedong-li,35.281175,126.9369111,2021-09-16 5:01,6158,24,광주광역시
KJB1850,남산마을입구,,,Namsanmaeul Entrance,35.28427778,126.9372861,2021-09-16 5:01,6163,24,광주광역시
KJB1851,만화동,,,Manhwadong,35.29077778,126.9359583,2021-09-16 5:01,6169,24,광주광역시
KJB1852,나산리,,,Nasanli,35.29386111,126.9350111,2021-09-16 5:01,6167,24,광주광역시
KJB1853,하촌1길,,,Hachon 1-gil,35.29771111,126.9342333,2021-09-16 5:01,6162,24,광주광역시
KJB1854,농협판매장,,,Agricultural Cooperative Product Market,35.30080556,126.9323639,2021-09-16 5:01,6165,24,광주광역시
KJB1855,수북면사무소,,,Subukmyeon Office,35.30113333,126.9278333,2021-09-16 5:01,6174,24,광주광역시
KJB1857,고성리,,,Goseong-li,35.29496111,126.9237139,2021-09-16 5:01,6159,24,광주광역시
KJB1858,월성(담양),,,Wolseong(Damyang),35.29335278,126.9209194,2021-09-16 5:01,6177,24,광주광역시
KJB1860,성산리,,,Seongsan-li,35.28903889,126.9139194,2021-09-16 5:01,6115,24,광주광역시
KJB1861,행정리,,,HaengJeong-li,35.28766667,126.9088611,2021-09-16 5:01,6131,24,광주광역시
KJB1862,갑향리,,,Gaphyang-li,35.28618611,126.9022472,2021-09-16 5:01,6107,24,광주광역시
KJB1863,병풍리,,,Byeongpung-1i,35.28485,126.8979444,2021-09-16 5:01,6113,24,광주광역시
KJB1865,한재초교,,,Hanjae Elementary School,35.27812222,126.8905972,2021-09-16 5:01,6129,24,광주광역시
KJB1866,대치,,,Daechi,35.27655833,126.8872778,2021-09-16 5:01,6111,24,광주광역시
KJB1867,한재중,,,Hanjae Middle School,35.27464722,126.8885667,2021-09-16 5:01,6128,24,광주광역시
KJB1868,시목,,,Simok,35.26055556,126.8898139,2021-09-16 5:01,6118,24,광주광역시
KJB1869,응기,,,Unggi,35.25160833,126.8909889,2021-09-16 5:01,6119,24,광주광역시
KJB1871,삼소동입구,,,Samso-dong Entrance,35.24637222,126.8875556,2021-09-16 5:01,4042,24,광주광역시
KJB1872,용산교(북구),,,Yongsangyo Bridge (Buk-gu),35.24433889,126.8905833,2021-09-16 5:01,4087,24,광주광역시
KJB1873,전통공예문화학교,,,Traditional Crafts Culture School,35.24222222,126.8977611,2021-09-16 5:01,4101,24,광주광역시
KJB1877,효령노인복지타운,,,Hyoyeong Senior Welfare Town,35.243207,126.910541,2021-09-16 5:01,4093,24,광주광역시
KJB1878,북초교,,,Buk Elemetary School,35.244187,126.914817,2021-09-16 5:01,4036,24,광주광역시
KJB1880,영락공원입구,,,Yeongnak Cemetery Park Entrance,35.244154,126.915392,2021-09-16 5:01,4083,24,광주광역시
KJB1882,수곡,,,Sugok,35.24568333,126.9191222,2021-09-16 5:01,4049,24,광주광역시
KJB1883,두촌,,,Duchon,35.24661111,126.922625,2021-09-16 5:01,4028,24,광주광역시
KJB1884,단지삼거리,,,Danji Samgeori,35.24896944,126.9254556,2021-09-16 5:01,4019,24,광주광역시
KJB1885,단지마을,,,Danji Village,35.24610556,126.9261806,2021-09-16 5:01,4017,24,광주광역시
KJB1886,시립공원묘지,,,Municipal Cemetery Park,35.23747778,126.932625,2021-09-16 5:01,4051,24,광주광역시
KJB1887,공원묘지,,,Cemetery Park,35.23518889,126.9350972,2021-09-16 5:01,4271,24,광주광역시
KJB1888,국립5.18민주묘지,,,May 18th National Cemetery,35.23168056,126.9421528,2021-09-16 5:01,4270,24,광주광역시
KJB1889,어운,,,Eoun,35.22687222,126.9450833,2021-09-16 5:01,4301,24,광주광역시
KJB1890,주룡,,,Juryong,35.22325833,126.946425,2021-09-16 5:01,4316,24,광주광역시
KJB1891,복다우,,,Bokdau,35.21809167,126.9480667,2021-09-16 5:01,4284,24,광주광역시
KJB1892,공원묘지입구,,,Cemetery Park Entrance,35.21621389,126.9495083,2021-09-16 5:01,4273,24,광주광역시
KJB1893,태령,,,Taeryeong,35.25101389,126.9277444,2021-09-16 5:01,4120,24,광주광역시
KJB1894,신평,,,Shinpyeong,35.25182222,126.9304417,2021-09-16 5:01,6140,24,광주광역시
KJB1895,와우리,,,Wauri,35.25305556,126.9342417,2021-09-16 5:01,6147,24,광주광역시
KJB1896,양지,,,Yangji,35.25373611,126.9406056,2021-09-16 5:01,6141,24,광주광역시
KJB1897,월전(담양),,,Woljeon(Damyang),35.25384167,126.9430083,2021-09-16 5:01,6149,24,광주광역시
KJB1898,양지분교,,,Yangji Branch School,35.25443889,126.94925,2021-09-16 5:01,6143,24,광주광역시
KJB1899,송강정종점,,,Songgangjeong,35.25305,126.9536444,2021-09-16 5:01,6138,24,광주광역시
KJB1900,원유동,,,Wonyudong,35.24354722,126.9537361,2021-09-16 5:01,6088,24,광주광역시
KJB1901,담양월곡,,,Damyang Wolgok,35.23895,126.9545583,2021-09-16 5:01,6078,24,광주광역시
KJB1902,노안동,,,Noandong,35.23582222,126.955025,2021-09-16 5:01,6076,24,광주광역시
KJB1903,주평,,,Jupyeong,35.23098056,126.9559778,2021-09-16 5:01,6089,24,광주광역시
KJB1904,연천,,,Yeoncheon,35.17715278,127.0279028,2021-09-16 5:01,6099,24,광주광역시
KJB1905,반석,,,Banseok,35.17891944,127.0221333,2021-09-16 5:01,6096,24,광주광역시
KJB1906,전남교육연수원,,,Jeollanamdo Educational Training Institute,35.18238056,127.0132944,2021-09-16 5:01,6101,24,광주광역시
KJB1907,소쇄원,,,Soswaewon,35.18263611,127.0119222,2021-09-16 5:01,6098,24,광주광역시
KJB1910,가사문학관,,,Gasa Literary House,35.18720278,127.0044361,2021-09-16 5:01,6094,24,광주광역시
KJB1912,충효동환벽당,,,Chunghyo-dong Hwanbyeokdang Pavilion,35.18668333,127.0025667,2021-09-16 5:01,4327,24,광주광역시
KJB1913,광주호호수생태원,,,Gwangjuho Lake Eco Park,35.18389167,127.0004861,2021-09-16 5:01,4325,24,광주광역시
KJB1914,수리,,,Suri,35.18248333,126.9997056,2021-09-16 5:01,4292,24,광주광역시
KJB1915,석제,,,Seokje,35.18031944,126.9989833,2021-09-16 5:01,4290,24,광주광역시
KJB1916,금곡,,,Geumgok,35.16974444,126.9987833,2021-09-16 5:01,4276,24,광주광역시
KJB1917,충장사(북),,,Chungjangsa Shrine (North),35.16200556,126.9801861,2021-09-16 5:01,4324,24,광주광역시
KJB1918,인성고,,,Inseong High School,35.10346389,126.8787222,2021-09-16 5:01,3167,24,광주광역시
KJB1919,송암동,,,Songam-dong,35.09856111,126.8771278,2021-09-16 5:01,3158,24,광주광역시
KJB1920,광곡입구,,,Gwanggok Entrance,35.100902,126.87064,2021-09-16 5:01,3146,24,광주광역시
KJB1921,임정,,,Imjeong,35.10189255,126.8690568,2021-09-16 5:01,3170,24,광주광역시
KJB1922,이동입구,,,Idong Entrance,35.09586111,126.8591333,2021-09-16 5:01,3165,24,광주광역시
KJB1924,향등,,,Hyangdeung,35.08908889,126.8771167,2021-09-16 5:01,3073,24,광주광역시
KJB1925,양과동,,,Yanggwa-dong,35.08673889,126.8750417,2021-09-16 5:01,3041,24,광주광역시
KJB1926,수춘,,,Suchun,35.08525,126.8679306,2021-09-16 5:01,3032,24,광주광역시
KJB1927,이장1동,,,Ijang 1(il)-dong,35.08729167,126.8614,2021-09-16 5:01,3053,24,광주광역시
KJB1928,이장2동,,,Ijang 2(i)-dong,35.08816111,126.8581944,2021-09-16 5:01,3055,24,광주광역시
KJB1929,복수,,,Boksu,35.08929444,126.8559444,2021-09-16 5:01,3020,24,광주광역시
KJB1930,포충사,,,Pochungsa Shrine,35.08961944,126.8498111,2021-09-16 5:01,3021,24,광주광역시
KJB1931,원산,,,Wonsan,35.08862222,126.844625,2021-09-16 5:01,3046,24,광주광역시
KJB1932,상지석,,,Sangjiseok,35.086625,126.8404833,2021-09-16 5:01,3022,24,광주광역시
KJB1933,하지석,,,Hajiseok,35.08364167,126.8361944,2021-09-16 5:01,3065,24,광주광역시
KJB1934,대촌동행정복지센터,,,Daechon-dong Administration Welfare Center,35.081275,126.8342806,2021-09-16 5:01,3008,24,광주광역시
KJB1936,도촌,,,Dochon,35.07749722,126.8366611,2021-09-16 5:01,3017,24,광주광역시
KJB1937,상칠석,,,Sangchilseok,35.07363056,126.8364861,2021-09-16 5:01,3069,24,광주광역시
KJB1938,어전,,,Eojeon,35.05864167,126.835325,2021-09-16 5:01,6016,24,광주광역시
KJB1939,광이리,,,Gwangui-li,35.05419167,126.8357222,2021-09-16 5:01,6004,24,광주광역시
KJB1940,남평교,,,Nampyeonggyo(Bridge),35.05085278,126.8384611,2021-09-16 5:01,6009,24,광주광역시
KJB1942,남평농협,,,Nampyeong Agricultural Cooperative Federation,35.04683889,126.8404917,2021-09-16 5:01,6012,24,광주광역시
KJB1943,나주축산농협,,,Naju Livestock Agricultural Cooperative Federation,35.04544167,126.8426333,2021-09-16 5:01,6008,24,광주광역시
KJB1945,광남고,,,Gwangnam High School,35.03852778,126.8420778,2021-09-16 5:01,6001,24,광주광역시
KJB1946,광주어망,,,Kwangju Fishing Net,35.034925,126.8369806,2021-09-16 5:01,6005,24,광주광역시
KJB1948,방축마을,,,Bangchuk Maeul,35.03014444,126.8329917,2021-09-16 5:01,6013,24,광주광역시
KJB1949,팔마아파트,,,Palma Apt,35.02625833,126.8321222,2021-09-16 5:01,6046,24,광주광역시
KJB4235,광주그린카진흥원입구,,,Gwangju Institute of Green-Car Advancement Entrance,35.1941222,126.7915774,2021-09-16 5:01,5952,24,광주광역시
KJB4236,광주그린카진흥원입구,,,Gwangju Institute of Green-Car Advancement Entrance,35.19423259,126.791337,2021-09-16 5:01,5953,24,광주광역시
KJB4237,진곡화물공영차고지,,,Jingok Cargo Public Garage,35.19332035,126.7948833,2021-09-16 5:01,5954,24,광주광역시
KJB4238,진곡화물공영차고지,,,Jingok Cargo Public Garage,35.19325832,126.7950614,2021-09-16 5:01,5955,24,광주광역시
KJB4239,진곡산단,,,Jingok Industrial Complex,35.21086145,126.7814622,2021-09-16 5:01,5956,24,광주광역시
KJB4240,진곡산단,,,Jingok Industrial Complex,35.21068468,126.781513,2021-09-16 5:01,5957,24,광주광역시
KJB4243,효천지구,,,Hyocheon District,35.098493,126.880619,2021-09-16 5:01,6623,24,광주광역시
KJB4244,효천지구,,,Hyocheon District,35.098708,126.880465,2021-09-16 5:01,6624,24,광주광역시
KJB4245,KTX체육기지,,,KTX Sports Park,35.183023,126.791286,2021-09-16 5:01,5980,24,광주광역시
KJB4246,광주디자인센터,,,Gwangju Design Center,35.22344713,126.8457854,2021-09-16 5:01,5958,24,광주광역시
KJB4247,광주디자인센터,,,Gwangju Design Center,35.22326084,126.8459445,2021-09-16 5:01,5959,24,광주광역시
KJB4248,기룡마을,,,Giryong Town,35.098881,126.762415,2021-09-16 5:01,5960,24,광주광역시
KJB4249,대덕훼미리아파트,,,Daedeok Family Apt.,35.15436214,126.8106027,2021-09-16 5:01,5961,24,광주광역시
KJB4250,대덕훼미리아파트,,,Daedeok Family Apt.,35.15461804,126.8107142,2021-09-16 5:01,5962,24,광주광역시
KJB4251,돈보스코학교,,,Don Bosco School,35.18458347,126.794116,2021-09-16 5:01,5963,24,광주광역시
KJB4252,돈보스코학교,,,Don Bosco School,35.18449006,126.7937531,2021-09-16 5:01,5964,24,광주광역시
KJB4253,동산마을,,,Dongsan Town,35.114336,126.7219,2021-09-16 5:01,5965,24,광주광역시
KJB4254,봉흥마을,,,Bongheung Town,35.218774,126.731083,2021-09-16 5:01,5966,24,광주광역시
KJB4255,선운리버프라임아파트,,,Sunun River Prime Apt,35.15106156,126.7797363,2021-09-16 5:01,5967,24,광주광역시
KJB4256,선운리버프라임아파트,,,Sunun River Prime Apt,35.151001,126.780249,2021-09-16 5:01,5968,24,광주광역시
KJB4257,우주선어린이공원입구,,,Entrance to spacecraft childrens park,35.190805,126.81168,2021-09-16 5:01,5969,24,광주광역시
KJB4258,우주선어린이공원입구,,,Entrance to spacecraft childrens park,35.191026,126.813076,2021-09-16 5:01,5970,24,광주광역시
KJB4259,운수마을,,,Unsu Town,35.15657342,126.7804399,2021-09-16 5:01,5971,24,광주광역시
KJB4260,운수마을,,,Unsu Town,35.15609753,126.7808397,2021-09-16 5:01,5972,24,광주광역시
KJB4261,원사호마을,,,Wonsaho Town,35.21596,126.730772,2021-09-16 5:01,5973,24,광주광역시
KJB4263,지실마을,,,Jisil Town,35.17477,126.793913,2021-09-16 5:01,5975,24,광주광역시
KJB4264,지실마을,,,jisil Town,35.174824,126.794022,2021-09-16 5:01,5976,24,광주광역시
KJB4265,첨단병원입구,,,cheomdan Hospital Entrance,35.21880385,126.8459336,2021-09-16 5:01,5977,24,광주광역시
KJB4266,첨단병원입구,,,cheomdan Hospital Entrance,35.21881655,126.8458594,2021-09-16 5:01,5978,24,광주광역시
KJB4267,광주국제양궁장,,,Gwangju International Archery,35.133341,126.891866,2021-09-16 5:01,3297,24,광주광역시
KJB4268,광주국제양궁장,,,Gwangju International Archery,35.133155,126.891738,2021-09-16 5:01,3298,24,광주광역시
KJB4269,봉주초교,,,Bongju Elementary School,35.136653,126.889256,2021-09-16 5:01,3299,24,광주광역시
KJB4270,봉주초교,,,Bongju Elementary School,35.136429,126.889218,2021-09-16 5:01,3300,24,광주광역시
KJB4271,주월명지아파트,,,Juwolmyeongji apt.,35.140014,126.886437,2021-09-16 5:01,3301,24,광주광역시
KJB4272,주월명지아파트,,,Juwolmyeongji apt.,35.139695,126.886913,2021-09-16 5:01,3302,24,광주광역시
KJB4273,조선대공과대학,,,Chosun University Technical College,35.142644,126.924761,2021-09-16 5:01,1183,24,광주광역시
KJB4275,빛고을고입구,,,Bitgoeul High School Entrance,35.21290961,126.8614922,2021-09-16 5:01,4638,24,광주광역시
KJB4276,연제외촌입구,,,Yeonje Oecheon Entrance,35.19763292,126.8663449,2021-09-16 5:01,4639,24,광주광역시
KJB4277,운암3동행정복지센터,,,Unam 3-dong Administration Welfare Center,35.1821614,126.8740216,2021-09-16 5:01,4640,24,광주광역시
KJB4278,운암3동행정복지센터,,,Unam 3-dong Administration Welfare Center,35.18221454,126.8739948,2021-09-16 5:01,4641,24,광주광역시
KJB4279,운암우성아파트,,,Unam Wooseong apt.,35.18483577,126.8771955,2021-09-16 5:01,4642,24,광주광역시
KJB4280,운암우성아파트,,,Unam Wooseong apt.,35.184813,126.877076,2021-09-16 5:01,4643,24,광주광역시
KJB4281,첨단2체육공원,,,Cheomdan 2 Sports Park,35.20056039,126.8612014,2021-09-16 5:01,4644,24,광주광역시
KJB4282,첨단2체육공원,,,Cheomdan 2 Sports Park,35.20079638,126.8617559,2021-09-16 5:01,4645,24,광주광역시
KJB4283,화인특장,,,Fine Motors,35.19826056,126.8599079,2021-09-16 5:01,4646,24,광주광역시
KJB4284,화인특장,,,Fine Motors,35.19806711,126.8599722,2021-09-16 5:01,4647,24,광주광역시
KJB4285,금호저수지입구,,,Geumho Reservoir Entrance,35.13268403,126.8487237,2021-09-16 5:01,2433,24,광주광역시
KJB4286,금호저수지입구,,,Geumho Reservoir Entrance,35.13303271,126.8490039,2021-09-16 5:01,2434,24,광주광역시
KJB4287,상무역(남),,,Sangmu Station(South),35.14603958,126.8488398,2021-09-16 5:01,2435,24,광주광역시
KJB4288,상무역(남),,,Sangmu Station(South),35.146138,126.84874,2021-09-16 5:01,2436,24,광주광역시
KJB4289,서구국민체육센터,,,SeoGu National Sports Center,35.12946517,126.8809775,2021-09-16 5:01,2437,24,광주광역시
KJB4290,서구국민체육센터,,,SeoGu National Sports Center,35.12988816,126.8805032,2021-09-16 5:01,2438,24,광주광역시
KJB4291,월드컵경기장 정문,,,World cup stadium main entrance,35.13319356,126.87278,2021-09-16 5:01,2439,24,광주광역시
KJB4292,월드컵경기장 정문,,,World cup stadium main entrance,35.13297257,126.8726202,2021-09-16 5:01,2440,24,광주광역시
KJB4293,월드컵경기장주차장,,,World Cup stadium parking lot,35.130807,126.877415,2021-09-16 5:01,2441,24,광주광역시
KJB4294,월드컵경기장주차장,,,World Cup stadium parking lot,35.1303671,126.8769199,2021-09-16 5:01,2442,24,광주광역시
KJB4295,유덕1교차로,,,Yuedok 1 intersection,35.16412543,126.8484757,2021-09-16 5:01,2443,24,광주광역시
KJB4296,유덕1교차로,,,Yuedok 1 intersection,35.16423091,126.8481461,2021-09-16 5:01,2444,24,광주광역시
KJB4297,자활촌입구,,,Jahwalchon Entrance,35.13845162,126.8487693,2021-09-16 5:01,2445,24,광주광역시
KJB4298,자활촌입구,,,Jahwalchon Entrance,35.139165,126.848986,2021-09-16 5:01,2446,24,광주광역시
KJB4299,화정우성아파트,,,Hwajeong woosung apts,35.136774,126.872589,2021-09-16 5:01,2447,24,광주광역시
KJB4300,화정우성아파트,,,Hwajeong woosung apts,35.13626591,126.8725878,2021-09-16 5:01,2448,24,광주광역시
KJB4301,희망가아파트,,,Huimangga Apt,35.14289516,126.8488418,2021-09-16 5:01,2449,24,광주광역시
KJB4302,희망가아파트,,,Huimangga Apt,35.142363,126.849098,2021-09-16 5:01,2450,24,광주광역시
KJB4306,비엔날레주차장,,,Biennale parking lot,35.186256,126.884233,2021-09-16 5:01,4648,24,광주광역시
KJB4307,계소리1구,,,Gyesori District 1,35.05085004,126.958364,2021-09-16 5:01,6469,24,광주광역시
KJB4308,계소리1구,,,Gyesori District 1,35.05081815,126.958524,2021-09-16 5:01,6470,24,광주광역시
KJB4309,계소리3구입구,,,Gyesori District 3 Entrance,35.04838056,126.9587761,2021-09-16 5:01,6453,24,광주광역시
KJB4310,계소리3구입구,,,Gyesori District 3 Entrance,35.04830944,126.9589388,2021-09-16 5:01,6454,24,광주광역시
KJB4311,하니움스포츠센터서문,,,Hanium Culture Sports Center(West gate),35.04831598,126.9636566,2021-09-16 5:01,6455,24,광주광역시
KJB4312,하니움스포츠센터서문,,,Hanium Culture Sports Center(West gate),35.04846028,126.9636619,2021-09-16 5:01,6456,24,광주광역시
KJB4316,오성아파트,,,Oseong Apt,35.051676,126.958893,2021-09-16 5:01,6466,24,광주광역시
KJB4317,오성아파트,,,Oseong Apt,35.051757,126.958914,2021-09-16 5:01,6465,24,광주광역시
KJB4322,봉흥마을,,,Bongheung Town,35.218882,126.730931,2021-09-16 5:01,5979,24,광주광역시
KJB4323,산정,,,Sanjeong(Jangseong),35.248341,126.813599,2021-09-16 5:01,6459,24,광주광역시
KJB4324,화순서라아파트,,,Hwasun Seora Apt,35.053195,126.969048,2021-09-16 5:01,6464,24,광주광역시
KJB4325,잠정햇살마을,,,Jamjeong Haetsar maeul,34.984905,126.961738,2021-09-16 5:01,6463,24,광주광역시
KJB4326,잠정햇살마을,,,Jamjeong Haetsar maeul,34.984957,126.961825,2021-09-16 5:01,6460,24,광주광역시
KJB4327,화순서라아파트,,,Hwasun Seora Apt,35.053123,126.969217,2021-09-16 5:01,6457,24,광주광역시
GUB2606260,자유무역관리원,1,,,35.95966721,126.5487137,2021-09-16 5:01,2606260,35020,군산시
