정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명
KJB664,화순사평,,,Hwasun Sapyeong,35.00615278,127.098825,2021-09-16 5:01,6284,24,광주광역시
KJB665,사평중,,,Sapyeong Middle School,35.00799167,127.0886556,2021-09-16 5:01,6280,24,광주광역시
KJB666,사평중,,,Sapyeong Middle School,35.008025,127.0890222,2021-09-16 5:01,6281,24,광주광역시
KJB667,사평초교,,,Sapyeong Elementary School,35.00765,127.0933611,2021-09-16 5:01,6282,24,광주광역시
KJB668,사평초교,,,Sapyeong Elementary School,35.00778889,127.0933167,2021-09-16 5:01,6283,24,광주광역시
KJB669,산동교,,,Sandonggyo Bridge,35.18936667,126.857825,2021-09-16 5:01,5177,24,광주광역시
KJB670,산수보건소,,,Sansu Community Health Center,35.19224722,126.7461778,2021-09-16 5:01,5058,24,광주광역시
KJB671,산수시장,,,Sansu Market,35.15419722,126.9317806,2021-09-16 5:01,1025,24,광주광역시
KJB672,산수동우체국,,,Sansu-dong Post Office,35.15548611,126.9308278,2021-09-16 5:01,1023,24,광주광역시
KJB673,산수시장,,,Sansu Market,35.15428889,126.9315278,2021-09-16 5:01,1024,24,광주광역시
KJB675,산수동우체국,,,Sansu-dong Post Office,35.15543611,126.9310861,2021-09-16 5:01,1022,24,광주광역시
KJB676,산수2동행정복지센터,,,Sansu 2(i)-dong Adminstration Welfare Center,35.15506724,126.936624,2021-09-16 5:01,1032,24,광주광역시
KJB677,산업인력공단,,,Human Resources Development Service,35.22876667,126.8567194,2021-09-16 5:01,4037,24,광주광역시
KJB678,산업인력공단,,,Human Resources Development Service,35.22856667,126.8567361,2021-09-16 5:01,4038,24,광주광역시
KJB679,살레시오고,,,Salesian High School,35.21667778,126.8946361,2021-09-16 5:01,4466,24,광주광역시
KJB681,살레시오여고,,,Salesio Girls' High School,35.14729444,126.9276667,2021-09-16 5:01,1017,24,광주광역시
KJB683,살레시오여고,,,Salesio Girls' High School,35.14723333,126.9279361,2021-09-16 5:01,1018,24,광주광역시
KJB684,삼각그린타운,,,Samgak Greentown Apt.,35.19626667,126.9000222,2021-09-16 5:01,4255,24,광주광역시
KJB685,원삼각마을삼일아파트,,,Wonsamgak Village Samil Apt.,35.19863611,126.9034556,2021-09-16 5:01,4258,24,광주광역시
KJB687,전남고입구,,,Jeonnam High School Entrance,35.144835,126.844473,2021-09-16 5:01,2146,24,광주광역시
KJB691,명도삼거리,,,Myeongdo Samgeori,35.17009722,126.7000639,2021-09-16 5:01,5045,24,광주광역시
KJB2052,신촌(본량),,,Sinchon (Bollyang),35.18707778,126.6822333,2021-09-16 5:01,5067,24,광주광역시
KJB2053,양곡,,,Yanggok,35.20139167,126.6827694,2021-09-16 5:01,5071,24,광주광역시
KJB2054,역청공장,,,Bitumen Factory,35.03268889,126.9474,2021-09-16 5:01,6360,24,광주광역시
KJB2055,연계삼거리,,,Yeongye Samgeori,35.22588611,126.73575,2021-09-16 5:01,5359,24,광주광역시
KJB2056,연동 동길,,,Yeondong East Road,35.20769722,126.7782278,2021-09-16 5:01,5534,24,광주광역시
KJB2057,연동 서길,,,Yeondong West Road,35.20445833,126.7725222,2021-09-16 5:01,5361,24,광주광역시
KJB2058,연양리1구,,,Yeonyangli District 1,35.04193611,126.9628611,2021-09-16 5:01,6361,24,광주광역시
KJB2059,연양리2구,,,Yeonyangli District 2,35.03903611,126.9626194,2021-09-16 5:01,6363,24,광주광역시
KJB2060,연화공장,,,Yeonhwa Factory,35.03476389,126.9609194,2021-09-16 5:01,6365,24,광주광역시
KJB2061,예림,,,Yerim,35.16950278,126.6951361,2021-09-16 5:01,5069,24,광주광역시
KJB2062,오룡,,,Oryong,35.2503,126.7428139,2021-09-16 5:01,5364,24,광주광역시
KJB2063,옥산,,,Oksan,35.19104444,126.6742111,2021-09-16 5:01,5073,24,광주광역시
KJB2064,와산,,,Wasan,35.240875,126.730275,2021-09-16 5:01,5366,24,광주광역시
KJB2066,외등,,,Oedeung,35.18406667,126.7532972,2021-09-16 5:01,5369,24,광주광역시
KJB2067,산막,,,Sanmak,35.19832778,126.7671444,2021-09-16 5:01,5342,24,광주광역시
KJB2068,원지리,,,Wonji-li,35.00854444,126.9572806,2021-09-16 5:01,6299,24,광주광역시
KJB2069,월봉서원입구,,,Wolbongseowon Confucian Academy Entrance,35.23633056,126.7380222,2021-09-16 5:01,5374,24,광주광역시
KJB2070,월산(본량),,,Wolsan (Bollyang),35.19834444,126.6812278,2021-09-16 5:01,5076,24,광주광역시
KJB2071,월정(장성),,,Woljeong (Jangseong),35.23825278,126.8180583,2021-09-16 5:01,6207,24,광주광역시
KJB2072,월정,,,Woljeong,35.24446111,126.8637222,2021-09-16 5:01,6257,24,광주광역시
KJB2073,임곡교,,,Imgokgyo Bridge,35.20762778,126.7521444,2021-09-16 5:01,5078,24,광주광역시
KJB2074,광일고,,,Kwangil High School,35.21985,126.7429583,2021-09-16 5:01,5327,24,광주광역시
KJB2075,가정,,,Gajeong,35.21648889,126.7527944,2021-09-16 5:01,5324,24,광주광역시
KJB2076,임곡동행정복지센터,,,Imgok-dong Administration Welfare Center,35.21925278,126.7446833,2021-09-16 5:01,5377,24,광주광역시
KJB2077,임곡역,,,Imgok Station,35.21868889,126.7457361,2021-09-16 5:01,5378,24,광주광역시
KJB2078,원임곡,,,Wonimgok,35.22056389,126.7408694,2021-09-16 5:01,5344,24,광주광역시
KJB2079,임곡정수장,,,Imgok Purification Plant,35.21516111,126.7468194,2021-09-16 5:01,5380,24,광주광역시
KJB2081,입석,,,Ipseok,35.18856944,126.7402139,2021-09-16 5:01,5080,24,광주광역시
KJB2082,자풍,,,Japung,35.25046944,126.7716889,2021-09-16 5:01,6210,24,광주광역시
KJB2083,작동,,,Jakdong,35.2618,126.8448417,2021-09-16 5:01,6258,24,광주광역시
KJB2084,장수동,,,Jangsu-dong,35.18347944,126.7890092,2021-09-16 5:01,5544,24,광주광역시
KJB2085,종산제입구,,,Jongsanje Entrance,35.24460278,126.7400667,2021-09-16 5:01,5387,24,광주광역시
KJB2086,종산,,,Jongsan,35.23846667,126.7384417,2021-09-16 5:01,5384,24,광주광역시
KJB2087,주도리3구,,,Judori District 3,35.03220556,126.9396417,2021-09-16 5:01,6373,24,광주광역시
KJB2089,장성남중,,,Jangseong Nam Middle School,35.24351667,126.8126944,2021-09-16 5:01,6214,24,광주광역시
KJB2090,매동,,,Maedong,35.19012778,126.74265,2021-09-16 5:01,5041,24,광주광역시
KJB2091,산음,,,Saneum,35.18725278,126.7373,2021-09-16 5:01,5061,24,광주광역시
KJB2092,장수지하도,,,Jangsu Underground Passage,35.18268333,126.7911139,2021-09-16 5:01,5547,24,광주광역시
KJB2093,진곡 서길,,,Jingok West Road,35.21115556,126.7885722,2021-09-16 5:01,5557,24,광주광역시
KJB2094,진성,,,Jinseong,35.21368611,126.7905944,2021-09-16 5:01,5559,24,광주광역시
KJB2095,창암,,,Changam,35.20713611,126.7708361,2021-09-16 5:01,5389,24,광주광역시
KJB2096,천덕리,,,Cheondeok-li,35.00290278,126.9589056,2021-09-16 5:01,6301,24,광주광역시
KJB2097,천동(광산구),,,Cheondong (Gwangsan-gu),35.21048889,126.7611778,2021-09-16 5:01,5390,24,광주광역시
KJB2100,평림,,,Pyeongnim,35.16763889,126.6906417,2021-09-16 5:01,5083,24,광주광역시
KJB2101,평산리(장성),,,Pyeongsan-li(Jangseong),35.24049722,126.7896472,2021-09-16 5:01,6220,24,광주광역시
KJB2103,구 하남북초교,,,Former Hanam Buk Elementary School,35.21333611,126.7948889,2021-09-16 5:01,5497,24,광주광역시
KJB2104,학동(본량),,,Hak-dong (Bollyang),35.19177778,126.6700083,2021-09-16 5:01,5088,24,광주광역시
KJB2106,화산(장성),,,Hwasan(Jangseong),35.19676667,126.6663833,2021-09-16 5:01,6243,24,광주광역시
KJB2107,화순제일중,,,Hwasun Jeil Middle School,35.05436111,126.9764194,2021-09-16 5:01,6400,24,광주광역시
KJB2108,화순교(동),,,Hwasungyo(Bridge),35.06055556,126.9893556,2021-09-16 5:01,6378,24,광주광역시
KJB2110,대리교통광장(서),,,Daeri Traffic plaza(West),35.05293056,126.9712556,2021-09-16 5:01,6344,24,광주광역시
KJB2111,화순시장,,,Hwasun Market,35.059575,126.9826139,2021-09-16 5:01,6388,24,광주광역시
KJB2112,화순우체국,,,Hwasun Post Office,35.06053056,126.9915,2021-09-16 5:01,6391,24,광주광역시
KJB2113,화순주유소,,,Hwasun Gas Station,35.06129167,126.9838194,2021-09-16 5:01,6404,24,광주광역시
KJB2114,화순중(북),,,Hwasun Middle School,35.05695556,126.9797611,2021-09-16 5:01,6405,24,광주광역시
KJB2115,화순중(남),,,Hwasun Middle School,35.05568889,126.9790056,2021-09-16 5:01,6408,24,광주광역시
KJB2116,화순터미널,,,Hwasun Terminal,35.05575278,126.9831417,2021-09-16 5:01,6410,24,광주광역시
KJB2117,황산,,,Hwangsan,35.178075,126.7174111,2021-09-16 5:01,5090,24,광주광역시
KJB2118,흑석,,,Heukseok,35.19583611,126.7509083,2021-09-16 5:01,5087,24,광주광역시
KJB2119,송산유원지,,,Songsan Recreation Area,35.15833611,126.7381389,2021-09-16 5:01,5250,24,광주광역시
KJB2121,중방,,,Jungbang,35.15283056,126.7358972,2021-09-16 5:01,5147,24,광주광역시
KJB2122,운평,,,Unpyeong,35.153,126.731525,2021-09-16 5:01,5143,24,광주광역시
KJB2123,죽산,,,Juksan,35.16798056,126.7293278,2021-09-16 5:01,5145,24,광주광역시
KJB2124,풍숙,,,Pungsuk,35.17262778,126.7279167,2021-09-16 5:01,5085,24,광주광역시
KJB2125,가삼,,,Gasam,35.15654444,126.7219611,2021-09-16 5:01,5120,24,광주광역시
KJB2126,송산,,,Songsan,35.15888056,126.7164139,2021-09-16 5:01,5138,24,광주광역시
KJB2127,동백훈련장,,,Dongbaek Army Training Center,35.15960556,126.7111194,2021-09-16 5:01,5132,24,광주광역시
KJB2128,지동(광산구),,,Jidong (Gwangsan-gu),35.16084722,126.7078611,2021-09-16 5:01,5135,24,광주광역시
KJB2129,금복중,,,Geumbuk Middle School,35.161575,126.6848306,2021-09-16 5:01,5615,24,광주광역시
KJB2130,삼암,,,Samam,35.16236667,126.6788806,2021-09-16 5:01,5614,24,광주광역시
KJB2131,삼도삼거리,,,Samdo Samgeori,35.16315278,126.6746694,2021-09-16 5:01,5634,24,광주광역시
KJB2132,삼도서초교,,,Samdo Seo Elementary School,35.16030556,126.6719917,2021-09-16 5:01,5612,24,광주광역시
KJB2133,칠성,,,Chilseong,35.15734167,126.672175,2021-09-16 5:01,5610,24,광주광역시
KJB2135,마암,,,Maam,35.150375,126.6633389,2021-09-16 5:01,5605,24,광주광역시
KJB2136,용성자동차학원,,,Yongseong Driving Academy,35.14997778,126.6591139,2021-09-16 5:01,5604,24,광주광역시
KJB2140,대야,,,Daeya,35.13733611,126.6733861,2021-09-16 5:01,5590,24,광주광역시
KJB2141,우치,,,Uchi,35.13833611,126.6671778,2021-09-16 5:01,5592,24,광주광역시
KJB2142,쌍내,,,Ssangnae,35.13633333,126.6635528,2021-09-16 5:01,5594,24,광주광역시
KJB2143,망월,,,Mangwol,35.13741389,126.6614028,2021-09-16 5:01,5596,24,광주광역시
KJB2144,대봉삼거리,,,Daebong Samgeori,35.13897222,126.6598861,2021-09-16 5:01,5598,24,광주광역시
KJB2145,대봉,,,Daebong,35.14243333,126.660725,2021-09-16 5:01,5600,24,광주광역시
KJB2146,상무자동차학원,,,Sangmoo Driving Academy,35.148625,126.6591917,2021-09-16 5:01,5602,24,광주광역시
KJB2149,가산(북),,,Gasan(North),35.13419722,126.6771639,2021-09-16 5:01,5588,24,광주광역시
KJB2150,가산,,,Gasan,35.13035278,126.6789639,2021-09-16 5:01,5586,24,광주광역시
KJB4422,계림오거리,,,Gyerim Ogeori,35.154572,126.922332,2021-09-16 5:01,1688,24,광주광역시
KJB4423,계림오거리,,,Gyerim Ogeori,35.154404,126.922395,2021-09-16 5:01,1689,24,광주광역시
KJB4424,로제비앙아파트,,,Rosebiang Apt,35.155209,126.924281,2021-09-16 5:01,1690,24,광주광역시
KJB4425,로제비앙아파트,,,Roseiang Apt,35.154864,126.924298,2021-09-16 5:01,1691,24,광주광역시
KJB4426,두산위브아파트,,,Doosan Weve Apt,35.15795202,126.9227532,2021-09-16 5:01,1692,24,광주광역시
KJB4427,두산위브아파트,,,Doosan Weve Apt,35.1578741,126.9228581,2021-09-16 5:01,1693,24,광주광역시
KJB4428,광주송하동우편집중국,,,Gwangju Songha-dong Mail Center,35.108182,126.879646,2021-09-16 5:01,3347,24,광주광역시
KJB4429,효천1지구입구,,,Hyocheon 1st District Entrance,35.106286,126.877559,2021-09-16 5:01,3348,24,광주광역시
KJB4430,효천1지구입구,,,Hyocheon 1st District Entrance,35.106211,126.877681,2021-09-16 5:01,3349,24,광주광역시
KJB4431,임동주공아파트,,,Imdong Jugong Apratment,35.16829,126.885675,2021-09-16 5:01,4667,24,광주광역시
KJB4432,연제외촌,,,Yeonje Oecheon,35.19718,126.866786,2021-09-16 5:01,4668,24,광주광역시
KJB4433,연제외촌,,,Yeonje Oecheon,35.19722,126.866949,2021-09-16 5:01,4669,24,광주광역시
KJB4434,힐스테이트연제아파트,,,Hillstate Yeonje Apartment,35.19607,126.870133,2021-09-16 5:01,4670,24,광주광역시
KJB4435,힐스테이트연제아파트,,,Hillstate Yeonje Apartment,35.19595,126.870099,2021-09-16 5:01,4671,24,광주광역시
KJB4436,주월주택단지(임시),,,Juwol Housing Area,35.136528,126.897252,2021-09-16 5:01,,24,광주광역시
KJB4437,광주고,,,Gwangju High School,35.157727,126.921341,2021-09-16 5:01,1694,24,광주광역시
KJB4438,광주고,,,Gwangju High School,35.157151,126.920722,2021-09-16 5:01,1695,24,광주광역시
KJB4439,중흥에코파크,,,Jungheung Eco Park,35.104776,126.873394,2021-09-16 5:01,3350,24,광주광역시
KJB4440,중흥에코파크,,,Jungheung Eco Park,35.104664,126.873542,2021-09-16 5:01,3351,24,광주광역시
KJB4441,광주축산농협산수동,,,Gwangju Livestock nonghyup,35.153592,126.924505,2021-09-16 5:01,1696,24,광주광역시
KJB4442,광주축산농협산수동,,,Gwangju Livestock nonghyup,35.153262,126.924596,2021-09-16 5:01,1697,24,광주광역시
KJB4443,소태역마을,,,Sotae Station Village,35.122802,126.932425,2021-09-16 5:01,,24,광주광역시
KJB4444,소태역마을,,,Sotae Station Village,35.123082,126.932665,2021-09-16 5:01,,24,광주광역시
KJB4445,광주글로벌모터스,,,Gwangju Global Motors,35.169778,126.670913,2021-09-16 5:01,5986,24,광주광역시
KJB4446,광주글로벌모터스,,,Gwangju Global Motors,35.169761,126.670699,2021-09-16 5:01,5987,24,광주광역시
KJB4447,광주경제자유구역청,,,Gwangju Free Economic Zone Authority,35.239031,126.864142,2021-09-16 5:01,5988,24,광주광역시
KJB4448,광주경제자유구역청,,,Gwangju Free Economic Zone Authority,35.239227,126.863946,2021-09-16 5:01,5989,24,광주광역시
KJB4997,남광주역(안),,,Namgwagju Station,35.13869859,126.9227407,2021-09-16 5:01,,24,광주광역시
KJB4998,전남대병원.남광주시장(안),,,Chonam National Universtiy Hospital/Namgwangju.Market,35.13983038,126.9223544,2021-09-16 5:01,,24,광주광역시
KJB4999,광주송정역(안),,,Gwangju Songjeong Station,35.13820833,126.7917333,2021-09-16 5:01,,24,광주광역시
KJB5053,연합의원,,,Yeonhap Clinic,35.04331,126.8429617,2021-09-16 5:01,6462,24,광주광역시
KJB5054,연합의원,,,Yeonhap Clinic,35.04314333,126.8430383,2021-09-16 5:01,6461,24,광주광역시
KJB5300,교촌마을,,,Gyochon Maeul,35.04074833,126.8429583,2021-09-16 5:01,6417,24,광주광역시
KJB5301,교촌마을,,,Gyochon Maeul,35.04069167,126.843055,2021-09-16 5:01,6418,24,광주광역시
KJB5361,LH1단지,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5362,대방엘리움2차,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5363,LH2단지,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5364,대방엘리움1차,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5365,이지더원아파트,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5366,이지더원아파트,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5367,영무예다음,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5368,영무예다음,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB5369,실감미디어센터,,,,0,0,2021-09-16 5:01,,24,광주광역시
KJB6586,남면사무소,,,Nam-Myeon Office,35.243855,126.8128383,2021-09-16 5:01,,24,광주광역시
KJB6588,남면사무소,,,Nam-Myeon Office,35.243935,126.8130133,2021-09-16 5:01,,24,광주광역시
KJB6657,송암공단,,,Songam Industrial Complex,35.111593,126.884311,2021-09-16 5:01,,24,광주광역시
KJB6658,우치공원,,,Uchi Park,35.222357,126.902025,2021-09-16 5:01,,24,광주광역시
KJB6659,비아1동,,,Bia 1(il)-dong,35.22472,126.82539,2021-09-16 5:01,5093,24,광주광역시
KJB6660,금호2동주민센터,,,GeumHo2dong Community Service Center,35.128848,126.856387,2021-09-16 5:01,,24,광주광역시
KJB6661,금호2동주민센터,,,GeumHo2dong Community Service Center,35.128732,126.85581,2021-09-16 5:01,,24,광주광역시
KJB6662,EG아파트,,,EG Apt,35.127626,126.855252,2021-09-16 5:01,,24,광주광역시
KJB6663,EG아파트,,,EG Apt,35.127591,126.855032,2021-09-16 5:01,,24,광주광역시
KJB6664,보건환경연구원,,,Institute of Health and Environment,35.145161,126.871939,2021-09-16 5:01,2354,24,광주광역시
KJB6665,평촌도요지,,,Pyeongchon Kiln,35.180298,127.008084,2021-09-16 5:01,4626,24,광주광역시
KJB6666,평촌도요지,,,Pyeongchon Kiln,35.180228,127.008273,2021-09-16 5:01,4627,24,광주광역시
KJB6667,신용중입구,,,Sinyong Middle School Entrance,35.211531,126.864151,2021-09-16 5:01,4620,24,광주광역시
KJB6668,신용중입구,,,Sinyong Middle School Entrance,35.211795,126.864304,2021-09-16 5:01,4621,24,광주광역시
KJB6669,첨단2호반아파트,,,Cheomdan District 2 Hoban Apt.,35.20788,126.864269,2021-09-16 5:01,4622,24,광주광역시
KJB6670,첨단2호반아파트,,,Cheomdan District 2 Hoban Apt.,35.2071,126.864534,2021-09-16 5:01,4623,24,광주광역시
KJB6671,첨단과학산업단지,,,Cheomdan Science Industrial Complex,35.202443,126.863915,2021-09-16 5:01,4624,24,광주광역시
KJB6672,첨단과학산업단지,,,Cheomdan Science Industrial Complex,35.203532,126.864353,2021-09-16 5:01,4625,24,광주광역시
KJB6673,보훈회관(518민주화운동교육관),,,518 Democratization Movement Education Hall,35.150684,126.838988,2021-09-16 5:01,2355,24,광주광역시
KJB6674,보훈회관(518민주화운동교육관),,,518 Democratization Movement Education Hall,35.150102,126.838625,2021-09-16 5:01,2356,24,광주광역시
KJB6677,시립제2요양병원,,,2nd Municipal Geriatric Hospital,35.0944099,126.8979874,2021-09-16 5:01,3281,24,광주광역시
KJB6678,시립제2요양병원,,,2nd Municipal Geriatric Hospital,35.0946465,126.8977814,2021-09-16 5:01,3282,24,광주광역시
KJB6680,지원화훼단지,,,Jiwon Floricultural Complex,35.116049,126.93534,2021-09-16 5:01,1175,24,광주광역시
KJB6681,신기교,,,Singigyo Bridge,35.1018066,126.8954544,2021-09-16 5:01,3283,24,광주광역시
KJB6682,신기교,,,Singigyo Bridge,35.1015511,126.8954239,2021-09-16 5:01,3284,24,광주광역시
KJB6683,대동마을,,,Daedong Village,35.103338,126.889477,2021-09-16 5:01,3285,24,광주광역시
KJB6684,대동마을,,,Daedong Village,35.1030579,126.8897476,2021-09-16 5:01,3286,24,광주광역시
KJB6685,효천초교,,,Hyocheon Elementary School,35.10030729,126.8835623,2021-09-16 5:01,3287,24,광주광역시
KJB6686,효천초교,,,Hyocheon Elementary School,35.10027049,126.8833183,2021-09-16 5:01,3288,24,광주광역시
KJB6687,효천천년나무3단지,,,Hyocheon Cheonnyeon Namu Apt. Complex 3,35.10168,126.888927,2021-09-16 5:01,3289,24,광주광역시
KJB6688,신효천마을,,,Sinhyocehon Village,35.098114,126.8780289,2021-09-16 5:01,3290,24,광주광역시
KJB6689,빛고을전남대병원,,,Bitgoeul Chonnam National University Hospital,35.0946312,126.8966751,2021-09-16 5:01,3291,24,광주광역시
KJB6690,신수교,,,Sinsoogyo Bridge,35.2002296,126.8667526,2021-09-16 5:01,4628,24,광주광역시
KJB6691,연제외촌입구,,,Yeonje Oecheon Entrance,35.197979,126.8661804,2021-09-16 5:01,4629,24,광주광역시
KJB6692,빛고을로입구,,,Bitgoeul Road Entrance,35.1996078,126.8635788,2021-09-16 5:01,4630,24,광주광역시
KJB6693,화암마을위,,,Upper of Hwaam Village,35.1581459,126.9740219,2021-09-16 5:01,4631,24,광주광역시
KJB6694,화암마을위,,,Upper of Hwaam Village,35.158989,126.9740067,2021-09-16 5:01,4632,24,광주광역시
KJB6695,무등산국립공원(증심사),,,Mudeungsan National Park (Jeungsimsa Temple),35.13401,126.95509,2021-09-16 5:01,1176,24,광주광역시
KJB6696,신효천마을,,,Sinhyocehon Village,35.098528,126.879838,2021-09-16 5:01,3294,24,광주광역시
KJB6697,육판서길,,,Yukpan West Road,35.086598,126.938809,2021-09-16 5:01,1677,24,광주광역시
KJB6698,육판서길,,,Yukpan West Road,35.08653,126.938843,2021-09-16 5:01,1678,24,광주광역시
KJB6699,보훈회관(서),,,Veterans Hall(West),35.151512,126.836622,2021-09-16 5:01,2357,24,광주광역시
GUB2608120,미원사거리,1,,,35.98021698,126.715004,2021-09-16 5:01,2608120,35020,군산시
GUB2608130,롯데마트,1,,,35.96616745,126.7153778,2021-09-16 5:01,2608130,35020,군산시
GUB2608140,의료원삼거리,1,,,35.95488358,126.7154007,2021-09-16 5:01,2608140,35020,군산시
GUB2608150,미장삼거리,1,,,35.95953369,126.7312317,2021-09-16 5:01,2608150,35020,군산시
GUB2608160,수송전북은행,1,,,35.96184921,126.7154007,2021-09-16 5:01,2608160,35020,군산시
GUB2608170,남북로사거리,1,,,35.95835114,126.7153626,2021-09-16 5:01,2608170,35020,군산시
GUB2608180,흥남사거리,1,,,35.97584915,126.7154923,2021-09-16 5:01,2608180,35020,군산시
GUB2608190,흥남주민센터,1,,,35.97846603,126.7154617,2021-09-16 5:01,2608190,35020,군산시
GUB2608200,수송초등학교,1,,,35.97258377,126.7154923,2021-09-16 5:01,2608200,35020,군산시
GUB2608210,흥남주민센터,1,,,35.97795105,126.7157059,2021-09-16 5:01,2608210,35020,군산시
GUB2608220,흥남사거리,1,,,35.97444916,126.7157211,2021-09-16 5:01,2608220,35020,군산시
GUB2608230,수송현대아파트,1,,,35.97068405,126.7157364,2021-09-16 5:01,2608230,35020,군산시
GUB2608240,진포해양테마공원,1,,,35.98836517,126.7157745,2021-09-16 5:01,2608240,35020,군산시
GUB2608250,의료원삼거리,1,,,35.95638275,126.7158661,2021-09-16 5:01,2608250,35020,군산시
GUB2608260,LG서비스센터,1,,,35.96181488,126.715889,2021-09-16 5:01,2608260,35020,군산시
GUB2608270,롯데마트,1,,,35.96614838,126.7158661,2021-09-16 5:01,2608270,35020,군산시
GUB2608280,외당마을,1,,,35.95021439,126.715889,2021-09-16 5:01,2608280,35020,군산시
GUB2608290,진포해양테마공원,1,,,35.98866653,126.716095,2021-09-16 5:01,2608290,35020,군산시
GUB2608300,미원동사거리,1,,,35.97961807,126.7161636,2021-09-16 5:01,2608300,35020,군산시
GUB2608310,우포마을,1,,,35.90996552,126.7163086,2021-09-16 5:01,2608310,35020,군산시
GUB2608320,남북로사거리,1,,,35.95938492,126.7167664,2021-09-16 5:01,2608320,35020,군산시
GUB2608330,우포마을,1,,,35.91004944,126.7163086,2021-09-16 5:01,2608330,35020,군산시
GUB2608340,흥남사거리,1,,,35.97358322,126.7166519,2021-09-16 5:01,2608340,35020,군산시
GUB2608350,우리은행,1,,,35.98336411,126.7169266,2021-09-16 5:01,2608350,35020,군산시
GUB2608360,수송현대아파트,1,,,35.96996689,126.7173309,2021-09-16 5:01,2608360,35020,군산시
GUB2608370,수송아이파크,1,,,35.96969986,126.7173309,2021-09-16 5:01,2608370,35020,군산시
GUB2608380,한림,1,,,35.92774963,126.7180328,2021-09-16 5:01,2608380,35020,군산시
GUB2608390,한림,1,,,35.92793274,126.7179718,2021-09-16 5:01,2608390,35020,군산시
GUB2608400,미원동,1,,,35.97981644,126.718132,2021-09-16 5:01,2608400,35020,군산시
GUB2608410,당북초등학교,1,,,35.94658279,126.7182312,2021-09-16 5:01,2608410,35020,군산시
GUB2608420,당북초등학교,1,,,35.94665146,126.7183762,2021-09-16 5:01,2608420,35020,군산시
GUB2608430,중앙초등학교,1,,,35.98128128,126.7186508,2021-09-16 5:01,2608430,35020,군산시
GUB2608440,죽성로사거리,1,,,35.9863472,126.7192383,2021-09-16 5:01,2608440,35020,군산시
GUB2608450,한라비발디,1,,,35.9596138,126.7191238,2021-09-16 5:01,2608450,35020,군산시
GUB2608460,구시장신세계약국,1,,,35.98413467,126.7195282,2021-09-16 5:01,2608460,35020,군산시
GUB2608470,수송아이파크,1,,,35.96891785,126.7195282,2021-09-16 5:01,2608470,35020,군산시
GUB2608480,한라비발디2차,1,,,35.96038437,126.7197266,2021-09-16 5:01,2608480,35020,군산시
GUB2608490,한라비발디1차,1,,,35.96326447,126.7195282,2021-09-16 5:01,2608490,35020,군산시
GUB2608500,보건소,1,,,35.96511459,126.7195129,2021-09-16 5:01,2608500,35020,군산시
GUB2608510,한라비발디1차,1,,,35.96313477,126.7197266,2021-09-16 5:01,2608510,35020,군산시
GUB2608520,군산고등학교,1,,,35.97371674,126.719696,2021-09-16 5:01,2608520,35020,군산시
GUB2608530,아리울초등학교,1,,,35.96806717,126.7197418,2021-09-16 5:01,2608530,35020,군산시
GUB2608540,군산고등학교,1,,,35.97359848,126.7197723,2021-09-16 5:01,2608540,35020,군산시
GUB2608550,공설시장,1,,,35.9802475,126.7203445,2021-09-16 5:01,2608550,35020,군산시
GUB2608560,구시장입구,1,,,35.98694992,126.7211609,2021-09-16 5:01,2608560,35020,군산시
GUB2608570,세영리첼아파트,1,,,35.97001648,126.7214813,2021-09-16 5:01,2608570,35020,군산시
GUB2608580,째보선창,1,,,35.98708344,126.7217102,2021-09-16 5:01,2608580,35020,군산시
GUB2608590,금당,1,,,35.90643311,126.7603226,2021-09-16 5:01,2608590,35020,군산시
GUB2608600,금당마을,1,,,35.90633011,126.7603989,2021-09-16 5:01,2608600,35020,군산시
GUB2608610,요동,1,,,36.01055145,126.7598114,2021-09-16 5:01,2608610,35020,군산시
GUB2608620,구성,1,,,35.94051361,126.7599258,2021-09-16 5:01,2608620,35020,군산시
GUB2608630,구성,1,,,35.9406662,126.7601395,2021-09-16 5:01,2608630,35020,군산시
GUB2608640,구암사거리,1,,,35.98433304,126.7601242,2021-09-16 5:01,2608640,35020,군산시
GUB2608650,요동,1,,,36.01082993,126.7599793,2021-09-16 5:01,2608650,35020,군산시
GUB2608660,백년광장,1,,,35.99024963,126.7140274,2021-09-16 5:01,2608660,35020,군산시
GUB2608670,군산역,1,,,35.99863434,126.7596664,2021-09-16 5:01,2608670,35020,군산시
GUB2608680,구학당,1,,,35.91711807,126.7603378,2021-09-16 5:01,2608680,35020,군산시
GUB2608690,구학당,1,,,35.91701508,126.7604828,2021-09-16 5:01,2608690,35020,군산시
GUB2608700,군산간호대기숙사,1,,,35.97135162,126.7606278,2021-09-16 5:01,2608700,35020,군산시
