瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%)
156,堡林,2022-03-25 18:00,17.5,0,3.6,76
156,堡林,2022-03-25 19:00,16.4,,2.6,92
156,堡林,2022-03-25 20:00,16.1,,3.4,98
156,堡林,2022-03-25 21:00,15.8,5.9,3.3,99
156,堡林,2022-03-25 22:00,15.8,,4,99
156,堡林,2022-03-25 23:00,15.6,,2.9,99
156,堡林,2022-03-26 00:00,15.5,21.6,2.7,99
156,堡林,2022-03-26 01:00,15.8,,3.8,99
156,堡林,2022-03-26 02:00,15.8,,2.2,99
156,堡林,2022-03-26 03:00,15.9,27.4,3,99
156,堡林,2022-03-26 04:00,16,,4.5,99
156,堡林,2022-03-26 05:00,14.9,,4.4,99
156,堡林,2022-03-26 06:00,14,9.8,3.7,99
156,堡林,2022-03-26 07:00,13.3,,2.5,99
156,堡林,2022-03-26 08:00,11.2,,4,99
156,堡林,2022-03-26 09:00,10.6,0,4,99
156,堡林,2022-03-26 10:00,10,,4.6,99
156,堡林,2022-03-26 11:00,9.8,,1.4,99
156,堡林,2022-03-26 12:00,9.8,0,3.4,99
156,堡林,2022-03-26 13:00,9.6,,1.7,99
156,堡林,2022-03-26 14:00,9.5,,1.3,99
156,堡林,2022-03-26 15:00,9.5,0,.9,99
156,堡林,2022-03-26 16:00,9.8,,2.1,98
156,堡林,2022-03-26 17:00,9.9,,1.7,94
156,堡林,2022-03-26 18:00,9.5,,1.2,93
156,堡林,2022-03-26 19:00,9,,1.8,96
156,堡林,2022-03-26 20:00,8.5,,1,95
156,堡林,2022-03-26 21:00,7.8,,.6,96
156,堡林,2022-03-26 22:00,7,,1.6,98
156,堡林,2022-03-26 23:00,7,,1.1,96
156,堡林,2022-03-27 00:00,6.8,,1.5,91
156,堡林,2022-03-27 01:00,6.6,,1.3,88
156,堡林,2022-03-27 02:00,6.7,,.5,84
156,堡林,2022-03-27 03:00,6.5,,.8,84
156,堡林,2022-03-27 04:00,6.1,,.9,87
156,堡林,2022-03-27 05:00,5.8,,.3,92
156,堡林,2022-03-27 06:00,5.1,,.4,96
156,堡林,2022-03-27 07:00,4.7,,0,98
156,堡林,2022-03-27 08:00,5.7,,.1,98
156,堡林,2022-03-27 09:00,6.7,,1.2,95
156,堡林,2022-03-27 10:00,9.1,,1.3,75
156,堡林,2022-03-27 11:00,11.7,,1.3,56
156,堡林,2022-03-27 12:00,14.6,,1,44
156,堡林,2022-03-27 13:00,16.6,,2.4,42
156,堡林,2022-03-27 14:00,17.4,,2.3,32
156,堡林,2022-03-27 15:00,15.9,,2.3,40
156,堡林,2022-03-27 16:00,15,,1.5,47
156,堡林,2022-03-27 17:00,11.8,,1.7,63
156,堡林,2022-03-27 18:00,11.2,,1.9,47
156,堡林,2022-03-27 19:00,9.2,,2.1,45
156,堡林,2022-03-27 20:00,7.2,,2.1,41
156,堡林,2022-03-27 21:00,6.4,,1.6,40
156,堡林,2022-03-27 22:00,5.9,,1.4,40
156,堡林,2022-03-27 23:00,5.7,,3.2,41
156,堡林,2022-03-28 00:00,4.4,,2.2,49
156,堡林,2022-03-28 01:00,4.3,,1.8,47
156,堡林,2022-03-28 02:00,4.8,,3,46
156,堡林,2022-03-28 03:00,4.1,,1.9,48
156,堡林,2022-03-28 04:00,4.3,,1.2,45
156,堡林,2022-03-28 05:00,3.5,,1.4,49
156,堡林,2022-03-28 06:00,4.1,,.9,45
156,堡林,2022-03-28 07:00,3.8,,1.8,47
156,堡林,2022-03-28 08:00,5.9,,1.5,39
156,堡林,2022-03-28 09:00,8.1,,2.2,33
156,堡林,2022-03-28 10:00,9.4,,1.6,32
156,堡林,2022-03-28 11:00,10.5,,1.5,29
156,堡林,2022-03-28 12:00,11.6,,.5,29
156,堡林,2022-03-28 13:00,12,,1.2,29
156,堡林,2022-03-28 14:00,15,,.9,31
156,堡林,2022-03-28 15:00,15.3,,.8,31
156,堡林,2022-03-28 16:00,15.7,,1,32
156,堡林,2022-03-28 17:00,15.3,,1,32
156,堡林,2022-03-28 18:00,14.2,,1.8,40
156,堡林,2022-03-28 19:00,11.4,,1.3,45
156,堡林,2022-03-28 20:00,10.2,,1.3,49
156,堡林,2022-03-28 21:00,9.5,,1.1,47
156,堡林,2022-03-28 22:00,8.6,,1.2,53
156,堡林,2022-03-28 23:00,8.5,,1.4,63
156,堡林,2022-03-29 00:00,8.1,,.6,59
156,堡林,2022-03-29 01:00,6.9,,.6,62
156,堡林,2022-03-29 02:00,6.5,,.5,69
156,堡林,2022-03-29 03:00,6.3,,.2,75
156,堡林,2022-03-29 04:00,6,,.2,79
156,堡林,2022-03-29 05:00,4.9,,0,85
156,堡林,2022-03-29 06:00,4.8,,0,88
156,堡林,2022-03-29 07:00,4.6,,0,91
156,堡林,2022-03-29 08:00,6.3,,.1,80
156,堡林,2022-03-29 09:00,9,,.5,68
156,堡林,2022-03-29 10:00,11.9,,.6,58
156,堡林,2022-03-29 11:00,13.9,,.8,44
156,堡林,2022-03-29 12:00,14.8,,1.2,36
156,堡林,2022-03-29 13:00,16.4,,1.4,31
156,堡林,2022-03-29 14:00,17.5,,1,30
156,堡林,2022-03-29 15:00,18.7,,.9,26
156,堡林,2022-03-29 16:00,19.7,,1.1,25
156,堡林,2022-03-29 17:00,19.3,,1.1,21
156,堡林,2022-03-29 18:00,18.5,,1.8,25
156,堡林,2022-03-29 19:00,14.7,,1.6,50
156,堡林,2022-03-29 20:00,12.8,,1.2,57
156,堡林,2022-03-29 21:00,12.5,,2.1,58
156,堡林,2022-03-29 22:00,12.3,,1.6,57
156,堡林,2022-03-29 23:00,11.7,,2.7,59
156,堡林,2022-03-30 00:00,10.2,,.8,68
156,堡林,2022-03-30 01:00,9.7,,.7,71
156,堡林,2022-03-30 02:00,9,,1,75
156,堡林,2022-03-30 03:00,8.8,,1.2,77
156,堡林,2022-03-30 04:00,8.2,,.2,80
156,堡林,2022-03-30 05:00,8.6,,.1,80
156,堡林,2022-03-30 06:00,9.3,,.3,76
156,堡林,2022-03-30 07:00,9.8,,.1,72
156,堡林,2022-03-30 08:00,10.5,,0,73
156,堡林,2022-03-30 09:00,12.8,,.1,65
156,堡林,2022-03-30 10:00,15.8,,.8,63
156,堡林,2022-03-30 11:00,17,,.9,64
156,堡林,2022-03-30 12:00,19.1,,1.5,61
156,堡林,2022-03-30 13:00,21,,2.2,61
156,堡林,2022-03-30 14:00,20.4,,1.2,65
156,堡林,2022-03-30 15:00,21.4,,1.4,62
156,堡林,2022-03-30 16:00,20.3,,2,65
156,堡林,2022-03-30 17:00,19.2,,1.4,78
156,堡林,2022-03-30 18:00,19,,1.3,79
156,堡林,2022-03-30 19:00,18.5,,.9,83
156,堡林,2022-03-30 20:00,17.2,,1.2,89
156,堡林,2022-03-30 21:00,16.2,,.5,97
156,堡林,2022-03-30 22:00,15,,1.8,98
156,堡林,2022-03-30 23:00,14,,.2,99
156,堡林,2022-03-31 00:00,12.9,,.8,99
156,堡林,2022-03-31 01:00,12.7,,1.4,99
156,堡林,2022-03-31 02:00,12,,1.5,98
156,堡林,2022-03-31 03:00,11.5,,1,98
156,堡林,2022-03-31 04:00,11,,1.3,99
156,堡林,2022-03-31 05:00,10.5,,1.4,98
156,堡林,2022-03-31 06:00,10,,1.3,95
156,堡林,2022-03-31 07:00,10.1,,1.3,95
156,堡林,2022-03-31 08:00,10.9,,.9,89
156,堡林,2022-03-31 09:00,11.7,,1.9,83
156,堡林,2022-03-31 10:00,12.1,,.9,80
156,堡林,2022-03-31 11:00,13.6,,1.5,73
156,堡林,2022-03-31 12:00,13.8,,1.3,70
156,堡林,2022-03-31 13:00,13.4,,.9,70
156,堡林,2022-03-31 14:00,13,,.8,71
156,堡林,2022-03-31 15:00,12.4,,2.1,78
156,堡林,2022-03-31 16:00,11.7,,1.9,80
156,堡林,2022-03-31 17:00,11.3,,1.1,79
156,堡林,2022-03-31 18:00,10.7,,1.7,79
156,堡林,2022-03-31 19:00,9.6,,.8,83
156,堡林,2022-03-31 20:00,9,,.5,87
156,堡林,2022-03-31 21:00,8.6,,1.1,88
156,堡林,2022-03-31 22:00,8.3,,.5,87
156,堡林,2022-03-31 23:00,8.2,,.1,86
