일자,노선명,정류장명,ARS_ID,시간,승하차,거래건수
20220425,좌석02,광주송정역,5159,06,하차,2
20220425,좌석02,광주송정역,5159,07,승차,8
20220425,좌석02,광주송정역,5159,07,하차,7
20220425,좌석02,광주송정역,5159,07,환승,1
20220425,좌석02,광주송정역,5159,08,승차,15
20220425,좌석02,광주송정역,5159,08,하차,13
20220425,좌석02,광주송정역,5159,08,환승,2
20220425,좌석02,광주송정역,5159,09,승차,11
20220425,좌석02,광주송정역,5159,09,하차,8
20220425,좌석02,광주송정역,5159,09,환승,1
20220425,좌석02,광주송정역,5159,10,승차,3
20220425,좌석02,광주송정역,5159,10,하차,6
20220425,좌석02,광주송정역,5159,10,환승,3
20220425,좌석02,광주송정역,5159,11,승차,10
20220425,좌석02,광주송정역,5159,11,하차,2
20220425,좌석02,광주송정역,5159,11,환승,1
20220425,좌석02,광주송정역,5159,12,승차,9
20220425,좌석02,광주송정역,5159,12,하차,4
20220425,좌석02,광주송정역,5159,12,환승,1
20220425,좌석02,광주송정역,5159,13,승차,6
20220425,좌석02,광주송정역,5159,13,하차,5
20220425,좌석02,광주송정역,5159,14,승차,7
20220425,좌석02,광주송정역,5159,14,하차,5
20220425,좌석02,광주송정역,5159,15,승차,13
20220425,좌석02,광주송정역,5159,15,하차,1
20220425,좌석02,광주송정역,5159,15,환승,1
20220425,좌석02,광주송정역,5159,16,승차,7
20220425,좌석02,광주송정역,5159,16,하차,6
20220425,좌석02,광주송정역,5159,17,승차,6
20220425,좌석02,광주송정역,5159,17,하차,8
20220425,좌석02,광주송정역,5159,17,환승,2
20220425,좌석02,광주송정역,5159,18,승차,16
20220425,좌석02,광주송정역,5159,18,하차,16
20220425,좌석02,광주송정역,5159,18,환승,2
20220425,좌석02,광주송정역,5159,19,승차,5
20220425,좌석02,광주송정역,5159,19,하차,12
20220425,좌석02,광주송정역,5159,20,승차,16
20220425,좌석02,광주송정역,5159,20,하차,7
20220425,좌석02,광주송정역,5159,21,승차,5
20220425,좌석02,광주송정역,5159,21,하차,11
20220425,좌석02,광주송정역,5159,22,승차,1
20220425,좌석02,광주역,4333,08,승차,5
20220425,좌석02,광주역,4333,08,하차,5
20220425,좌석02,광주역,4333,08,환승,1
20220425,좌석02,광주역,4333,09,환승,2
20220425,좌석02,광주역,4333,11,하차,2
20220425,좌석02,광주역,4333,12,승차,1
20220425,좌석02,광주역,4333,12,하차,3
20220425,좌석02,광주역,4333,13,승차,2
20220425,좌석02,광주역,4333,13,하차,4
20220425,좌석02,광주역,4333,13,환승,2
20220425,좌석02,광주역,4333,14,하차,1
20220425,좌석02,광주역,4333,16,하차,2
20220425,좌석02,광주역,4333,17,하차,1
20220425,좌석02,광주역,4333,18,승차,1
20220425,좌석02,광주역,4333,18,하차,2
20220425,좌석02,광주역,4333,19,하차,4
20220425,좌석02,광주역,4333,21,승차,1
20220425,좌석02,광주역,4333,21,하차,4
20220425,좌석02,광주역,4334,06,승차,3
20220425,좌석02,광주역,4334,06,하차,1
20220425,좌석02,광주역,4334,07,승차,9
20220425,좌석02,광주역,4334,08,승차,6
20220425,좌석02,광주역,4334,08,하차,1
20220425,좌석02,광주역,4334,08,환승,3
20220425,좌석02,광주역,4334,09,승차,4
20220425,좌석02,광주역,4334,10,승차,3
20220425,좌석02,광주역,4334,10,환승,1
20220425,좌석02,광주역,4334,11,승차,2
20220425,좌석02,광주역,4334,12,승차,2
20220425,좌석02,광주역,4334,12,하차,1
20220425,좌석02,광주역,4334,13,승차,1
20220425,좌석02,광주역,4334,14,승차,2
20220425,좌석02,광주역,4334,14,환승,2
20220425,좌석02,광주역,4334,15,승차,1
20220425,좌석02,광주역,4334,16,하차,1
20220425,좌석02,광주역,4334,17,승차,6
20220425,좌석02,광주역,4334,17,하차,2
20220425,좌석02,광주역,4334,17,환승,1
20220425,좌석02,광주역,4334,18,승차,19
20220425,좌석02,광주역,4334,18,하차,3
20220425,좌석02,광주역,4334,18,환승,1
20220425,좌석02,광주역,4334,19,승차,2
20220425,좌석02,광주역,4334,19,하차,2
20220425,좌석02,광주역,4334,19,환승,1
20220425,좌석02,광주역,4334,20,승차,1
20220425,좌석02,광주역,4334,20,하차,1
20220425,좌석02,광주역,4334,20,환승,1
20220425,좌석02,광주역,4334,21,승차,1
20220425,좌석02,광주역,4334,21,하차,1
20220425,좌석02,광주역,4334,22,환승,1
20220425,좌석02,광주종합버스터미널,2001,06,승차,2
20220425,좌석02,광주종합버스터미널,2001,06,하차,2
20220425,좌석02,광주종합버스터미널,2001,06,환승,3
20220425,좌석02,광주종합버스터미널,2001,07,승차,9
20220425,좌석02,광주종합버스터미널,2001,07,하차,4
20220425,좌석02,광주종합버스터미널,2001,07,환승,10
20220425,좌석02,광주종합버스터미널,2001,08,승차,7
20220425,좌석02,광주종합버스터미널,2001,08,환승,3
20220425,좌석02,광주종합버스터미널,2001,09,승차,3
20220425,좌석02,광주종합버스터미널,2001,09,하차,4
20220425,좌석02,광주종합버스터미널,2001,09,환승,2
20220425,좌석02,광주종합버스터미널,2001,10,승차,4
20220425,좌석02,광주종합버스터미널,2001,10,하차,4
20220425,좌석02,광주종합버스터미널,2001,10,환승,5
20220425,좌석02,광주종합버스터미널,2001,11,승차,9
20220425,좌석02,광주종합버스터미널,2001,11,하차,1
20220425,좌석02,광주종합버스터미널,2001,11,환승,2
20220425,좌석02,광주종합버스터미널,2001,12,승차,10
20220425,좌석02,광주종합버스터미널,2001,12,하차,4
20220425,좌석02,광주종합버스터미널,2001,12,환승,4
20220425,좌석02,광주종합버스터미널,2001,13,승차,14
20220425,좌석02,광주종합버스터미널,2001,13,하차,1
20220425,좌석02,광주종합버스터미널,2001,13,환승,7
20220425,좌석02,광주종합버스터미널,2001,14,승차,10
20220425,좌석02,광주종합버스터미널,2001,14,하차,1
20220425,좌석02,광주종합버스터미널,2001,14,환승,2
20220425,좌석02,광주종합버스터미널,2001,15,승차,17
20220425,좌석02,광주종합버스터미널,2001,15,하차,1
20220425,좌석02,광주종합버스터미널,2001,15,환승,3
20220425,좌석02,광주종합버스터미널,2001,16,승차,11
20220425,좌석02,광주종합버스터미널,2001,16,하차,2
20220425,좌석02,광주종합버스터미널,2001,16,환승,2
20220425,좌석02,광주종합버스터미널,2001,17,승차,17
20220425,좌석02,광주종합버스터미널,2001,17,하차,3
20220425,좌석02,광주종합버스터미널,2001,17,환승,3
20220425,좌석02,광주종합버스터미널,2001,18,승차,17
20220425,좌석02,광주종합버스터미널,2001,18,하차,3
20220425,좌석02,광주종합버스터미널,2001,19,승차,4
20220425,좌석02,광주종합버스터미널,2001,19,하차,1
20220425,좌석02,광주종합버스터미널,2001,20,승차,5
20220425,좌석02,광주종합버스터미널,2001,20,환승,1
20220425,좌석02,광주종합버스터미널,2001,21,승차,2
20220425,좌석02,광주종합버스터미널,2001,21,하차,1
20220425,좌석02,광주종합버스터미널,2001,21,환승,1
20220425,좌석02,광주종합버스터미널,2001,22,승차,5
20220425,좌석02,광주종합버스터미널,2002,06,하차,2
20220425,좌석02,광주종합버스터미널,2002,06,환승,1
20220425,좌석02,광주종합버스터미널,2002,07,승차,2
20220425,좌석02,광주종합버스터미널,2002,07,하차,6
20220425,좌석02,광주종합버스터미널,2002,07,환승,1
20220425,좌석02,광주종합버스터미널,2002,08,승차,2
20220425,좌석02,광주종합버스터미널,2002,08,하차,4
20220425,좌석02,광주종합버스터미널,2002,08,환승,8
20220425,좌석02,광주종합버스터미널,2002,09,승차,2
20220425,좌석02,광주종합버스터미널,2002,09,하차,13
20220425,좌석02,광주종합버스터미널,2002,09,환승,6
20220425,좌석02,광주종합버스터미널,2002,10,승차,3
20220425,좌석02,광주종합버스터미널,2002,10,하차,18
20220425,좌석02,광주종합버스터미널,2002,11,승차,3
20220425,좌석02,광주종합버스터미널,2002,11,하차,7
20220425,좌석02,광주종합버스터미널,2002,11,환승,1
20220425,좌석02,광주종합버스터미널,2002,12,승차,10
20220425,좌석02,광주종합버스터미널,2002,12,하차,13
20220425,좌석02,광주종합버스터미널,2002,12,환승,1
20220425,좌석02,광주종합버스터미널,2002,13,승차,4
20220425,좌석02,광주종합버스터미널,2002,13,하차,4
20220425,좌석02,광주종합버스터미널,2002,13,환승,1
20220425,좌석02,광주종합버스터미널,2002,14,승차,1
20220425,좌석02,광주종합버스터미널,2002,14,하차,4
20220425,좌석02,광주종합버스터미널,2002,14,환승,6
20220425,좌석02,광주종합버스터미널,2002,15,승차,3
20220425,좌석02,광주종합버스터미널,2002,15,하차,7
20220425,좌석02,광주종합버스터미널,2002,15,환승,1
20220425,좌석02,광주종합버스터미널,2002,16,승차,4
20220425,좌석02,광주종합버스터미널,2002,16,하차,17
20220425,좌석02,광주종합버스터미널,2002,16,환승,2
20220425,좌석02,광주종합버스터미널,2002,17,승차,6
20220425,좌석02,광주종합버스터미널,2002,17,하차,7
20220425,좌석02,광주종합버스터미널,2002,17,환승,2
20220425,좌석02,광주종합버스터미널,2002,18,승차,10
20220425,좌석02,광주종합버스터미널,2002,18,하차,24
20220425,좌석02,광주종합버스터미널,2002,18,환승,2
20220425,좌석02,광주종합버스터미널,2002,19,승차,3
20220425,좌석02,광주종합버스터미널,2002,19,하차,14
20220425,좌석02,광주종합버스터미널,2002,19,환승,1
20220425,좌석02,광주종합버스터미널,2002,20,승차,25
20220425,좌석02,광주종합버스터미널,2002,20,하차,10
20220425,좌석02,광주종합버스터미널,2002,20,환승,2
20220425,좌석02,광주종합버스터미널,2002,21,승차,8
20220425,좌석02,광주종합버스터미널,2002,21,하차,7
20220425,좌석02,광주종합버스터미널,2002,21,환승,1
20220425,좌석02,광주종합버스터미널,2002,22,승차,1
